date,weekdate,SamsungEU_end,SamsungEU_dpp,SamsungEU_start,SamsungEU_high,SamsungEU_low,SamsungEU_abount
18/11/07,2,36500,1.39,36050,36800,35900,1024744
18/11/08,3,36550,0.14,37200,37200,36550,904445
18/11/09,4,37150,1.64,37000,37300,36700,1244316
18/11/12,0,37500,0.94,36800,38100,36700,851868
18/11/13,1,37350,-0.40,36600,37300,36500,808454
18/11/14,2,37050,-0.80,37500,37500,36750,878265
18/11/15,3,36750,-0.81,37000,37200,36400,1005546
18/11/16,4,36400,-0.95,37100,37100,36100,1485144
18/11/19,0,35850,-1.51,35900,36400,35550,1199397
18/11/20,1,34400,-4.04,34550,35000,34350,2476205
18/11/21,2,33800,-1.74,34050,34300,33650,2182575
18/11/22,3,34150,1.04,34400,34450,34050,746599
18/11/23,4,34250,0.29,34050,34350,33850,729683
18/11/26,0,34300,0.15,34350,34550,34250,590777
18/11/27,1,34550,0.73,34400,34650,34200,1004173
18/11/28,2,34400,-0.43,34300,34550,34250,1555242
18/11/29,3,34600,0.58,34700,34900,34350,3873549
18/11/30,4,33750,-2.46,34500,35150,33650,3660773
18/12/03,0,35000,3.70,34450,35000,34150,1852699
18/12/04,1,34600,-1.14,34900,34900,33850,1638704
18/12/05,2,33950,-1.88,34150,34150,33650,1055636
18/12/06,3,33050,-2.65,33850,33850,33050,1362683
18/12/07,4,34000,2.87,33550,34000,33300,1903316
18/12/10,0,33150,-2.50,33300,33500,32900,2028948
18/12/11,1,33200,0.15,33150,33400,32600,1287330
18/12/12,2,33100,-0.30,33050,33400,32750,1031994
18/12/13,3,33450,1.06,33050,33450,33000,2153877
18/12/14,4,32300,-3.44,33100,33350,31900,2448443
18/12/17,0,32350,0.15,32000,32850,31900,1885649
18/12/18,1,32200,-0.46,31500,32200,31500,1294108
18/12/19,2,32100,-0.31,32000,32350,32000,1237297
18/12/20,3,31150,-2.96,31400,31800,31150,1541156
18/12/21,4,31450,0.96,31100,31450,30650,3023387
18/12/24,0,31000,-1.43,31100,31250,30800,1266015
18/12/26,2,31000,0.00,30600,31100,30550,1073202
18/12/27,3,31400,1.29,31450,31650,30550,1289519
18/12/28,4,31750,1.11,31450,31800,31250,863411
19/01/02,2,31600,-0.47,32700,32800,31300,944879
19/01/03,3,30800,-2.53,31450,31450,30200,743231
19/01/04,4,30450,-1.14,30400,30850,29750,1153869
19/01/07,0,32100,5.42,30800,32350,30750,1500454
19/01/08,1,30900,-3.74,31500,32100,30900,1228454
19/01/09,2,32500,5.18,31350,32500,31350,1829977
19/01/10,3,32450,-0.15,32350,32650,32050,2272279
19/01/11,4,33100,2.00,32550,33100,32350,1253321
19/01/14,0,33050,-0.15,32900,33100,32650,1099766
19/01/15,1,33850,2.42,33050,33850,32750,1502321
19/01/16,2,34350,1.48,34050,34350,33550,1388226
19/01/17,3,35000,1.89,34450,35000,34200,2179326
19/01/18,4,35150,0.43,35050,35350,34650,1929736
19/01/21,0,35650,1.42,35400,35650,34950,2294825
19/01/22,1,35300,-0.98,35300,35550,34850,2170052
19/01/23,2,35150,-0.42,34800,35300,34600,1917182
19/01/24,3,35900,2.13,34900,35900,34900,1391887
19/01/25,4,37200,3.62,36500,37200,36100,1727856
19/01/28,0,37200,0.00,37050,37450,36750,998838
19/01/29,1,37100,-0.27,36500,37100,36350,1885222
19/01/30,2,37250,0.40,36500,37550,36500,1787763
19/01/31,3,37500,0.67,37450,37900,37050,2574883
19/02/01,4,37500,0.00,37000,37850,37000,1267459
19/02/07,3,37200,-0.80,37500,37800,37150,859283
19/02/08,4,36050,-3.09,36800,36850,35850,924230
19/02/11,0,36000,-0.14,35500,36100,35400,1262820
19/02/12,1,37150,3.19,36000,37050,35750,1309115
19/02/13,2,37600,1.21,37600,37800,37250,939470
19/02/14,3,38000,1.06,37600,38000,37300,1140691
19/02/15,4,36850,-3.03,37500,37850,36850,989865
19/02/18,0,36900,0.14,37200,37450,36750,1041468
19/02/19,1,36600,-0.81,37200,37200,36600,784726
19/02/20,2,37800,3.28,37200,37800,37150,1823365
19/02/21,3,37900,0.26,37850,37900,37200,1101511
19/02/22,4,37950,0.13,37800,37950,37300,598749
19/02/25,0,37950,0.00,38000,38000,37600,638656
19/02/26,1,37650,-0.79,37750,38000,37250,1167035
19/02/27,2,37400,-0.66,37550,37800,37300,1185647
19/02/28,3,36000,-3.74,36700,37050,35900,6438669
19/03/04,0,36250,0.69,36750,36900,36000,2086627
19/03/05,1,35700,-1.52,36200,36600,35250,1038845
19/03/06,2,35600,-0.28,35550,35650,34900,1406117
19/03/07,3,35900,0.84,35250,36250,35200,1018449
19/03/08,4,35150,-2.09,35850,35900,35100,1134391
19/03/11,0,34750,-1.14,35550,35600,34750,1162079
19/03/12,1,35500,2.16,35100,36000,35100,786558
19/03/13,2,35300,-0.56,35350,35650,35000,492846
19/03/14,3,35000,-0.85,35000,35450,34850,1032080
19/03/15,4,34900,-0.29,34800,35250,34800,4793498
19/03/18,0,34900,0.00,34300,35150,34300,946328
19/03/19,1,35200,0.86,34750,35200,34600,951256
19/03/20,2,35300,0.28,35000,35600,34650,1203655
19/03/21,3,37350,5.81,35600,37350,35400,2064463
19/03/22,4,37850,1.34,37800,38200,37250,1546981
19/03/25,0,36500,-3.57,36000,36700,36000,1114426
19/03/26,1,36550,0.14,36600,36650,36150,1122801
19/03/27,2,36800,0.68,36350,37000,35850,1291432
19/03/28,3,36500,-0.82,36100,36600,36050,991436
19/03/29,4,36250,-0.68,36150,36450,35900,1373520
19/04/01,0,36400,0.41,36450,36600,36250,1329707
19/04/02,1,37000,1.65,36750,37150,36600,1045646
19/04/03,2,37550,1.49,37100,37700,36950,957957
19/04/04,3,37800,0.67,37300,37800,37300,703782
19/04/05,4,37750,-0.13,37900,38050,37650,417733
19/04/08,0,37700,-0.13,37850,37900,37200,731078
19/04/09,1,37900,0.53,37500,37900,37200,613959
19/04/10,2,37400,-1.32,37700,37900,37300,1110628
19/04/11,3,37500,0.27,37650,37650,37250,617457
19/04/12,4,37700,0.53,37400,37750,37200,580459
19/04/15,0,38000,0.80,37800,38100,37750,662616
19/04/16,1,37700,-0.79,38100,38100,37600,460640
19/04/17,2,37950,0.66,37850,38100,37750,512469
19/04/18,3,36950,-2.64,37800,38000,36700,1210310
19/04/19,4,36650,-0.81,37000,37050,36650,799378
19/04/22,0,36550,-0.27,36850,36900,36350,528146
19/04/23,1,36100,-1.23,36500,36700,35900,1440697
19/04/24,2,36200,0.28,36450,36700,35700,1127270
19/04/25,3,36000,-0.55,36200,36300,35700,1062285
19/04/26,4,36450,1.25,35750,36450,35400,1304339
19/04/29,0,36900,1.23,36450,36950,36250,866894
19/04/30,1,37200,0.81,36950,37200,36600,1217476
19/05/02,3,37200,0.00,36900,37350,36850,1031686
19/05/03,4,37000,-0.54,37200,37300,36900,593579
19/05/07,1,36500,-1.35,37000,37000,36350,1620670
19/05/08,2,35950,-1.51,36150,36450,35950,1136250
19/05/09,3,34700,-3.48,35700,35800,34700,1124788
19/05/10,4,35100,1.15,34650,35150,34400,1979112
19/05/13,0,34650,-1.28,34950,35050,34450,999760
19/05/14,1,34400,-0.72,33850,34800,33850,1180044
19/05/15,2,34550,0.44,34800,35100,34550,1226441
19/05/16,3,33550,-2.89,34650,34700,33550,1222704
19/05/17,4,33000,-1.64,34100,34450,33000,1295494
19/05/20,0,33700,2.12,33200,33950,33150,1132816
19/05/21,1,35000,3.86,34000,35700,33950,940190
19/05/23,3,34250,-2.14,34900,35300,34650,709398
19/05/27,0,34250,0.00,34150,34500,34000,558669
19/05/28,1,33900,-1.02,34050,34650,33800,4397225
19/05/29,2,33450,-1.33,33400,33800,33100,1794255
19/05/30,3,34450,2.99,33650,34650,33650,1250004
19/05/31,4,34800,1.02,34800,34900,34350,2215173
19/06/03,0,35900,3.16,35000,35900,34950,1475855
19/06/04,1,35650,-0.70,35400,35650,35150,881135
19/06/05,2,36050,1.12,36150,36550,35850,2009572
19/06/07,4,36250,0.55,35800,36350,35700,1420090
19/06/10,0,36800,1.52,36550,36800,36100,1279168
19/06/11,1,36850,0.14,36850,36900,36400,1073643
19/06/12,2,36750,-0.27,36800,36850,36150,1527004
19/06/13,3,36200,-1.50,36500,36600,35750,1988984
19/06/14,4,36300,0.28,36250,36400,35900,1254622
19/06/17,0,35650,-1.79,36250,36250,35500,1402138
19/06/18,1,36400,2.10,35500,36300,35300,1384814
19/06/19,2,37050,1.79,37000,37150,36600,1130239
19/06/20,3,37650,1.62,37050,37650,36600,1887412
19/06/21,4,37450,-0.53,37650,37750,37400,2893202
19/06/24,0,37550,0.27,37500,37650,37050,741107
19/06/25,1,37450,-0.27,37200,37750,37200,1191421
19/06/26,2,37900,1.20,37500,37900,37450,1084885
19/06/27,3,38000,0.26,37600,38150,37600,1399856
19/06/28,4,38250,0.66,38150,38450,38050,1603604
19/07/01,0,38350,0.26,38300,38500,38000,836761
19/07/02,1,38150,-0.52,37950,38350,37600,746740
19/07/03,2,37800,-0.92,37400,38050,37400,1182527
19/07/04,3,38000,0.53,37500,38150,37500,475720
19/07/05,4,37350,-1.71,38000,38000,37150,637309
19/07/08,0,36750,-1.61,36800,36850,36350,659187
19/07/09,1,37300,1.50,36550,37300,36550,794892
19/07/10,2,37850,1.47,37400,37950,37400,863345
19/07/11,3,38500,1.72,38250,38550,38250,782851
19/07/12,4,38400,-0.26,38550,38600,38050,749296
19/07/15,0,38500,0.26,38200,38650,38150,488328
19/07/16,1,38350,-0.39,38050,38500,38050,814095
19/07/17,2,37950,-1.04,37800,38000,37600,733582
19/07/18,3,37750,-0.53,37950,38050,37650,292829
19/07/19,4,38500,1.99,38250,38700,38100,720571
19/07/22,0,38550,0.13,38550,38800,38350,580156
19/07/23,1,38850,0.78,38800,39100,38650,718160
19/07/24,2,37700,-2.96,38600,38800,37650,1302658
19/07/25,3,38600,2.39,38400,38900,38200,1106596
19/07/26,4,38600,0.00,38500,38800,38000,1109660
19/07/29,0,38100,-1.30,38600,38600,37900,823962
19/07/30,1,38050,-0.13,38100,38400,37500,557174
19/07/31,2,37000,-2.76,37750,38050,36850,1729492
19/08/01,3,36600,-1.08,36500,37000,36450,1624129
19/08/02,4,36000,-1.64,35950,36800,35950,1707816
19/08/05,0,35800,-0.56,35950,36100,35450,1506671
19/08/06,1,35450,-0.98,34500,35800,34500,1873809
19/08/07,2,35550,0.28,35750,35950,35550,1421097
19/08/08,3,35400,-0.42,35750,35900,35350,1276726
19/08/09,4,35500,0.28,35700,35900,35500,851946
19/08/12,0,35800,0.85,36250,36250,35800,425875
19/08/13,1,35500,-0.84,36000,36000,35500,1104126
19/08/14,2,35850,0.99,36000,36400,35800,995544
19/08/16,4,36350,1.39,36400,36400,35600,1022963
19/08/19,0,36100,-0.69,36550,36600,36100,870410
19/08/20,1,37050,2.63,36650,37150,36100,2139235
19/08/21,2,37000,-0.13,36950,37150,36750,1359053
19/08/22,3,36700,-0.81,37100,37100,36600,1145841
19/08/23,4,36350,-0.95,36350,36600,36300,863221
19/08/26,0,35900,-1.24,35800,36100,35650,1431303
19/08/27,1,36400,1.39,36000,36550,36000,1793089
19/08/28,2,36450,0.14,36550,36650,36350,691217
19/08/29,3,36000,-1.23,36450,36650,36000,1200568
19/08/30,4,36850,2.36,36200,37050,36200,1334135
19/09/02,0,36400,-1.22,36900,37100,36450,395516
19/09/03,1,36200,-0.55,36350,36400,36000,1351316
19/09/04,2,36700,1.38,36050,36700,35950,809171
19/09/05,3,38150,3.95,36950,38300,36950,1279528
19/09/06,4,38550,1.05,38600,38750,38350,653390
19/09/09,0,39100,1.43,38750,39150,38700,758639
19/09/10,1,39150,0.13,38900,39200,38900,1268271
19/09/11,2,39200,0.13,39200,39400,39050,866301
19/09/16,0,39100,-0.26,39750,39750,38700,1610981
19/09/17,1,39200,0.26,39200,39250,38800,1195914
19/09/18,2,39850,1.66,39100,39850,39050,1224943
19/09/19,3,40550,1.76,39800,40850,39700,1545963
19/09/20,4,40950,0.99,40600,40950,40550,2815902
19/09/23,0,40750,-0.49,40850,40950,40550,952559
19/09/24,1,40700,-0.12,40500,40700,40150,1219310
19/09/25,2,40200,-1.23,40000,40400,40000,1334686
19/09/26,3,40200,0.00,40250,40450,40100,1521424
19/09/27,4,39300,-2.24,39600,39850,39300,1117856
19/09/30,0,39500,0.51,39000,39850,38900,2243443
19/10/01,1,39500,0.00,39700,39850,39300,949993
19/10/02,2,38900,-1.52,38900,39100,38800,1349938
19/10/04,4,39100,0.51,38450,39800,38400,2465552
19/10/07,0,39000,-0.26,39500,39800,38950,310783
19/10/08,1,39650,1.67,39250,39800,39000,643953
19/10/10,3,39650,0.00,39400,39850,39050,1540954
19/10/11,4,40000,0.88,39950,40150,39650,934708
19/10/14,0,40600,1.50,40700,40950,40500,1187934
19/10/15,1,40600,0.00,40600,40750,40450,920522
19/10/16,2,41100,1.23,40700,41100,40700,1720313
19/10/17,3,40900,-0.49,40650,41000,40600,1141410
19/10/18,4,40300,-1.47,40700,41000,40200,1786920
19/10/21,0,40600,0.74,40300,40650,40300,566652
19/10/22,1,41500,2.22,40800,41500,40700,1531234
19/10/23,2,41400,-0.24,41250,41500,41050,1066921
19/10/24,3,41650,0.60,41800,41950,41150,1044017
19/10/25,4,41450,-0.48,41300,41650,41100,1126319
19/10/28,0,41400,-0.12,41450,41650,41300,700553
19/10/29,1,41000,-0.97,41500,41650,40900,1233212
19/10/30,2,41100,0.24,40850,41100,40500,815073
19/10/31,3,41050,-0.12,41300,41650,40750,1209593
19/11/01,4,42000,2.31,41300,42000,41050,1003590
19/11/04,0,43000,2.38,42000,43000,41900,1554596
19/11/05,1,43600,1.40,43000,43600,42850,1889256
19/11/06,2,43600,0.00,43250,44000,43250,1278143
19/11/07,3,43500,-0.23,43500,43550,43100,998055
19/11/08,4,42600,-2.07,43600,43750,42150,1403874
19/11/11,0,42400,-0.47,42700,42700,42200,1184839
19/11/12,1,42800,0.94,42500,42800,42200,861066
19/11/13,2,42700,-0.23,42400,42700,42400,499397
19/11/14,3,42350,-0.82,42300,42550,42200,1116878
19/11/15,4,43100,1.77,42350,43150,42350,1492581
19/11/18,0,42950,-0.35,42800,43200,42800,1578051
19/11/19,1,43050,0.23,42850,43050,42350,1192981
19/11/20,2,42350,-1.63,42750,43100,42100,1066683
19/11/21,3,41100,-2.95,41900,42150,41000,1236496
19/11/22,4,41650,1.34,41250,41800,41200,1081731
19/11/25,0,42050,0.96,41950,42700,41950,1359949
19/11/26,1,42300,0.59,42400,42900,42300,4426145
19/11/27,2,42250,-0.12,42000,42350,41950,1407280
19/11/28,3,41700,-1.30,41850,42100,41650,1064367
19/11/29,4,40850,-2.04,41600,41700,40500,1452647
19/12/02,0,41300,1.10,41150,41500,41100,654720
19/12/03,1,41100,-0.48,41050,41200,40750,1058152
19/12/04,2,40900,-0.49,40950,40950,40350,1347956
19/12/05,3,40900,0.00,41200,41500,40800,1236208
19/12/06,4,41750,2.08,41350,41850,41100,1233398
19/12/09,0,41900,0.36,41900,42200,41750,1021251
19/12/10,1,42000,0.24,41900,42250,41650,735751
19/12/11,2,42200,0.48,42350,42350,42100,750327
19/12/12,3,43600,3.32,42550,43600,42550,1714165
19/12/13,4,44900,2.98,44300,44900,44050,2534594
19/12/16,0,45000,0.22,44900,45100,44550,1851324
19/12/17,1,46500,3.33,46000,46600,45450,2426141
19/12/18,2,46700,0.43,46500,46950,46050,2691398
19/12/19,3,45750,-2.03,45950,46900,45700,3214033
19/12/20,4,45150,-1.31,45650,45800,45000,2658532
19/12/23,0,45100,-0.11,45450,45850,44850,1268063
19/12/24,1,44900,-0.44,45100,45350,44900,987529
19/12/26,3,45300,0.89,45000,45300,44700,1119201
19/12/27,4,45700,0.88,45400,46200,45300,1400514
19/12/30,0,45400,-0.66,45600,45850,45400,1913850
20/01/02,3,45600,0.44,45750,45950,45150,1512362
20/01/03,4,45650,0.11,46150,46600,45350,1892001
20/01/06,0,45700,0.11,44950,45700,44700,1212706
20/01/07,1,46300,1.31,45800,46600,45750,1655637
20/01/08,2,46700,0.86,46400,47500,45900,3625223
20/01/09,3,48400,3.64,48000,48500,47300,2643434
20/01/10,4,48550,0.31,48750,49300,48000,2342259
20/01/13,0,49500,1.96,48850,49500,48450,2297331
20/01/14,1,49750,0.51,49600,50600,49500,3776068
20/01/15,2,49250,-1.01,49100,49700,49000,3151318
20/01/16,3,50400,2.34,48750,50500,48700,1734748
20/01/17,4,50900,0.99,50700,51200,50400,2192507
20/01/20,0,52200,2.55,51100,52500,51000,3405491
20/01/21,1,51000,-2.30,51600,52100,51000,2591716
20/01/22,2,51100,0.20,50300,51900,50300,2775348
20/01/23,3,50300,-1.57,51600,51700,50000,2419343
20/01/28,1,49100,-2.39,48400,49200,48300,3157911
20/01/29,2,49600,1.02,49750,50200,49450,2066704
20/01/30,3,47950,-3.33,49500,49550,47950,2526970
20/01/31,4,47500,-0.94,48000,49000,47500,2976123
20/02/03,0,47750,0.53,46700,48400,46500,2541142
20/02/04,1,49650,3.98,48300,49800,47900,2804961
20/02/05,2,50700,2.11,51300,51400,49800,2396249
20/02/06,3,51300,1.18,51000,51300,50600,2322521
20/02/07,4,51200,-0.19,51300,51600,50700,1991501
20/02/10,0,51000,-0.39,50300,51000,50100,1900584
20/02/11,1,51000,0.00,51000,51600,51000,2090150
20/02/12,2,50900,-0.20,51200,51400,50500,1951794
20/02/13,3,51400,0.98,51400,51900,51100,2076607
20/02/14,4,52700,2.53,51600,52800,51400,3009997
20/02/17,0,52500,-0.38,52900,53000,52500,2330946
20/02/18,1,51000,-2.86,52100,52300,51000,2581442
20/02/19,2,51100,0.20,50700,51500,50000,2681487
20/02/20,3,50900,-0.39,51400,51800,50900,1875311
20/02/21,4,50400,-0.98,50200,50800,50200,1931325
20/02/24,0,48700,-3.37,49300,49600,48500,3559473
20/02/25,1,49600,1.85,47950,49700,47950,3759466
20/02/26,2,48100,-3.02,48150,49000,48100,3118050
20/02/27,3,47550,-1.14,48100,48600,47500,2079918
20/02/28,4,45550,-4.21,46500,47000,45550,3872934
20/03/02,0,46000,0.99,45650,46900,44900,4067855
20/03/03,1,46600,1.30,47850,48350,46600,3308530
20/03/04,2,48200,3.43,46100,48600,46050,3658066
20/03/05,3,49050,1.76,49000,49250,48450,2588823
20/03/06,4,47450,-3.26,48000,48250,47350,3419692
20/03/09,0,45500,-4.11,46000,46650,45500,3515886
20/03/10,1,45500,0.00,44800,46200,44750,5812655
20/03/11,2,44350,-2.53,46000,46100,44200,3413664
20/03/12,3,43100,-2.82,43100,44250,42000,4624793
20/03/13,4,42700,-0.93,40000,43900,39250,5773939
20/03/16,0,41000,-3.98,42950,43400,41050,4531444
20/03/17,1,39650,-3.29,39200,41650,39000,4684902
20/03/18,2,38000,-4.16,39950,40500,38000,3745813
20/03/19,3,35450,-6.71,38100,38600,34900,5640126
20/03/20,4,38000,7.19,36500,38300,36450,4623584
20/03/23,0,36000,-5.26,36050,36800,35600,3367606
20/03/24,1,39150,8.75,36900,39150,36500,4179097
20/03/25,2,41450,5.87,42500,42550,40200,4241958
20/03/26,3,40750,-1.69,41500,42050,40250,3762796
20/03/27,4,41100,0.86,42300,42500,40550,3423688
20/03/30,0,40450,-1.58,39150,40600,39150,2807999
20/03/31,1,40100,-0.87,40500,40850,39850,3287643
20/04/01,2,39000,-2.74,40100,40550,39000,2688956
20/04/02,3,39400,1.03,39200,39750,38700,2003481
20/04/03,4,39800,1.02,40000,40450,39500,1396180
20/04/06,0,40950,2.89,39950,40900,39700,1847567
20/04/07,1,41800,2.08,42000,42050,41050,2930364
20/04/08,2,41700,-0.24,41500,41950,41300,1708879
20/04/09,3,42050,0.84,42250,42400,41900,2145679
20/04/10,4,42200,0.36,42000,42200,41850,969434
20/04/13,0,41800,-0.95,42250,42300,41600,1167757
20/04/14,1,42100,0.72,41900,42100,41700,1193998
20/04/16,3,42300,0.48,42900,42900,41850,2341232
20/04/17,4,44050,4.14,43200,44900,43100,3207970
20/04/20,0,43500,-1.25,44500,44500,43450,1775737
20/04/21,1,42650,-1.95,42600,43150,42000,2119935
20/04/22,2,42950,0.70,42000,43000,41800,1818663
20/04/23,3,43000,0.12,43300,43450,43000,1324611
20/04/24,4,42500,-1.16,42650,42950,42500,1570842
20/04/27,0,42750,0.59,42550,43000,42250,1160164
20/04/28,1,42400,-0.82,42750,42900,42400,1336911
20/04/29,2,42250,-0.35,42400,42800,42250,1833554
20/05/04,0,41200,-2.49,40950,41750,40950,2912417
20/05/06,2,42000,1.94,41700,42000,41400,1801667
20/05/07,3,41600,-0.95,42300,42300,41600,1090970
20/05/08,4,41650,0.12,41950,42150,41650,1134653
20/05/11,0,41500,-0.36,41750,42100,41500,1090117
20/05/12,1,40850,-1.57,41500,41500,40800,2091230
20/05/13,2,41050,0.49,40250,41050,40100,3016935
20/05/14,3,40650,-0.97,40550,40850,40500,1230762
20/05/15,4,40950,0.74,40900,41350,40700,1319699
20/05/18,0,41600,1.59,41000,42100,40900,2241226
20/05/19,1,43200,3.85,42750,43300,42750,2312820
20/05/20,2,43300,0.23,42950,43350,42750,1906862
20/05/21,3,43300,0.00,43700,43950,43250,1811715
20/05/22,4,42350,-2.19,43300,43300,42200,1779284
20/05/25,0,43100,1.77,42350,43100,42000,1966036
20/05/26,1,42950,-0.35,42900,43200,42500,1773306
20/05/27,2,42950,0.00,43050,43150,42650,2489476
20/05/28,3,43500,1.28,43600,43900,43000,3212121
20/05/29,4,42850,-1.49,42700,43500,42700,3546245
20/06/01,0,43950,2.57,43450,44000,43350,3188899
20/06/02,1,44000,0.11,44100,44500,43850,2228440
20/06/03,2,46200,5.00,44250,47000,44250,4824403
20/06/04,3,46900,1.52,47300,48250,46300,3805378
20/06/05,4,47750,1.81,46900,47750,46500,2293955
20/06/08,0,47800,0.10,49000,49000,47200,3795200
20/06/09,1,48000,0.42,48300,48700,47500,2692335
20/06/10,2,47950,-0.10,47900,48150,47500,1672882
20/06/11,3,47550,-0.83,47750,48450,47000,3386061
20/06/12,4,46050,-3.15,45200,46550,45150,3109103
20/06/15,0,44450,-3.47,46100,46450,44400,3166662
20/06/16,1,46050,3.60,45300,46300,45150,1984472
20/06/17,2,45900,-0.33,45700,46450,45500,2446202
20/06/18,3,45900,0.00,46100,46350,45750,1436184
20/06/19,4,47000,2.40,46250,47000,45700,2160511
20/06/22,0,46300,-1.49,47000,47100,46300,2413886
20/06/23,1,46000,-0.65,46550,46850,45900,1633036
20/06/24,2,47000,2.17,46100,47500,46000,3154917
20/06/25,3,45900,-2.34,46200,46800,45900,3035356
20/06/26,4,46850,2.07,46750,47000,46450,2740918
20/06/29,0,46050,-1.71,45850,46550,45800,2077760
20/06/30,1,46500,0.98,46950,46950,46500,2137495
20/07/01,2,46100,-0.86,46750,46850,46050,1258369
20/07/02,3,46650,1.19,46150,46650,46000,1461640
20/07/03,4,46900,0.54,46700,46950,46500,1457760
20/07/06,0,47950,2.24,47100,47950,47050,2257798
20/07/07,1,47600,-0.73,48650,48950,47400,2814307
20/07/08,2,46500,-2.31,47000,47250,46500,3104265
20/07/09,3,46500,0.00,46650,46800,46200,1886506
20/07/10,4,46750,0.54,46600,46750,46100,1784038
20/07/13,0,47200,0.96,46900,47200,46550,2175062
20/07/14,1,47100,-0.21,46900,47100,46800,956861
20/07/15,2,47450,0.74,47300,47700,47200,1926106
20/07/16,3,47050,-0.84,47550,47600,46900,1508846
20/07/17,4,47100,0.11,46800,47250,46750,1379349
20/07/20,0,46950,-0.32,47100,47200,46850,1056239
20/07/21,1,47700,1.60,47900,47900,47200,2250059
20/07/22,2,47250,-0.94,47750,47800,47200,1385314
20/07/23,3,47050,-0.42,47500,47500,47000,1042936
20/07/24,4,47150,0.21,46850,47300,46800,1043225
20/07/27,0,47500,0.74,47100,47850,47100,2146180
20/07/28,1,49500,4.21,48500,49550,48000,6280763
20/07/29,2,50200,1.41,49900,50500,49600,2892867
20/07/30,3,50600,0.80,51000,51000,50500,1535279
20/07/31,4,49500,-2.17,50700,50800,49500,2148985
20/08/03,0,49050,-0.91,49950,49950,49000,1966185
20/08/04,1,50000,1.94,49350,50300,49350,1809664
20/08/05,2,49950,-0.10,50200,50400,49400,1466359
20/08/06,3,50500,1.10,50000,50600,49950,1433270
20/08/07,4,50000,-0.99,50600,50700,49900,1788158
20/08/10,0,50100,0.20,50000,50400,49900,1581887
20/08/11,1,50300,0.40,50000,50900,49950,2104642
20/08/12,2,50700,0.80,50300,50700,50000,1278718
20/08/13,3,50700,0.00,51100,51200,50400,1536456
20/08/14,4,50600,-0.20,50300,50600,50100,1467168
20/08/18,1,50200,-0.79,51000,51900,50100,2646982
20/08/19,2,50100,-0.20,51000,51100,50000,2154478
20/08/20,3,48250,-3.69,50000,50100,48050,3748473
20/08/21,4,48650,0.83,48500,49250,48300,2507784
20/08/24,0,48600,-0.10,48700,49050,48000,1425077
20/08/25,1,48750,0.31,49000,49000,48600,1305053
20/08/26,2,49000,0.51,49000,49000,48550,1345692
20/08/27,3,48400,-1.22,49200,49200,48300,1861794
20/08/28,4,48200,-0.41,48450,48600,48200,1479287
20/08/31,0,47500,-1.45,48250,48550,47500,3428166
20/09/01,1,47100,-0.84,47350,47850,47000,2632194
20/09/02,2,47100,0.00,47100,47900,47000,1881394
20/09/03,3,47900,1.70,47800,48450,47800,3836969
20/09/04,4,47500,-0.84,47100,47850,46900,2886358
20/09/07,0,48500,2.11,47700,48600,47700,2015714
20/09/08,1,50000,3.09,49100,50300,49050,2548510
20/09/09,2,49500,-1.00,49450,50200,49200,2349972
20/09/10,3,50700,2.42,50400,50900,50200,2645971
20/09/11,4,50900,0.39,50700,50900,50100,1801308
20/09/14,0,51900,1.96,51600,52000,51500,2360763
20/09/15,1,52000,0.19,52500,52600,51700,2939585
20/09/16,2,51700,-0.58,52000,52300,51500,2490139
20/09/17,3,51000,-1.35,51700,51900,50800,2505013
20/09/18,4,50900,-0.20,50800,51300,50500,2188690
20/09/21,0,51300,0.79,50900,51800,50900,1636797
20/09/22,1,51000,-0.58,50900,51600,50600,2117503
20/09/23,2,50900,-0.20,51100,51300,50300,1875836
20/09/24,3,50300,-1.18,50100,50900,50100,1926490
20/09/25,4,50700,0.80,50300,50900,50100,2041736
20/09/28,0,50500,-0.39,50700,50900,50300,1784371
20/09/29,1,50500,0.00,50600,50800,50400,2656730
20/10/05,0,50700,0.40,50000,51000,50000,2058949
20/10/06,1,50900,0.39,51300,51400,50600,1735208
20/10/07,2,51400,0.98,50600,51300,50600,1757262
20/10/08,3,51700,0.58,52000,52000,51400,2263004
20/10/12,0,52300,1.16,52300,52500,51900,3716137
20/10/13,1,53400,2.10,53000,53500,52700,3716282
20/10/14,2,53600,0.37,53700,53800,53200,3346129
20/10/15,3,53200,-0.75,53100,53300,52700,2462706
20/10/16,4,53000,-0.38,53400,53700,52800,1977121
20/10/19,0,53000,0.00,52800,53600,52800,1602973
20/10/20,1,53300,0.57,52900,53800,52600,1808384
20/10/21,2,53200,-0.19,53500,53700,53100,1801444
20/10/22,3,53500,0.56,52900,53500,52800,2123010
20/10/23,4,53300,-0.37,53200,53600,53200,1455825
20/10/26,0,53500,0.38,54000,54200,53300,2292408
20/10/27,1,53400,-0.19,53300,53400,52900,1808876
20/10/28,2,52900,-0.94,52800,53200,52700,2083260
20/10/29,3,51700,-2.27,52300,52500,51500,3300363
20/10/30,4,50100,-3.09,51600,51600,50100,3581887
20/11/02,0,51200,2.20,49800,51300,49200,2743951
20/11/03,1,52200,1.95,51500,52200,51500,1960143
20/11/04,2,52200,0.00,52200,52500,51800,1447736
20/11/05,3,53500,2.49,52400,53500,52400,2026073
20/11/06,4,53800,0.56,53900,53900,53300,2389344
