date,weekdate,SamsungBL_RU,SamsungBL_U,SamsungBL_UC,SamsungBL_D,SamsungBL_RD,SamsungBL_end,SamsungBL_start,SamsungBL_high,SamsungBL_low,SamsungBL_abount
19/07/30,1,276500,0,1,0,0,0,272500,282000,272500,82781
19/07/31,2,280000,0,1,0,0,0,278500,280000,270000,106281
19/08/01,3,278000,0,0,0.5,0.5,0,279500,281500,277000,53326
19/08/02,4,278500,0,0,1,0,0,274000,280000,270500,92854
19/08/05,0,258500,0,0,0,0,1,274000,276000,258000,246067
19/08/06,1,253000,0,0,0,1,0,250500,264000,241500,230102
19/08/07,2,249500,0,0,0,1,0,254500,260000,249000,146006
19/08/08,3,249500,0,0,1,0,0,253000,253000,245500,169676
19/08/09,4,269500,1,0,0,0,0,251500,274500,251500,251336
19/08/12,0,289000,1,0,0,0,0,271500,293000,271500,240244
19/08/13,1,285500,0,0,0,1,0,285000,300000,284000,283510
19/08/14,2,290000,0,1,0,0,0,291000,295500,287000,118802
19/08/16,4,287500,0,0,0.5,0.5,0,286000,291500,285000,98986
19/08/19,0,283500,0,0,0,1,0,290000,291500,282000,65206
19/08/20,1,283500,0,0,1,0,0,284500,286500,278000,74786
19/08/21,2,283500,0,0,1,0,0,283500,288000,282000,53211
19/08/22,3,281500,0,0,0.5,0.5,0,285000,285500,280000,58299
19/08/23,4,283500,0,0.5,0.5,0,0,278000,286000,278000,100826
19/08/26,0,271500,0,0,0,0.5,0.5,278500,281000,270000,92053
19/08/27,1,276000,0,1,0,0,0,274500,278000,271500,109416
19/08/28,2,286500,0.5,0.5,0,0,0,275500,288000,274500,214503
19/08/29,3,272500,0,0,0,0.5,0.5,290000,304000,261500,796095
19/08/30,4,269000,0,0,0,1,0,274500,281000,267000,315441
19/09/02,0,267000,0,0,0.5,0.5,0,267500,267500,261000,132489
19/09/03,1,272000,0,1,0,0,0,267000,273000,266000,93305
19/09/04,2,278000,0,1,0,0,0,270000,278000,269000,118329
19/09/05,3,279500,0,0.5,0.5,0,0,280000,282500,278000,84191
19/09/06,4,277500,0,0,0.5,0.5,0,280000,281500,276000,63760
19/09/09,0,280000,0,0.5,0.5,0,0,277500,282500,277500,52212
19/09/10,1,283500,0,1,0,0,0,290000,290000,280500,113119
19/09/11,2,293000,0.5,0.5,0,0,0,285500,293000,283500,150651
19/09/16,0,293500,0,0,1,0,0,294500,296500,288500,81350
19/09/17,1,315000,1,0,0,0,0,299000,316500,298500,342854
19/09/18,2,316000,0,0,1,0,0,317500,322500,313000,146324
19/09/19,3,329000,0.5,0.5,0,0,0,316000,335000,316000,273672
19/09/20,4,338500,0,1,0,0,0,331000,342000,331000,235556
19/09/23,0,317000,0,0,0,0,1,338000,338000,314000,284614
19/09/24,1,318500,0,0,1,0,0,314000,330000,311000,212881
19/09/25,2,318000,0,0,1,0,0,318500,324000,317000,84517
19/09/26,3,317500,0,0,1,0,0,318000,324500,316500,72971
19/09/27,4,311500,0,0,0,1,0,320000,320000,311000,76011
19/09/30,0,307500,0,0,0,1,0,309500,313000,301000,86603
19/10/01,1,323000,1,0,0,0,0,308000,323000,305000,105042
19/10/02,2,318000,0,0,0,1,0,317500,323500,313500,82123
19/10/04,4,320500,0,0.5,0.5,0,0,320500,325000,319000,78522
19/10/07,0,326000,0,1,0,0,0,324000,328000,322000,70555
19/10/08,1,329000,0,0.5,0.5,0,0,326000,330000,321500,106670
19/10/10,3,326000,0,0,0.5,0.5,0,326000,329000,321500,65922
19/10/11,4,325000,0,0,1,0,0,329000,329000,324000,57332
19/10/14,0,329500,0,1,0,0,0,327500,330000,324500,82811
19/10/15,1,326000,0,0,0,1,0,329000,329500,325500,32848
19/10/16,2,339000,0.5,0.5,0,0,0,327500,339000,327000,170243
19/10/17,3,345000,0,1,0,0,0,343000,352000,342000,221230
19/10/18,4,344000,0,0,1,0,0,345000,349500,342000,63654
19/10/21,0,339500,0,0,0,1,0,343500,344000,338500,51210
19/10/22,1,344000,0,1,0,0,0,341000,349500,341000,90349
19/10/23,2,372500,1,0,0,0,0,377000,380500,365000,565378
19/10/24,3,378000,0,1,0,0,0,378000,380000,368000,220840
19/10/25,4,383500,0,1,0,0,0,379000,387500,376000,168739
19/10/28,0,398000,0.5,0.5,0,0,0,387500,398000,386500,203328
19/10/29,1,400500,0,0.5,0.5,0,0,397500,402000,390000,215745
19/10/30,2,397000,0,0,0.5,0.5,0,401000,402000,388500,139063
19/10/31,3,398500,0,0,1,0,0,400000,403000,397000,110973
19/11/01,4,396000,0,0,0.5,0.5,0,397500,398500,390500,82728
19/11/04,0,401000,0,1,0,0,0,401000,401500,397500,87311
19/11/05,1,399500,0,0,1,0,0,402500,402500,399000,76609
19/11/06,2,399500,0,0,1,0,0,399500,402500,398500,58144
19/11/07,3,404500,0,1,0,0,0,401000,405000,400500,98668
19/11/08,4,390000,0,0,0,0.5,0.5,404500,405000,388500,124664
19/11/11,0,399500,0,1,0,0,0,388500,402000,388500,99605
19/11/12,1,398000,0,0,1,0,0,400000,400000,395000,47139
19/11/13,2,389500,0,0,0,1,0,397000,398000,389000,77768
19/11/14,3,395500,0,1,0,0,0,390500,398000,390500,54733
19/11/15,4,398000,0,0.5,0.5,0,0,393000,398000,393000,60635
19/11/18,0,402000,0,1,0,0,0,398000,403000,398000,94620
19/11/19,1,399000,0,0,0.5,0.5,0,403500,403500,396000,48691
19/11/20,2,399500,0,0,1,0,0,396500,401000,394000,70048
19/11/21,3,391000,0,0,0,1,0,399500,399500,384000,100365
19/11/22,4,385000,0,0,0,1,0,387500,391000,380500,82542
19/11/25,0,391000,0,1,0,0,0,389000,393000,386000,81180
19/11/26,1,389000,0,0,0.5,0.5,0,391000,394500,389000,100289
19/11/27,2,397000,0,1,0,0,0,393000,397500,386500,72185
19/11/28,3,399000,0,0,1,0,0,396000,400000,396000,68488
19/11/29,4,393500,0,0,0,1,0,401500,402500,393000,74067
19/12/02,0,390000,0,0,0.5,0.5,0,394000,398000,387000,64001
19/12/03,1,394000,0,1,0,0,0,386000,394000,385000,51493
19/12/04,2,391500,0,0,0.5,0.5,0,393500,395500,388500,60031
19/12/05,3,396000,0,1,0,0,0,391500,396000,385000,69626
19/12/06,4,395000,0,0,1,0,0,396500,397000,390000,86663
19/12/09,0,388000,0,0,0,1,0,391000,394000,385000,63355
19/12/10,1,390000,0,0.5,0.5,0,0,384000,391000,383000,43279
19/12/11,2,389000,0,0,1,0,0,391500,393500,387000,39782
19/12/12,3,390000,0,0,1,0,0,388500,392000,388000,93556
19/12/13,4,396000,0,1,0,0,0,393000,397000,392000,89107
19/12/16,0,395000,0,0,1,0,0,395000,399000,394000,68439
19/12/17,1,395000,0,0,1,0,0,394000,396000,392000,74299
19/12/18,2,394500,0,0,1,0,0,396000,397000,393500,75412
19/12/19,3,395500,0,0,1,0,0,394500,396500,393500,59475
19/12/20,4,396500,0,0,1,0,0,396000,397500,395500,75612
19/12/23,0,422500,1,0,0,0,0,398000,423500,397500,385044
19/12/24,1,417000,0,0,0,1,0,421500,433000,416000,171062
19/12/26,3,413500,0,0,0.5,0.5,0,420000,420000,413000,139723
19/12/27,4,429500,0.5,0.5,0,0,0,419000,438000,415000,222613
19/12/30,0,433000,0,0.5,0.5,0,0,430000,442000,428500,136848
20/01/02,3,428500,0,0,0,1,0,433000,439500,425500,108281
20/01/03,4,422000,0,0,0,1,0,431500,436500,418500,123810
20/01/06,0,412000,0,0,0,1,0,414500,416500,411000,99978
20/01/07,1,419000,0,1,0,0,0,415500,419500,411000,85655
20/01/08,2,408500,0,0,0,1,0,412500,415000,401000,151966
20/01/09,3,420000,0,1,0,0,0,417000,421500,416000,86176
20/01/10,4,436500,0.5,0.5,0,0,0,422000,439000,418000,184177
20/01/13,0,440500,0,0.5,0.5,0,0,439000,443500,435000,124102
20/01/14,1,435000,0,0,0,1,0,440500,442000,433000,105457
20/01/15,2,434500,0,0,1,0,0,433500,436500,430000,61351
20/01/16,3,436500,0,0,1,0,0,435000,439000,430500,69427
20/01/17,4,437000,0,0,1,0,0,436500,439000,432000,67353
20/01/20,0,438000,0,0,1,0,0,439000,442500,437500,66165
20/01/21,1,438000,0,0,1,0,0,439500,444500,437000,70311
20/01/22,2,452000,0.5,0.5,0,0,0,437000,454000,436500,179649
20/01/23,3,483000,1,0,0,0,0,469500,493000,458500,438529
20/01/28,1,494000,0,1,0,0,0,477000,499000,476000,320066
20/01/29,2,491000,0,0,0.5,0.5,0,495500,495500,485000,161493
20/01/30,3,495000,0,0.5,0.5,0,0,490500,500000,485000,161574
20/01/31,4,484500,0,0,0,1,0,495000,499500,484500,132195
20/02/03,0,479500,0,0,0,1,0,477000,484000,465000,193254
20/02/04,1,492500,0,1,0,0,0,483000,493000,482500,113472
20/02/05,2,490000,0,0,0.5,0.5,0,495500,499500,489000,95141
20/02/06,3,519000,1,0,0,0,0,497500,523000,494000,298254
20/02/07,4,519000,0,0,1,0,0,521000,524000,510000,125762
20/02/10,0,530000,0,1,0,0,0,519000,534000,511000,153016
20/02/11,1,528000,0,0,1,0,0,536000,542000,524000,170868
20/02/12,2,530000,0,0,1,0,0,528000,538000,525000,131478
20/02/13,3,530000,0,0,1,0,0,537000,537000,527000,111860
20/02/14,4,529000,0,0,1,0,0,530000,533000,528000,77388
20/02/17,0,519000,0,0,0,1,0,529000,529000,517000,145950
20/02/18,1,513000,0,0,0,1,0,514000,518000,510000,121475
20/02/19,2,505000,0,0,0,1,0,513000,517000,500000,175595
20/02/20,3,498500,0,0,0,1,0,507000,514000,495000,261309
20/02/21,4,486500,0,0,0,1,0,493000,494000,483000,214090
20/02/24,0,461000,0,0,0,0,1,470000,477500,461000,278895
20/02/25,1,479000,0.5,0.5,0,0,0,459000,479500,458000,246549
20/02/26,2,480000,0,0,1,0,0,468000,484500,467000,156734
20/02/27,3,480000,0,0,1,0,0,479000,484000,471000,166026
20/02/28,4,463500,0,0,0,0.5,0.5,473000,475000,455500,231859
20/03/02,0,467000,0,0.5,0.5,0,0,463000,472500,457500,149246
20/03/03,1,479500,0,1,0,0,0,479500,502000,476500,233926
20/03/04,2,489000,0,1,0,0,0,479500,491000,479000,140079
20/03/05,3,496500,0,1,0,0,0,498500,499000,490000,130398
20/03/06,4,491000,0,0,0,1,0,491000,494000,487500,93421
20/03/09,0,494000,0,0.5,0.5,0,0,484000,500000,483000,202109
20/03/10,1,496000,0,0,1,0,0,489000,497000,486000,156243
20/03/11,2,484000,0,0,0,1,0,507000,514000,476500,201904
20/03/12,3,483000,0,0,1,0,0,480000,489000,467000,244877
20/03/13,4,456500,0,0,0,0,1,465000,478000,420000,477093
20/03/16,0,430000,0,0,0,0,1,463000,474500,429500,218369
20/03/17,1,417500,0,0,0,1,0,410000,433000,409500,423614
20/03/18,2,400500,0,0,0,0.5,0.5,425500,427500,400500,276886
20/03/19,3,366000,0,0,0,0,1,410000,416000,352000,470624
20/03/20,4,430000,1,0,0,0,0,383500,451000,371500,586738
20/03/23,0,436000,0,1,0,0,0,406000,454500,405500,589740
20/03/24,1,476000,1,0,0,0,0,452500,492000,448000,509039
20/03/25,2,475000,0,0,1,0,0,492500,494000,462000,431318
20/03/26,3,456500,0,0,0,0.5,0.5,469500,475000,456000,324101
20/03/27,4,443000,0,0,0,1,0,467000,469000,436000,399994
20/03/30,0,450000,0,1,0,0,0,437000,452000,433500,216938
20/03/31,1,482000,1,0,0,0,0,455000,493000,448000,665621
20/04/01,2,452500,0,0,0,0,1,481000,486000,450500,313016
20/04/02,3,464500,0,1,0,0,0,451000,468000,449000,187474
20/04/03,4,467500,0,0.5,0.5,0,0,463500,478000,461000,220451
20/04/06,0,477000,0,1,0,0,0,474500,488000,473000,219399
20/04/07,1,482500,0,1,0,0,0,486000,486000,474000,177208
20/04/08,2,477500,0,0,0,1,0,482500,484500,477500,124190
20/04/09,3,478500,0,0,1,0,0,481500,483000,474000,125253
20/04/10,4,559000,1,0,0,0,0,500000,603000,494500,3037570
20/04/13,0,539000,0,0,0,0.5,0.5,570000,589000,540000,1184911
20/04/14,1,542000,0,0.5,0.5,0,0,542000,560000,529000,539127
20/04/16,3,540000,0,0,1,0,0,536000,553000,535000,297720
20/04/17,4,566000,0.5,0.5,0,0,0,553000,568000,531000,776987
20/04/20,0,566000,0,0,1,0,0,560000,576000,555000,472857
20/04/21,1,579000,0,1,0,0,0,568000,583000,557000,997287
20/04/22,2,580000,0,0,1,0,0,573000,594000,572000,625247
20/04/23,3,601000,0.5,0.5,0,0,0,581000,608000,576000,1028524
20/04/24,4,591000,0,0,0,1,0,598000,603000,588000,400836
20/04/27,0,588000,0,0,0.5,0.5,0,593000,596000,582000,176447
20/04/28,1,588000,0,0,1,0,0,589000,598000,583000,189318
20/04/29,2,581000,0,0,0,1,0,587000,589000,581000,157790
20/05/04,0,556000,0,0,0,0.5,0.5,566000,572000,555000,302753
20/05/06,2,575000,0.5,0.5,0,0,0,561000,578000,559000,204420
20/05/07,3,567000,0,0,0,1,0,571000,578000,566000,138941
20/05/08,4,588000,0.5,0.5,0,0,0,571000,599000,570000,438329
20/05/11,0,586000,0,0,1,0,0,592000,596000,581000,164802
20/05/12,1,592000,0,1,0,0,0,586000,593000,583000,188243
20/05/13,2,616000,0.5,0.5,0,0,0,589000,619000,588000,510468
20/05/14,3,612000,0,0,0.5,0.5,0,613000,614000,600000,190133
20/05/15,4,605000,0,0,0,1,0,616000,617000,601000,147881
20/05/18,0,597000,0,0,0,1,0,614000,626000,590000,218856
20/05/19,1,600000,0,0,1,0,0,608000,609000,592000,186947
20/05/20,2,600000,0,0,1,0,0,599000,603000,595000,101649
20/05/21,3,609000,0,1,0,0,0,601000,610000,594000,164932
20/05/22,4,618000,0,1,0,0,0,630000,640000,611000,397591
20/05/25,0,632000,0,1,0,0,0,619000,634000,616000,226644
20/05/26,1,645000,0,1,0,0,0,635000,645000,627000,233836
20/05/27,2,624000,0,0,0,0.5,0.5,645000,645000,623000,207579
20/05/28,3,611000,0,0,0,1,0,619000,627000,603000,223388
20/05/29,4,622000,0,1,0,0,0,616000,628000,613000,149536
20/06/01,0,629000,0,1,0,0,0,629000,632000,620000,118807
20/06/02,1,629000,0,0,1,0,0,626000,631000,621000,83476
20/06/03,2,626000,0,0,1,0,0,635000,638000,617000,185023
20/06/04,3,650000,0.5,0.5,0,0,0,626000,660000,617000,578811
20/06/05,4,665000,0,1,0,0,0,645000,678000,640000,326076
20/06/08,0,664000,0,0,1,0,0,667000,671000,646000,298766
20/06/09,1,676000,0,1,0,0,0,679000,690000,667000,296132
20/06/10,2,704000,0.5,0.5,0,0,0,679000,705000,676000,282781
20/06/11,3,747000,1,0,0,0,0,716000,770000,711000,593199
20/06/12,4,805000,1,0,0,0,0,719000,817000,718000,789465
20/06/15,0,808000,0,0,1,0,0,827000,863000,770000,846654
20/06/16,1,826000,0,1,0,0,0,846000,847000,808000,404083
20/06/17,2,824000,0,0,1,0,0,823000,834000,807000,278676
20/06/18,3,810000,0,0,0,1,0,824000,831000,807000,189462
20/06/19,4,801000,0,0,0,1,0,816000,816000,778000,349718
20/06/22,0,793000,0,0,0,1,0,795000,808000,785000,175790
20/06/23,1,802000,0,1,0,0,0,800000,816000,787000,292065
20/06/24,2,819000,0,1,0,0,0,834000,835000,813000,284743
20/06/25,3,815000,0,0,1,0,0,811000,833000,811000,163339
20/06/26,4,810000,0,0,0.5,0.5,0,821000,823000,793000,175138
20/06/29,0,784000,0,0,0,0.5,0.5,808000,809000,784000,174433
20/06/30,1,775000,0,0,0,1,0,784000,791000,765000,230619
20/07/01,2,752000,0,0,0,1,0,775000,784000,752000,225298
20/07/02,3,786000,0.5,0.5,0,0,0,764000,795000,763000,266716
20/07/03,4,771000,0,0,0,1,0,795000,796000,764000,225308
20/07/06,0,754000,0,0,0,1,0,765000,767000,745000,250485
20/07/07,1,751000,0,0,1,0,0,763000,767000,746000,253614
20/07/08,2,736000,0,0,0,1,0,747000,754000,726000,287658
20/07/09,3,741000,0,0.5,0.5,0,0,736000,752000,729000,204703
20/07/10,4,731000,0,0,0,1,0,748000,748000,725000,163506
20/07/13,0,730000,0,0,1,0,0,738000,738000,716000,179922
20/07/14,1,735000,0,0.5,0.5,0,0,733000,749000,724000,169708
20/07/15,2,749000,0,1,0,0,0,749000,750000,738000,167363
20/07/16,3,732000,0,0,0,1,0,750000,750000,732000,118279
20/07/17,4,743000,0,1,0,0,0,726000,744000,716000,148719
20/07/20,0,739000,0,0,0.5,0.5,0,744000,752000,735000,190729
20/07/21,1,750000,0,1,0,0,0,743000,752000,742000,167336
20/07/22,2,790000,1,0,0,0,0,757000,790000,744000,371837
20/07/23,3,775000,0,0,0,1,0,794000,797000,772000,200661
20/07/24,4,755000,0,0,0,1,0,768000,773000,755000,145328
20/07/27,0,754000,0,0,1,0,0,753000,765000,752000,93656
20/07/28,1,761000,0,0.5,0.5,0,0,764000,771000,760000,167728
20/07/29,2,741000,0,0,0,1,0,763000,763000,737000,191530
20/07/30,3,736000,0,0,0.5,0.5,0,735000,744000,724000,143504
20/07/31,4,733000,0,0,1,0,0,736000,745000,733000,95025
20/08/03,0,736000,0,0,1,0,0,728000,740000,717000,163725
20/08/04,1,735000,0,0,1,0,0,735000,746000,730000,108754
20/08/05,2,787000,1,0,0,0,0,746000,793000,740000,521095
20/08/06,3,778000,0,0,0,1,0,806000,811000,773000,286882
20/08/07,4,768000,0,0,0,1,0,783000,785000,762000,167220
20/08/10,0,771000,0,0,1,0,0,768000,781000,756000,177707
20/08/11,1,804000,0.5,0.5,0,0,0,793000,832000,783000,761446
20/08/12,2,843000,0.5,0.5,0,0,0,815000,854000,814000,760424
20/08/13,3,820000,0,0,0,1,0,837000,844000,809000,366305
20/08/14,4,800000,0,0,0,1,0,815000,830000,791000,216375
20/08/18,1,802000,0,0,1,0,0,800000,837000,795000,271955
20/08/19,2,809000,0,0.5,0.5,0,0,815000,828000,805000,150028
20/08/20,3,794000,0,0,0,1,0,800000,823000,792000,201445
20/08/21,4,799000,0,0.5,0.5,0,0,808000,809000,788000,143094
20/08/24,0,820000,0,1,0,0,0,800000,822000,799000,131478
20/08/25,1,815000,0,0,0.5,0.5,0,824000,826000,808000,104240
20/08/26,2,812000,0,0,1,0,0,812000,822000,807000,101158
20/08/27,3,801000,0,0,0,1,0,810000,812000,799000,132306
20/08/28,4,799000,0,0,1,0,0,808000,809000,795000,100079
20/08/31,0,778000,0,0,0,1,0,797000,799000,775000,233612
20/09/01,1,781000,0,0,1,0,0,775000,802000,775000,162447
20/09/02,2,770000,0,0,0,1,0,783000,786000,758000,188679
20/09/03,3,779000,0,1,0,0,0,768000,788000,765000,132075
20/09/04,4,773000,0,0,0.5,0.5,0,757000,774000,757000,124897
20/09/07,0,776000,0,0,1,0,0,773000,788000,767000,85511
20/09/08,1,774000,0,0,1,0,0,777000,781000,770000,71815
20/09/09,2,759000,0,0,0,1,0,764000,772000,756000,129170
20/09/10,3,764000,0,0.5,0.5,0,0,766000,767000,759000,84507
20/09/11,4,761000,0,0,1,0,0,758000,762000,755000,72604
20/09/14,0,763000,0,0,1,0,0,773000,773000,760000,77199
20/09/15,1,773000,0,1,0,0,0,766000,782000,761000,93709
20/09/16,2,776000,0,0,1,0,0,778000,780000,771000,79971
20/09/17,3,757000,0,0,0,1,0,773000,775000,757000,121310
20/09/18,4,758000,0,0,1,0,0,758000,762000,748000,64797
20/09/21,0,740000,0,0,0,1,0,755000,762000,735000,96630
20/09/22,1,731000,0,0,0,1,0,765000,772000,730000,174966
20/09/23,2,705000,0,0,0,0.5,0.5,732000,736000,698000,199488
20/09/24,3,673000,0,0,0,0.5,0.5,690000,698000,673000,186230
20/09/25,4,675000,0,0,1,0,0,674000,690000,665000,109274
20/09/28,0,685000,0,1,0,0,0,680000,690000,676000,59316
20/09/29,1,690000,0,0.5,0.5,0,0,690000,696000,685000,69147
20/10/05,0,685000,0,0,0.5,0.5,0,697000,701000,682000,69478
20/10/06,1,712000,0.5,0.5,0,0,0,688000,714000,687000,101544
20/10/07,2,721000,0,1,0,0,0,712000,726000,710000,87946
20/10/08,3,715000,0,0,0.5,0.5,0,725000,728000,712000,75344
20/10/12,0,719000,0,0.5,0.5,0,0,724000,724000,715000,54650
20/10/13,1,723000,0,0.5,0.5,0,0,719000,724000,718000,57458
20/10/14,2,707000,0,0,0,1,0,720000,720000,709000,64578
20/10/15,3,704000,0,0,1,0,0,713000,719000,704000,67044
20/10/16,4,687000,0,0,0,1,0,690000,699000,684000,113875
20/10/19,0,686000,0,0,1,0,0,692000,699000,688000,58832
20/10/20,1,682000,0,0,0.5,0.5,0,682000,689000,670000,81702
20/10/21,2,688000,0,0.5,0.5,0,0,683000,688000,677000,46859
20/10/22,3,658000,0,0,0,0.5,0.5,679000,684000,652000,186612
20/10/23,4,636000,0,0,0,0.5,0.5,659000,660000,631000,196988
20/10/26,0,630000,0,0,0.5,0.5,0,648000,661000,626000,189595
20/10/27,1,635000,0,0.5,0.5,0,0,630000,656000,624000,127882
20/10/28,2,637000,0,0,1,0,0,635000,643000,633000,55140
20/10/29,3,697000,1,0,0,0,0,630000,701000,630000,301106
20/10/30,4,682000,0,0,0,1,0,695000,712000,676000,251134
20/11/02,0,698000,0,1,0,0,0,691000,699000,682000,84738
20/11/03,1,699000,0,0,1,0,0,699000,707000,690000,97868
20/11/04,2,733000,0.5,0.5,0,0,0,709000,740000,707000,252251
20/11/05,3,781000,1,0,0,0,0,767000,787000,757000,447218
20/11/06,4,777000,0,0,0.5,0.5,0,781000,783000,767000,157305
20/11/09,0,761000,0,0,0,1,0,765000,774000,753000,263933
20/11/10,1,752000,0,0,0,1,0,777000,779000,750000,210011
20/11/11,2,761000,0,1,0,0,0,752000,767000,746000,117807
20/11/12,3,753000,0,0,0,1,0,761000,765000,753000,72329
20/11/13,4,757000,0,0.5,0.5,0,0,749000,766000,741000,82968
20/11/16,0,758000,0,0,1,0,0,763000,765000,753000,74377
20/11/17,1,774000,0,1,0,0,0,761000,777000,757000,202657
20/11/18,2,812000,0.5,0.5,0,0,0,787000,817000,785000,403958
20/11/19,3,808000,0,0,1,0,0,816000,826000,805000,183412
20/11/20,4,799000,0,0,0,1,0,807000,807000,792000,120173
20/11/23,0,804000,0,0.5,0.5,0,0,805000,814000,802000,102645
20/11/24,1,802000,0,0,1,0,0,806000,806000,792000,125177
20/11/25,2,803000,0,0,1,0,0,798000,833000,796000,233314
20/11/26,3,799000,0,0,0.5,0.5,0,807000,808000,797000,79921
20/11/27,4,799000,0,0,1,0,0,799000,807000,796000,88639
20/11/30,0,786000,0,0,0,1,0,805000,812000,786000,158509
20/12/01,1,793000,0,0.5,0.5,0,0,794000,799000,786000,76336
20/12/02,2,790000,0,0,1,0,0,796000,796000,777000,146554
20/12/03,3,805000,0,1,0,0,0,786000,805000,782000,143791
20/12/04,4,825000,0,1,0,0,0,802000,828000,798000,301856
20/12/07,0,880000,1,0,0,0,0,833000,880000,827000,507215
20/12/08,1,828000,0,0,0,0,1,872000,873000,828000,400980
20/12/09,2,822000,0,0,0.5,0.5,0,831000,838000,811000,193188
20/12/10,3,819000,0,0,1,0,0,809000,830000,804000,164234
20/12/11,4,820000,0,0,1,0,0,826000,828000,815000,86772
20/12/14,0,812000,0,0,0.5,0.5,0,818000,819000,810000,83466
20/12/15,1,800000,0,0,0,1,0,815000,815000,796000,115628
20/12/16,2,807000,0,0.5,0.5,0,0,801000,816000,794000,108007
20/12/17,3,804000,0,0,1,0,0,804000,805000,798000,69288
20/12/18,4,802000,0,0,1,0,0,804000,808000,800000,66994
20/12/21,0,823000,0,1,0,0,0,802000,828000,797000,187024
20/12/22,1,803000,0,0,0,1,0,824000,826000,800000,107220
20/12/23,2,796000,0,0,0.5,0.5,0,808000,810000,795000,119092
20/12/24,3,794000,0,0,1,0,0,798000,802000,788000,113354
20/12/28,0,789000,0,0,0.5,0.5,0,797000,805000,788000,190178
20/12/29,1,822000,0.5,0.5,0,0,0,808000,827000,798000,222705
20/12/30,2,826000,0,0,1,0,0,828000,833000,816000,150024
21/01/04,0,829000,0,0,1,0,0,819000,838000,804000,182864
21/01/05,1,832000,0,0,1,0,0,825000,834000,818000,119911
21/01/06,2,817000,0,0,0,1,0,828000,837000,816000,145873
21/01/07,3,819000,0,0,1,0,0,824000,824000,816000,116480
21/01/08,4,837000,0,1,0,0,0,821000,840000,815000,263860
21/01/11,0,846000,0,1,0,0,0,841000,883000,824000,560123
21/01/12,1,818000,0,0,0,0.5,0.5,847000,862000,806000,289113
21/01/13,2,830000,0,1,0,0,0,814000,832000,802000,207744
21/01/14,3,816000,0,0,0,1,0,828000,828000,810000,163631
21/01/15,4,804000,0,0,0,1,0,820000,824000,804000,142061
21/01/18,0,788000,0,0,0,1,0,793000,811000,786000,163860
21/01/19,1,796000,0,1,0,0,0,786000,807000,775000,137717
21/01/20,2,795000,0,0,1,0,0,800000,804000,786000,98277
21/01/21,3,796000,0,0,1,0,0,795000,802000,793000,85041
21/01/22,4,794000,0,0,1,0,0,799000,804000,789000,117646
21/01/25,0,790000,0,0,0.5,0.5,0,791000,798000,786000,117640
21/01/26,1,802000,0,1,0,0,0,795000,827000,793000,277731
21/01/27,2,849000,1,0,0,0,0,829000,852000,808000,652417
21/01/28,3,838000,0,0,0,1,0,830000,846000,816000,233243
21/01/29,4,793000,0,0,0,0,1,844000,844000,792000,276664
21/02/01,0,813000,0,1,0,0,0,801000,816000,795000,138666
21/02/02,1,826000,0,1,0,0,0,817000,829000,806000,136914
21/02/03,2,825000,0,0,1,0,0,832000,834000,813000,114009
21/02/04,3,813000,0,0,0,1,0,821000,822000,806000,97807
21/02/05,4,812000,0,0,1,0,0,813000,817000,806000,67117
21/02/08,0,804000,0,0,0.5,0.5,0,811000,819000,803000,67546
21/02/09,1,802000,0,0,1,0,0,805000,810000,802000,59434
21/02/10,2,799000,0,0,1,0,0,806000,807000,795000,82470
21/02/15,0,800000,0,0,1,0,0,804000,805000,799000,70396
21/02/16,1,796000,0,0,0.5,0.5,0,801000,803000,794000,88743
21/02/17,2,786000,0,0,0,1,0,793000,793000,778000,131486
21/02/18,3,783000,0,0,1,0,0,784000,794000,783000,62888
21/02/19,4,793000,0,1,0,0,0,785000,793000,779000,81612
21/02/22,0,780000,0,0,0,1,0,793000,794000,779000,77046
21/02/23,1,760000,0,0,0,1,0,773000,774000,755000,138304
21/02/24,2,747000,0,0,0,1,0,757000,770000,745000,125104
21/02/25,3,775000,0.5,0.5,0,0,0,754000,779000,748000,81593
21/02/26,4,750000,0,0,0,0.5,0.5,763000,764000,750000,124989
21/03/02,1,753000,0,0,1,0,0,757000,772000,748000,83482
21/03/03,2,761000,0,1,0,0,0,751000,761000,748000,56621
21/03/04,3,748000,0,0,0,1,0,750000,756000,747000,87883
21/03/05,4,719000,0,0,0,0.5,0.5,735000,739000,713000,140641
21/03/08,0,696000,0,0,0,0.5,0.5,723000,723000,695000,114589
21/03/09,1,687000,0,0,0,1,0,686000,702000,679000,170456
21/03/10,2,685000,0,0,1,0,0,699000,703000,685000,65475
21/03/11,3,715000,0.5,0.5,0,0,0,685000,721000,685000,110454
21/03/12,4,743000,0.5,0.5,0,0,0,725000,756000,724000,129033
21/03/15,0,735000,0,0,0,1,0,740000,742000,724000,59610
21/03/16,1,733000,0,0,1,0,0,750000,750000,733000,61599
21/03/17,2,719000,0,0,0,1,0,734000,735000,714000,78695
21/03/18,3,722000,0,0,1,0,0,729000,733000,722000,63699
21/03/19,4,708000,0,0,0,1,0,707000,717000,705000,71381
21/03/22,0,715000,0,0.5,0.5,0,0,715000,718000,706000,39471
21/03/23,1,713000,0,0,1,0,0,719000,732000,712000,62167
21/03/24,2,716000,0,0,1,0,0,705000,717000,705000,38877
