date,weekdate,LGE_RU,LGE_U,LGE_UC,LGE_D,LGE_RD,LGE_end,LGE_start,LGE_high,LGE_low,LGE_abount
18/09/03,0,76700,0,0,1,0,0,76800,78800,76600,924434
18/09/04,1,78100,0,1,0,0,0,77200,79200,77100,922362
18/09/05,2,76200,0,0,0,1,0,77800,78500,76100,873220
18/09/06,3,74400,0,0,0,1,0,75900,76200,74000,1144654
18/09/07,4,74300,0,0,1,0,0,74200,75100,73400,670262
18/09/10,0,73100,0,0,0,1,0,74200,74300,73000,858482
18/09/11,1,72800,0,0,1,0,0,73000,74300,72500,712081
18/09/12,2,72100,0,0,1,0,0,73200,73500,71900,852910
18/09/13,3,71500,0,0,1,0,0,72400,72800,71100,971252
18/09/14,4,72100,0,0,1,0,0,72100,72800,71700,809166
18/09/17,0,71900,0,0,1,0,0,72400,73200,71800,521629
18/09/18,1,69000,0,0,0,1,0,71200,71500,68400,2606048
18/09/19,2,68200,0,0,0,1,0,69400,69400,67900,1494446
18/09/20,3,69000,0,1,0,0,0,68300,70000,68200,1194328
18/09/21,4,69500,0,0,1,0,0,69600,70100,69100,760994
18/09/27,3,69600,0,0,1,0,0,69100,70100,68500,897762
18/09/28,4,71000,0,1,0,0,0,70000,71900,69900,1255496
18/10/01,0,71100,0,0,1,0,0,71000,71500,70200,558633
18/10/02,1,69900,0,0,0,1,0,70700,71300,69900,600630
18/10/04,3,69000,0,0,0,1,0,69700,70200,68400,681480
18/10/05,4,70500,0,1,0,0,0,68600,71200,68000,952571
18/10/08,0,67800,0,0,0,1,0,69600,69700,67800,922338
18/10/10,2,65200,0,0,0,1,0,67200,67300,65200,1103556
18/10/11,3,62300,0,0,0,1,0,62400,63900,61600,1441637
18/10/12,4,64400,0,1,0,0,0,62100,65100,62100,1114941
18/10/15,0,64300,0,0,1,0,0,64400,65500,63800,434965
18/10/16,1,63500,0,0,0,1,0,64300,65000,63400,508133
18/10/17,2,64600,0,1,0,0,0,64500,65800,64000,676861
18/10/18,3,64900,0,0,1,0,0,64700,66000,64400,499578
18/10/19,4,65700,0,1,0,0,0,64400,66000,63200,581306
18/10/22,0,65700,0,0,1,0,0,64600,66300,64600,354570
18/10/23,1,63600,0,0,0,1,0,65200,65300,63100,597221
18/10/24,2,64500,0,1,0,0,0,64200,64700,63500,543722
18/10/25,3,62700,0,0,0,1,0,62700,63400,61700,661062
18/10/26,4,61100,0,0,0,1,0,63100,63900,60500,920580
18/10/29,0,59400,0,0,0,1,0,60900,61900,59100,683052
18/10/30,1,61200,0,1,0,0,0,58800,61700,58800,811009
18/10/31,2,63300,0,1,0,0,0,61500,63800,61000,819823
18/11/01,3,66000,0,1,0,0,0,63700,66500,63400,1056023
18/11/02,4,67200,0,1,0,0,0,66600,67700,66200,792881
18/11/05,0,67600,0,0,1,0,0,67000,68000,66200,503725
18/11/06,1,68000,0,0,1,0,0,67600,68800,67100,497920
18/11/07,2,67300,0,0,0,1,0,68400,69200,66600,738870
18/11/08,3,69900,0,1,0,0,0,68800,70700,68300,1080894
18/11/09,4,71400,0,1,0,0,0,70000,72300,69700,1129981
18/11/12,0,71200,0,0,1,0,0,71000,72200,70000,631830
18/11/13,1,70200,0,0,0,1,0,70200,71400,68800,680494
18/11/14,2,69500,0,0,0,1,0,69600,71000,68700,527813
18/11/15,3,70300,0,1,0,0,0,69600,70400,68900,459559
18/11/16,4,71800,0,1,0,0,0,70900,72200,70300,690404
18/11/19,0,71600,0,0,1,0,0,72200,73100,71200,637905
18/11/20,1,70500,0,0,0,1,0,70800,71000,69600,563066
18/11/21,2,69700,0,0,0,1,0,69900,70300,69200,483426
18/11/22,3,69200,0,0,1,0,0,70500,70600,68200,561708
18/11/23,4,69400,0,0,1,0,0,69500,70100,68900,290959
18/11/26,0,71200,0,1,0,0,0,69500,71600,69400,658708
18/11/27,1,71800,0,0,1,0,0,71700,72300,71500,478157
18/11/28,2,72400,0,0,1,0,0,72100,72700,71800,479308
18/11/29,3,73800,0,1,0,0,0,73500,74600,73400,923966
18/11/30,4,72500,0,0,0,1,0,73800,74400,72000,768135
18/12/03,0,74400,0,1,0,0,0,74000,74500,73000,671484
18/12/04,1,73200,0,0,0,1,0,74200,74700,73100,514998
18/12/05,2,71700,0,0,0,1,0,72100,72600,71200,499091
18/12/06,3,68600,0,0,0,1,0,71300,71300,68000,1054851
18/12/07,4,66900,0,0,0,1,0,69400,69900,66700,1100511
18/12/10,0,65300,0,0,0,1,0,66300,67400,64800,806527
18/12/11,1,66700,0,1,0,0,0,65600,67100,65500,626998
18/12/12,2,67900,0,1,0,0,0,66600,68200,65600,681318
18/12/13,3,68200,0,0,1,0,0,68000,68800,67100,816888
18/12/14,4,67700,0,0,1,0,0,68300,68500,66300,517004
18/12/17,0,69100,0,1,0,0,0,67700,69200,66900,442744
18/12/18,1,66900,0,0,0,1,0,68200,68800,66800,627414
18/12/19,2,65300,0,0,0,1,0,66900,67500,65100,885616
18/12/20,3,62600,0,0,0,1,0,64500,64500,61800,1670644
18/12/21,4,62400,0,0,1,0,0,62000,62900,61800,829833
18/12/24,0,61800,0,0,1,0,0,62000,62400,61200,513348
18/12/26,2,61300,0,0,1,0,0,61000,61900,60600,453037
18/12/27,3,61900,0,0,1,0,0,62500,63300,61700,562848
18/12/28,4,62300,0,0,1,0,0,62300,63500,62100,464747
19/01/02,2,62800,0,0,1,0,0,63300,64200,62700,568844
19/01/03,3,62900,0,0,1,0,0,63100,64100,62100,604561
19/01/04,4,62200,0,0,0,1,0,63000,63400,61100,602100
19/01/07,0,64200,0,1,0,0,0,63100,64700,62700,660173
19/01/08,1,61900,0,0,0,1,0,63700,63700,61200,1338626
19/01/09,2,63200,0,1,0,0,0,61700,63700,61600,950285
19/01/10,3,65600,0,1,0,0,0,63100,66000,62700,1065551
19/01/11,4,66000,0,0,1,0,0,65700,66500,65200,601380
19/01/14,0,65900,0,0,1,0,0,66000,66400,65000,401456
19/01/15,1,65800,0,0,1,0,0,65600,66500,65300,560337
19/01/16,2,66500,0,1,0,0,0,66000,67600,66000,565004
19/01/17,3,66100,0,0,1,0,0,66800,67600,66000,467844
19/01/18,4,67000,0,1,0,0,0,66800,67300,66300,488762
19/01/21,0,66400,0,0,1,0,0,67700,68100,65800,614764
19/01/22,1,64500,0,0,0,1,0,66400,66900,64100,997141
19/01/23,2,65200,0,1,0,0,0,64400,65700,64300,587708
19/01/24,3,65200,0,0,1,0,0,65100,65800,64800,620651
19/01/25,4,69500,1,0,0,0,0,65200,69800,65200,1749374
19/01/28,0,67700,0,0,0,1,0,69600,70200,67600,809802
19/01/29,1,67400,0,0,1,0,0,67400,67400,66200,845170
19/01/30,2,67600,0,0,1,0,0,68000,68500,66800,825346
19/01/31,3,66600,0,0,0,1,0,68100,68400,66200,903199
19/02/01,4,65400,0,0,0,1,0,66300,66300,65200,1039069
19/02/07,3,65900,0,0,1,0,0,65900,66400,65300,663706
19/02/08,4,64800,0,0,0,1,0,65500,65700,64700,690327
19/02/11,0,69300,1,0,0,0,0,65000,69600,64900,1987125
19/02/12,1,71900,0,1,0,0,0,70300,72900,70300,2499697
19/02/13,2,72100,0,0,1,0,0,72700,73900,71900,1310740
19/02/14,3,72300,0,0,1,0,0,70500,73000,70500,799937
19/02/15,4,72000,0,0,1,0,0,72700,73000,71400,598744
19/02/18,0,72000,0,0,1,0,0,73200,73400,71100,585460
19/02/19,1,72300,0,0,1,0,0,72000,73000,71000,520978
19/02/20,2,72700,0,0,1,0,0,72400,73200,72300,503913
19/02/21,3,73000,0,0,1,0,0,72800,73500,72100,678067
19/02/22,4,73200,0,0,1,0,0,72900,73300,72100,534335
19/02/25,0,71300,0,0,0,1,0,73500,73600,70500,1097013
19/02/26,1,70500,0,0,0,1,0,71300,71700,70400,509895
19/02/27,2,72200,0,1,0,0,0,70500,72500,70000,782090
19/02/28,3,70500,0,0,0,1,0,72500,72500,70400,882603
19/03/04,0,71200,0,0,1,0,0,70800,71800,70800,474980
19/03/05,1,71300,0,0,1,0,0,70900,72000,70300,417224
19/03/06,2,74400,0,1,0,0,0,72300,74600,72300,1630920
19/03/07,3,75100,0,0,1,0,0,75200,76700,74200,1846111
19/03/08,4,73700,0,0,0,1,0,75000,76100,73300,734055
19/03/11,0,75300,0,1,0,0,0,74000,75900,73000,796316
19/03/12,1,74400,0,0,0,1,0,75700,76100,74200,642759
19/03/13,2,76300,0,1,0,0,0,74500,76300,74300,671827
19/03/14,3,77500,0,1,0,0,0,76600,78100,75800,1256548
19/03/15,4,77200,0,0,1,0,0,77600,78200,77000,922796
19/03/18,0,78200,0,1,0,0,0,78000,78800,77400,585035
19/03/19,1,76100,0,0,0,1,0,78100,78600,75300,874127
19/03/20,2,77400,0,1,0,0,0,76500,77500,76000,623145
19/03/21,3,74100,0,0,0,1,0,77400,77400,73800,1570980
19/03/22,4,76100,0,1,0,0,0,74100,76200,72800,1456647
19/03/25,0,73000,0,0,0,1,0,74900,75100,73000,806732
19/03/26,1,73300,0,0,1,0,0,73800,75100,73000,778354
19/03/27,2,73900,0,0,1,0,0,74000,74900,73800,511443
19/03/28,3,72200,0,0,0,1,0,73600,74300,71800,838816
19/03/29,4,75100,0,1,0,0,0,72500,75100,72500,1064758
19/04/01,0,76800,0,1,0,0,0,75500,76800,75100,626814
19/04/02,1,75900,0,0,0,1,0,77000,78100,75500,691913
19/04/03,2,76500,0,0,1,0,0,76000,77700,76000,887694
19/04/04,3,75600,0,0,0,1,0,77100,77100,75000,794535
19/04/05,4,75800,0,0,1,0,0,75600,77500,74500,1051488
19/04/08,0,76400,0,0,1,0,0,76500,77300,75500,763891
19/04/09,1,77600,0,1,0,0,0,77200,77900,76400,1049976
19/04/10,2,77200,0,0,1,0,0,77500,78400,76800,863213
19/04/11,3,77400,0,0,1,0,0,78000,78000,76800,603065
19/04/12,4,76000,0,0,0,1,0,77600,77800,75800,806869
19/04/15,0,76600,0,0,1,0,0,76600,77100,76000,630842
19/04/16,1,77900,0,1,0,0,0,76400,78000,76300,767127
19/04/17,2,75900,0,0,0,1,0,77900,78000,75700,996833
19/04/18,3,74000,0,0,0,1,0,75900,76500,73800,935012
19/04/19,4,73900,0,0,1,0,0,74600,74900,73600,451650
19/04/22,0,73500,0,0,1,0,0,74400,74500,73100,422266
19/04/23,1,74200,0,0,1,0,0,73000,74300,73000,456648
19/04/24,2,73700,0,0,1,0,0,75400,75400,73500,611885
19/04/25,3,77000,0,1,0,0,0,74200,77000,74100,1382565
19/04/26,4,74800,0,0,0,1,0,76200,76800,74500,666597
19/04/29,0,75900,0,1,0,0,0,75100,75900,74700,413655
19/04/30,1,75800,0,0,1,0,0,75900,76200,74700,476352
19/05/02,3,76800,0,1,0,0,0,75300,76900,75300,574899
19/05/03,4,76600,0,0,1,0,0,76500,77200,75900,409579
19/05/07,1,77000,0,0,1,0,0,75200,77400,75100,685250
19/05/08,2,76300,0,0,1,0,0,76300,77100,75900,469011
19/05/09,3,73300,0,0,0,1,0,76100,76500,73600,882026
19/05/10,4,72400,0,0,0,1,0,73300,74100,71700,889534
19/05/13,0,70400,0,0,0,1,0,72400,72500,70200,863415
19/05/14,1,71500,0,1,0,0,0,69800,72200,69700,675293
19/05/15,2,72500,0,1,0,0,0,71500,72800,71400,481239
19/05/16,3,71000,0,0,0,1,0,72500,73300,70300,797872
19/05/17,4,70500,0,0,1,0,0,71600,72700,70600,455147
19/05/21,1,73100,0,1,0,0,0,70000,74000,70000,570131
19/05/23,3,75300,0,1,0,0,0,74300,75700,73600,1020203
19/05/24,4,76300,0,1,0,0,0,75300,76900,75300,996814
19/05/27,0,76600,0,0,1,0,0,76000,77100,75500,534540
19/05/28,1,77500,0,1,0,0,0,76800,77800,76600,849444
19/05/29,2,77000,0,0,1,0,0,77300,77600,76000,566640
19/05/30,3,78400,0,1,0,0,0,77500,78400,77100,595073
19/05/31,4,78600,0,0,1,0,0,78400,79000,76900,964303
19/06/03,0,81000,0,1,0,0,0,78300,81000,77700,1199365
19/06/04,1,78600,0,0,0,1,0,81100,81200,78600,746768
19/06/05,2,77600,0,0,0,1,0,79400,79800,77300,686357
19/06/07,4,78300,0,0,1,0,0,78000,79300,77900,586903
19/06/10,0,77900,0,0,1,0,0,79100,79200,76500,788511
19/06/11,1,82600,1,0,0,0,0,79100,82600,78600,1765695
19/06/12,2,82000,0,0,1,0,0,82600,83400,81400,621262
19/06/13,3,81900,0,0,1,0,0,82500,82500,80500,616931
19/06/14,4,80700,0,0,0,1,0,81500,81700,79800,697659
19/06/17,0,80700,0,0,1,0,0,80500,82600,80400,511634
19/06/18,1,81300,0,0,1,0,0,81100,81600,80700,336762
19/06/19,2,80800,0,0,1,0,0,82000,82200,80000,600944
19/06/20,3,80500,0,0,1,0,0,80700,81500,80000,426167
19/06/21,4,80400,0,0,1,0,0,80500,81100,79800,479526
19/06/24,0,81300,0,1,0,0,0,81000,81300,80300,340793
19/06/25,1,80300,0,0,0,1,0,81200,81300,79600,399565
19/06/26,2,79300,0,0,0,1,0,79600,79900,78100,599410
19/06/27,3,79700,0,0,1,0,0,79500,80400,79100,494293
19/06/28,4,79300,0,0,1,0,0,79600,80500,78900,517996
19/07/01,0,76700,0,0,0,1,0,78400,78400,76300,1219190
19/07/02,1,77400,0,0,1,0,0,76900,77500,76500,559142
19/07/03,2,76300,0,0,0,1,0,77500,77800,76300,436849
19/07/04,3,76600,0,0,1,0,0,76700,77200,75700,264621
19/07/05,4,72600,0,0,0,0,1,76600,77200,72500,1835388
19/07/08,0,71500,0,0,0,1,0,71900,72100,70000,1088645
19/07/09,1,70600,0,0,0,1,0,71500,72000,70300,588749
19/07/10,2,70600,0,0,1,0,0,70500,71700,70500,733489
19/07/11,3,70600,0,0,1,0,0,70800,71400,69900,756217
19/07/12,4,70800,0,0,1,0,0,70800,71100,70400,390397
19/07/15,0,70300,0,0,1,0,0,70700,70800,69800,441059
19/07/16,1,70000,0,0,1,0,0,70300,70800,69500,568181
19/07/17,2,71100,0,1,0,0,0,70300,71500,70200,630890
19/07/18,3,69100,0,0,0,1,0,70800,71000,68700,1023088
19/07/19,4,70600,0,1,0,0,0,69700,70900,69300,582803
19/07/22,0,70700,0,0,1,0,0,70600,71300,70300,398652
19/07/23,1,70800,0,0,1,0,0,70800,71200,70600,362832
19/07/24,2,70000,0,0,0,1,0,70600,71000,69900,317197
19/07/25,3,69700,0,0,1,0,0,69800,70400,69300,458863
19/07/26,4,68600,0,0,0,1,0,69000,69600,68100,614213
19/07/29,0,68600,0,0,1,0,0,68300,69700,68000,377474
19/07/30,1,67500,0,0,0,1,0,68400,68700,67400,505505
19/07/31,2,65300,0,0,0,1,0,67100,67500,64600,1247381
19/08/01,3,64100,0,0,0,1,0,64100,65300,64000,676243
19/08/02,4,63600,0,0,1,0,0,63100,64900,62800,816748
19/08/05,0,61600,0,0,0,1,0,62800,63300,61600,806856
19/08/06,1,60200,0,0,0,1,0,59300,62200,59200,1042821
19/08/07,2,59600,0,0,0,1,0,60300,61100,59100,837509
19/08/08,3,59600,0,0,1,0,0,60300,60500,59600,864002
19/08/09,4,60300,0,1,0,0,0,60500,61500,60100,641409
19/08/12,0,60500,0,0,1,0,0,60600,60900,60100,350227
19/08/13,1,59800,0,0,0,1,0,60000,60500,59600,405225
19/08/14,2,60100,0,0,1,0,0,60500,60800,59800,513745
19/08/16,4,59900,0,0,1,0,0,59700,60000,58500,466335
19/08/19,0,60300,0,0,1,0,0,60300,60800,60100,306761
19/08/20,1,60800,0,0,1,0,0,60400,60900,60200,339259
19/08/21,2,60700,0,0,1,0,0,60600,60900,60100,369160
19/08/22,3,60600,0,0,1,0,0,60700,61500,60600,465946
19/08/23,4,60700,0,0,1,0,0,60600,61000,60000,300527
19/08/26,0,59500,0,0,0,1,0,59800,60000,59500,385090
19/08/27,1,59200,0,0,1,0,0,60000,60500,59100,611051
19/08/28,2,60300,0,1,0,0,0,59500,60500,59500,319818
19/08/29,3,59800,0,0,1,0,0,60500,60500,59500,245916
19/08/30,4,61300,0,1,0,0,0,60300,61800,60000,624060
19/09/02,0,61400,0,0,1,0,0,61100,61500,60700,253018
19/09/03,1,61700,0,0,1,0,0,61400,62000,60900,450012
19/09/04,2,62100,0,0,1,0,0,61300,62100,60700,385424
19/09/05,3,62300,0,0,1,0,0,62300,62600,61800,691827
19/09/06,4,62000,0,0,1,0,0,62700,62800,61900,299704
19/09/09,0,61300,0,0,0,1,0,61800,62000,61200,468845
19/09/10,1,64900,1,0,0,0,0,61300,65500,61300,1293106
19/09/11,2,64500,0,0,1,0,0,65000,65600,63700,1005230
19/09/16,0,66200,0,1,0,0,0,65700,66500,65000,935319
19/09/17,1,65600,0,0,1,0,0,65400,65800,65000,495985
19/09/18,2,66100,0,0,1,0,0,65800,66900,65400,454311
19/09/19,3,65200,0,0,0,1,0,66600,66700,64800,582024
19/09/20,4,65900,0,1,0,0,0,65200,65900,64800,499133
19/09/23,0,65100,0,0,0,1,0,65800,65800,65000,348446
19/09/24,1,66800,0,1,0,0,0,64800,67200,64800,676438
19/09/25,2,66200,0,0,1,0,0,66400,66900,65800,330788
19/09/26,3,67100,0,1,0,0,0,66600,68100,66500,579805
19/09/27,4,66700,0,0,1,0,0,67300,67300,66200,293599
19/09/30,0,67400,0,1,0,0,0,66300,67600,66000,364683
19/10/01,1,66500,0,0,0,1,0,67200,67300,66200,488507
19/10/02,2,66300,0,0,1,0,0,66500,66900,66000,394430
19/10/04,4,66400,0,0,1,0,0,66100,66900,65800,352541
19/10/07,0,69400,0,1,0,0,0,66400,69700,66400,955986
19/10/08,1,68300,0,0,0,1,0,69600,69600,67900,894099
19/10/10,3,68300,0,0,1,0,0,67900,69000,67800,808616
19/10/11,4,68800,0,0,1,0,0,69100,69500,68700,374565
19/10/14,0,68900,0,0,1,0,0,69600,70100,68800,360306
19/10/15,1,69500,0,0,1,0,0,68900,69600,68800,442758
19/10/16,2,70300,0,1,0,0,0,70000,70300,69700,392730
19/10/17,3,68800,0,0,0,1,0,70300,70300,68300,541697
19/10/18,4,68800,0,0,1,0,0,68600,69500,68400,293636
19/10/21,0,69100,0,0,1,0,0,69300,69400,68700,208431
19/10/22,1,69400,0,0,1,0,0,69100,69700,69100,283529
19/10/23,2,68600,0,0,0,1,0,69200,69400,68400,290288
19/10/24,3,69000,0,0,1,0,0,68800,69200,68000,327266
19/10/25,4,68200,0,0,0,1,0,68600,69100,67600,415169
19/10/28,0,68800,0,0,1,0,0,68700,69200,68400,204867
19/10/29,1,69000,0,0,1,0,0,69400,69600,68800,307860
19/10/30,2,68500,0,0,1,0,0,69300,69600,68200,332728
19/10/31,3,66900,0,0,0,1,0,68800,69600,66600,1094750
19/11/01,4,67200,0,0,1,0,0,66800,67400,66100,404075
19/11/04,0,67100,0,0,1,0,0,67700,67800,67100,450676
19/11/05,1,68300,0,1,0,0,0,67200,68400,67200,549499
19/11/06,2,68700,0,0,1,0,0,68500,69000,68200,417686
19/11/07,3,69100,0,0,1,0,0,68600,69400,68200,427382
19/11/08,4,69400,0,0,1,0,0,69300,69800,68800,353530
19/11/11,0,69300,0,0,1,0,0,69400,69600,68600,278287
19/11/12,1,69000,0,0,1,0,0,69400,69900,68600,311635
19/11/13,2,68800,0,0,1,0,0,69000,69000,67900,366473
19/11/14,3,69000,0,0,1,0,0,68200,69200,68200,305427
19/11/15,4,70500,0,1,0,0,0,69000,70700,69000,728818
19/11/18,0,71500,0,1,0,0,0,70700,72200,70400,609015
19/11/19,1,71900,0,0,1,0,0,71200,72500,70900,538536
19/11/20,2,70900,0,0,0,1,0,71500,71800,70300,479826
19/11/21,3,70400,0,0,1,0,0,70700,71300,69700,475086
19/11/22,4,70100,0,0,1,0,0,70200,70600,69500,267673
19/11/25,0,71400,0,1,0,0,0,70500,71400,70200,380355
19/11/26,1,70900,0,0,1,0,0,71400,71900,70900,697121
19/11/27,2,71500,0,0,1,0,0,71500,72000,71000,292977
19/11/28,3,71000,0,0,1,0,0,71400,71600,70200,259491
19/11/29,4,69900,0,0,0,1,0,71200,71200,69700,350465
19/12/02,0,70300,0,0,1,0,0,70000,70400,69800,237237
19/12/03,1,70500,0,0,1,0,0,69800,70500,69400,217447
19/12/04,2,70000,0,0,1,0,0,69600,70100,69400,294889
19/12/05,3,70000,0,0,1,0,0,70200,70600,69300,295956
19/12/06,4,70200,0,0,1,0,0,69700,70200,69500,272392
19/12/09,0,69100,0,0,0,1,0,70400,70500,68700,436982
19/12/10,1,71200,0,1,0,0,0,69300,71200,69200,575566
19/12/11,2,71200,0,0,1,0,0,71400,71500,70400,339949
19/12/12,3,71700,0,0,1,0,0,71200,72100,71000,979009
19/12/13,4,72200,0,0,1,0,0,72500,72800,72100,405472
19/12/16,0,72000,0,0,1,0,0,72200,72400,71700,271523
19/12/17,1,72400,0,0,1,0,0,72200,73100,72100,455261
19/12/18,2,72500,0,0,1,0,0,72400,72900,71700,399504
19/12/19,3,72500,0,0,1,0,0,72200,72600,71800,302037
19/12/20,4,72500,0,0,1,0,0,72700,72700,71600,403031
19/12/23,0,72500,0,0,1,0,0,72600,72600,71900,257344
19/12/24,1,71900,0,0,1,0,0,72500,72700,71900,220741
19/12/26,3,71300,0,0,1,0,0,72000,72200,71200,372424
19/12/27,4,71800,0,0,1,0,0,71300,72100,71100,498244
19/12/30,0,72100,0,0,1,0,0,71800,72200,71600,283273
20/01/02,3,71000,0,0,0,1,0,71800,72100,71000,284758
20/01/03,4,71100,0,0,1,0,0,71400,71900,70800,369493
20/01/06,0,69900,0,0,0,1,0,70300,70500,69600,337026
20/01/07,1,70300,0,0,1,0,0,69800,70600,69800,265311
20/01/08,2,67500,0,0,0,1,0,70300,70300,67000,937438
20/01/09,3,66600,0,0,0,1,0,68100,68300,66100,1565867
20/01/10,4,66800,0,0,1,0,0,67000,67500,66400,797710
20/01/13,0,66600,0,0,1,0,0,66900,67000,66200,600906
20/01/14,1,68300,0,1,0,0,0,67200,69400,67100,1081428
20/01/15,2,69600,0,1,0,0,0,68800,70000,68600,698052
20/01/16,3,69900,0,0,1,0,0,69800,70000,68900,440562
20/01/17,4,69200,0,0,0,1,0,69800,70200,68900,464204
20/01/20,0,71200,0,1,0,0,0,69600,71700,69400,894609
20/01/21,1,70100,0,0,0,1,0,71400,71600,70100,379059
20/01/22,2,70400,0,0,1,0,0,69800,70500,68600,546215
20/01/23,3,69000,0,0,0,1,0,69600,69700,68600,604024
20/01/28,1,67100,0,0,0,1,0,66600,67500,66600,729302
20/01/29,2,67200,0,0,1,0,0,67100,68000,66900,585990
20/01/30,3,67200,0,0,1,0,0,67000,67800,66900,549972
20/01/31,4,65900,0,0,0,1,0,67200,67600,65800,697360
20/02/03,0,64900,0,0,0,1,0,65400,65600,64100,797729
20/02/04,1,65100,0,0,1,0,0,64400,65400,64400,716163
20/02/05,2,65200,0,0,1,0,0,65600,65700,64800,657342
20/02/06,3,66800,0,1,0,0,0,65600,67000,65500,635295
20/02/07,4,67300,0,0,1,0,0,66700,67400,66500,519466
20/02/10,0,67000,0,0,1,0,0,67000,67000,66100,364246
20/02/11,1,67200,0,0,1,0,0,67500,67600,66800,462160
20/02/12,2,67900,0,1,0,0,0,67000,68300,67000,487071
20/02/13,3,67100,0,0,0,1,0,68200,68400,67000,699540
20/02/14,4,67000,0,0,1,0,0,67200,67600,66700,354348
20/02/17,0,67000,0,0,1,0,0,66900,67300,66000,560384
20/02/18,1,68900,0,1,0,0,0,67900,70000,67700,1338368
20/02/19,2,68800,0,0,1,0,0,69300,69400,68000,636116
20/02/20,3,67200,0,0,0,1,0,68700,69000,66700,677402
20/02/21,4,66100,0,0,0,1,0,66000,67000,65800,531902
20/02/24,0,63300,0,0,0,1,0,64800,65000,63100,874557
20/02/25,1,63000,0,0,1,0,0,62200,63500,62100,956415
20/02/26,2,63300,0,0,1,0,0,62100,63700,61500,607215
20/02/27,3,62400,0,0,0,1,0,63000,63600,62000,524379
20/02/28,4,60400,0,0,0,1,0,61400,61700,60000,932828
20/03/02,0,60100,0,0,1,0,0,60300,61200,59600,711979
20/03/03,1,60200,0,0,1,0,0,61500,61700,60000,587763
20/03/04,2,60600,0,0,1,0,0,60100,61200,60100,520867
20/03/05,3,61500,0,1,0,0,0,61300,61900,60800,573595
20/03/06,4,60300,0,0,0,1,0,60900,61100,60200,542438
20/03/09,0,57800,0,0,0,1,0,59000,59300,57500,1001568
20/03/10,1,60000,0,1,0,0,0,58800,61400,58400,1500440
20/03/11,2,59000,0,0,0,1,0,60000,61000,58100,938290
20/03/12,3,55500,0,0,0,0,1,58900,58900,55000,1649095
20/03/13,4,52500,0,0,0,0,1,51100,54500,50600,1968749
20/03/16,0,50400,0,0,0,1,0,53100,54200,50400,948845
20/03/17,1,49450,0,0,0,1,0,48000,52000,48000,1004008
20/03/18,2,48000,0,0,0,1,0,50200,50800,47700,886739
20/03/19,3,43650,0,0,0,0,1,48900,49600,43650,1601945
20/03/20,4,45100,0,1,0,0,0,44600,45700,43550,1539670
20/03/23,0,41850,0,0,0,0,1,42350,42850,41600,1186795
20/03/24,1,44400,1,0,0,0,0,42700,44450,42200,1316623
20/03/25,2,48500,1,0,0,0,0,48400,48850,46800,1506779
20/03/26,3,49000,0,1,0,0,0,49450,51300,48600,1377158
20/03/27,4,49400,0,0,1,0,0,51300,51500,48000,1110394
20/03/30,0,48500,0,0,0,1,0,48400,49200,47100,937027
20/03/31,1,48200,0,0,1,0,0,49100,49500,47600,1106424
20/04/01,2,48100,0,0,1,0,0,48250,50800,47850,1298461
20/04/02,3,49300,0,1,0,0,0,49100,50000,48500,1071663
20/04/03,4,49850,0,1,0,0,0,50100,51200,49200,963015
20/04/06,0,51100,0,1,0,0,0,50400,51100,49900,868309
20/04/07,1,54500,1,0,0,0,0,52500,55600,50900,2123508
20/04/08,2,53300,0,0,0,1,0,54800,54800,53300,1593974
20/04/09,3,54200,0,1,0,0,0,54200,54300,53300,926771
20/04/10,4,53800,0,0,1,0,0,54100,54100,53300,687486
20/04/13,0,53200,0,0,0,1,0,53800,54100,52800,626957
20/04/14,1,53600,0,0,1,0,0,53600,53900,53000,922591
20/04/16,3,53500,0,0,1,0,0,53100,53600,52500,788724
20/04/17,4,54500,0,1,0,0,0,54300,55900,53900,1414373
20/04/20,0,53800,0,0,0,1,0,54700,54800,53500,809110
20/04/21,1,52600,0,0,0,1,0,53400,53500,51700,1029388
20/04/22,2,52400,0,0,1,0,0,52000,52400,51300,727548
20/04/23,3,53300,0,1,0,0,0,52700,53500,52500,702412
20/04/24,4,52600,0,0,0,1,0,52800,53200,52300,529035
20/04/27,0,53400,0,1,0,0,0,52800,53800,52700,561740
20/04/28,1,53600,0,0,1,0,0,53800,54500,53100,712240
20/04/29,2,54900,0,1,0,0,0,53900,55100,53600,1017067
20/05/04,0,55200,0,0,1,0,0,54000,55800,53400,1119161
20/05/06,2,55500,0,0,1,0,0,56300,56400,55200,805783
20/05/07,3,54700,0,0,0,1,0,55100,55100,54100,754248
20/05/08,4,55200,0,0,1,0,0,55000,55500,54900,632501
20/05/11,0,54500,0,0,0,1,0,55400,55700,54300,536547
20/05/12,1,54500,0,0,1,0,0,54600,55400,54000,707739
20/05/13,2,55000,0,0,1,0,0,53800,55000,53600,577061
20/05/14,3,54200,0,0,0,1,0,54500,54900,53900,593689
20/05/15,4,54400,0,0,1,0,0,54200,54500,53400,504474
20/05/18,0,56400,0,1,0,0,0,54800,56400,54400,1005066
20/05/19,1,58200,0,1,0,0,0,57800,58600,57200,1138915
20/05/20,2,58000,0,0,1,0,0,57700,58000,57100,552137
20/05/21,3,57200,0,0,0,1,0,58000,58300,57000,709139
20/05/22,4,56300,0,0,0,1,0,57200,57300,55900,518452
20/05/25,0,56100,0,0,1,0,0,56600,56600,55400,478311
