date,weekdate,NAVER_end,NAVER_dpp,NAVER_start,NAVER_high,NAVER_low,NAVER_abount
19/06/25,1,114500,0.88,114000,116000,113000,473961
19/06/26,2,115500,0.87,114500,116500,114000,300077
19/06/27,3,115000,-0.43,115500,116000,113000,375582
19/06/28,4,114000,-0.87,114500,115500,112500,267404
19/07/01,0,114500,0.44,114500,115500,114000,306736
19/07/02,1,115000,0.44,114000,115500,112000,273980
19/07/03,2,117500,2.17,116000,118500,115000,408701
19/07/04,3,118000,0.43,116000,119500,116000,355658
19/07/05,4,121000,2.54,118500,121500,118500,409700
19/07/08,0,118500,-2.07,120500,121000,118000,306897
19/07/09,1,115500,-2.53,118000,120000,115000,460058
19/07/10,2,115500,0.00,116500,119000,115500,267438
19/07/11,3,117000,1.30,115500,118000,115500,293389
19/07/12,4,117000,0.00,117000,118500,116500,160685
19/07/15,0,118000,0.85,118000,120000,116500,263893
19/07/16,1,120000,1.69,119000,120500,117500,391260
19/07/17,2,119000,-0.83,120000,120000,118000,205316
19/07/18,3,120500,1.26,118500,122000,118500,267715
19/07/19,4,122500,1.66,121000,123000,121000,445122
19/07/22,0,121000,-1.22,122000,122500,120500,346897
19/07/23,1,122500,1.24,122500,123000,122000,358255
19/07/24,2,123500,0.82,122500,124500,122500,606769
19/07/25,3,134000,8.50,125500,134500,125000,1635774
19/07/26,4,141000,5.22,137500,142000,136500,1440686
19/07/29,0,138500,-1.77,139500,141000,137000,583629
19/07/30,1,138500,0.00,140000,140500,136500,364674
19/07/31,2,138000,-0.36,139000,139500,136000,361525
19/08/01,3,140500,1.81,139500,141500,138500,460049
19/08/02,4,142000,1.07,139000,142500,138500,484009
19/08/05,0,138000,-2.82,141000,142000,135500,733982
19/08/06,1,138500,0.36,134000,140000,132000,610095
19/08/07,2,137500,-0.72,139000,139500,136000,336416
19/08/08,3,140000,1.82,139500,142000,136500,496443
19/08/09,4,142500,1.79,142000,145000,140500,368133
19/08/12,0,140500,-1.40,142500,144500,140500,217292
19/08/13,1,142500,1.42,139000,144500,138500,352863
19/08/14,2,139000,-2.46,142500,143000,138500,433070
19/08/16,4,139500,0.36,138500,140500,137500,351686
19/08/19,0,139000,-0.36,139000,141000,138000,487500
19/08/20,1,145500,4.68,139000,145500,139000,556246
19/08/21,2,147500,1.37,144500,148500,142500,514109
19/08/22,3,148000,0.34,148000,150500,147500,499537
19/08/23,4,148500,0.34,149000,149000,145500,491690
19/08/26,0,143500,-3.37,145500,147000,143000,423695
19/08/27,1,146500,2.09,144000,147500,141500,904199
19/08/28,2,146500,0.00,146500,147500,144500,309159
19/08/29,3,145000,-1.02,146500,146500,143500,408164
19/08/30,4,146500,1.03,146000,149000,144500,424498
19/09/02,0,150000,2.39,156000,156000,147500,371788
19/09/03,1,150500,0.33,151500,151500,149000,308863
19/09/04,2,151000,0.33,149500,151000,149000,351494
19/09/05,3,147000,-2.65,150000,151000,145000,548033
19/09/06,4,149500,1.70,146000,150000,145500,223250
19/09/09,0,153000,2.34,149500,154000,148500,464232
19/09/10,1,150500,-1.63,153000,153000,150000,297053
19/09/11,2,153500,1.99,150500,154000,150000,738431
19/09/16,0,154500,0.65,154500,156500,153500,449618
19/09/17,1,155000,0.32,153000,155500,153000,304106
19/09/18,2,159000,2.58,156000,159500,155500,465208
19/09/19,3,157500,-0.94,157000,158000,156000,377446
19/09/20,4,157000,-0.32,156000,158000,156000,390181
19/09/23,0,157000,0.00,157500,158000,155500,204570
19/09/24,1,158000,0.64,157000,158500,155500,195994
19/09/25,2,158000,0.00,155500,159000,155500,274586
19/09/26,3,158000,0.00,157500,159000,156500,313084
19/09/27,4,156000,-1.27,158500,158500,154500,241249
19/09/30,0,157000,0.64,155000,157500,154500,313910
19/10/01,1,160000,1.91,157500,160000,157000,260668
19/10/02,2,157000,-1.88,159000,160000,156500,203708
19/10/04,4,150500,-4.14,155500,159000,148500,602642
19/10/07,0,153000,1.66,150500,153500,150000,387749
19/10/08,1,153500,0.33,154500,154500,151500,250805
19/10/10,3,153500,0.00,151500,155500,150500,404228
19/10/11,4,156000,1.63,156500,157000,153500,216730
19/10/14,0,156000,0.00,156000,156500,153500,246407
19/10/15,1,151500,-2.88,156500,156500,150500,297569
19/10/16,2,154500,1.98,151500,155000,151000,280882
19/10/17,3,153000,-0.97,155000,156500,152000,280276
19/10/18,4,150500,-1.63,151500,153500,150000,245740
19/10/21,0,152000,1.00,151500,153500,149000,245735
19/10/22,1,154000,1.32,150500,154500,150500,360102
19/10/23,2,152500,-0.97,152000,153500,151500,226744
19/10/24,3,153000,0.33,151500,153000,150500,224666
19/10/25,4,152500,-0.33,151000,153500,151000,162510
19/10/28,0,157000,2.95,152500,158000,152500,335238
19/10/29,1,153000,-2.55,157500,158000,152000,321007
19/10/30,2,154500,0.98,152000,154500,151500,290658
19/10/31,3,164000,6.15,159000,167000,157500,1409619
19/11/01,4,167000,1.83,166000,168500,164000,720358
19/11/04,0,164500,-1.50,165500,167000,162000,455199
19/11/05,1,161500,-1.82,164000,164500,159500,662116
19/11/06,2,161500,0.00,161500,164000,160500,332755
19/11/07,3,165500,2.48,162000,166500,161000,390866
19/11/08,4,163500,-1.21,165000,165000,162000,306968
19/11/11,0,163000,-0.31,163500,165000,162500,231149
19/11/12,1,162000,-0.61,164000,164000,160000,236652
19/11/13,2,158000,-2.47,158500,159000,156000,500221
19/11/14,3,180000,13.92,170000,180000,169500,2042648
19/11/15,4,173500,-3.61,177000,179000,173000,886846
19/11/18,0,178500,2.88,177500,181500,172500,876975
19/11/19,1,170500,-4.48,174500,176000,169500,1055749
19/11/20,2,169500,-0.59,170500,174000,168000,602206
19/11/21,3,170000,0.29,169000,172500,168000,543754
19/11/22,4,167500,-1.47,169500,171000,165500,481529
19/11/25,0,174000,3.88,168000,174500,167000,490795
19/11/26,1,173000,-0.57,173500,175500,171500,774461
19/11/27,2,172500,-0.29,175000,175500,172000,299949
19/11/28,3,173000,0.29,172500,174500,170000,252885
19/11/29,4,172000,-0.58,173000,173500,168500,349615
19/12/02,0,171500,-0.29,172500,175000,170000,275601
19/12/03,1,172000,0.29,170500,173500,168500,245675
19/12/04,2,174500,1.45,172000,175500,171000,228851
19/12/05,3,170500,-2.29,173000,174000,170000,271499
19/12/06,4,174000,2.05,172000,174500,170500,208849
19/12/09,0,175000,0.57,174000,175500,173000,271990
19/12/10,1,174500,-0.29,174500,175500,173000,215711
19/12/11,2,174000,-0.29,175000,175500,173500,200711
19/12/12,3,175500,0.86,174500,176500,173000,609714
19/12/13,4,175500,0.00,177500,177500,173000,317833
19/12/16,0,179500,2.28,175000,180000,174000,335819
19/12/17,1,180500,0.56,180000,181000,178000,370752
19/12/18,2,178500,-1.11,180000,180000,175000,310567
19/12/19,3,179000,0.28,175000,179500,175000,296857
19/12/20,4,183500,2.51,180000,187000,179500,560761
19/12/23,0,184000,0.27,185000,185500,182000,250256
19/12/24,1,182000,-1.09,184000,184000,179000,193440
19/12/26,3,180500,-0.82,181500,183000,179000,173426
19/12/27,4,183500,1.66,182000,185000,179000,323473
19/12/30,0,186500,1.63,183500,190000,183500,376541
20/01/02,3,182500,-2.14,187500,188000,182000,300640
20/01/03,4,181500,-0.55,185000,186000,180500,454492
20/01/06,0,180500,-0.55,180000,182000,178000,287970
20/01/07,1,187000,3.60,182500,187000,181500,328624
20/01/08,2,183000,-2.14,182000,183500,179000,820867
20/01/09,3,186000,1.64,183500,186500,183500,531355
20/01/10,4,188000,1.08,185000,188000,184000,398739
20/01/13,0,188000,0.00,187500,188500,186000,337749
20/01/14,1,190500,1.33,188000,194500,188000,501286
20/01/15,2,191500,0.52,189500,192000,188500,323778
20/01/16,3,191500,0.00,190000,192500,189000,245107
20/01/17,4,191000,-0.26,190500,192500,189500,286019
20/01/20,0,187500,-1.83,190000,190500,187000,454733
20/01/21,1,182000,-2.93,187500,189500,181000,547678
20/01/22,2,186000,2.20,185000,190000,184500,429852
20/01/23,3,183000,-1.61,185000,185500,181500,375929
20/01/28,1,178500,-2.46,182000,184500,178000,476253
20/01/29,2,180000,0.84,183000,183500,180000,434897
20/01/30,3,180000,0.00,179500,183000,175000,772160
20/01/31,4,179500,-0.28,180000,180500,177500,537062
20/02/03,0,177500,-1.11,178000,180500,176000,485913
20/02/04,1,180500,1.69,177500,181500,175000,563463
20/02/05,2,181500,0.55,181000,183500,178500,653809
20/02/06,3,181500,0.00,182500,183500,180500,659850
20/02/07,4,185000,1.93,181500,188500,181000,728633
20/02/10,0,183500,-0.81,182500,184000,180500,433051
20/02/11,1,184500,0.54,183500,185000,183000,400386
20/02/12,2,185000,0.27,183000,185000,181500,351892
20/02/13,3,184500,-0.27,184000,185000,183000,555923
20/02/14,4,186500,1.08,184000,187500,184000,659429
20/02/17,0,188500,1.07,184500,189000,184500,312407
20/02/18,1,186500,-1.06,186500,188500,185500,345642
20/02/19,2,189500,1.61,188000,191000,185000,560743
20/02/20,3,190000,0.26,189500,191500,187500,427402
20/02/21,4,189500,-0.26,187500,191000,187000,434019
20/02/24,0,184000,-2.90,185500,187500,183500,567036
20/02/25,1,190500,3.53,184000,191000,183500,704859
20/02/26,2,187000,-1.84,189500,190000,186500,494066
20/02/27,3,182000,-2.67,185000,187000,179000,535696
20/02/28,4,174000,-4.40,179000,180000,172000,830654
20/03/02,0,175000,0.57,175000,177000,172500,659376
20/03/03,1,175000,0.00,179000,180000,174000,544379
20/03/04,2,178500,2.00,174500,179500,173000,450252
20/03/05,3,181000,1.40,180500,181000,178500,483840
20/03/06,4,179500,-0.83,179500,181000,177500,293897
20/03/09,0,168000,-6.41,174500,174500,167500,668089
20/03/10,1,172000,2.38,168000,176000,165000,666532
20/03/11,2,170000,-1.16,172000,174000,167500,483822
20/03/12,3,166500,-2.06,170000,170000,161000,980814
20/03/13,4,166000,-0.30,151000,168000,149500,1242510
20/03/16,0,155000,-6.63,166000,166500,155000,812823
20/03/17,1,151000,-2.58,147500,155500,147000,979243
20/03/18,2,146000,-3.31,152500,156000,146000,666723
20/03/19,3,144000,-1.37,150000,151500,135000,1154230
20/03/20,4,154000,6.94,147500,156500,146000,997895
20/03/23,0,143000,-7.14,141500,149500,140000,1033851
20/03/24,1,156000,9.09,151500,157000,148000,960786
20/03/25,2,156000,0.00,160500,163000,152000,1039579
20/03/26,3,152500,-2.24,156000,158000,149500,988725
20/03/27,4,164000,7.54,161500,164500,158500,1217815
20/03/30,0,162500,-0.91,160000,165000,159000,630830
20/03/31,1,170000,4.62,163500,171000,163500,858165
20/04/01,2,163000,-4.12,166500,171000,163000,720283
20/04/02,3,173500,6.44,166500,175000,164500,1086863
20/04/03,4,172000,-0.86,170000,172500,168000,663454
20/04/06,0,173000,0.58,173500,176000,170500,655547
20/04/07,1,169500,-2.02,174000,174500,167500,873091
20/04/08,2,166500,-1.77,169000,169500,166500,588577
20/04/09,3,167500,0.60,168500,169000,165000,682921
20/04/10,4,166500,-0.60,166000,167000,164000,483720
20/04/13,0,166000,-0.30,164500,168000,162500,413768
20/04/14,1,168500,1.51,168000,170000,166500,520725
20/04/16,3,170500,1.19,168000,172500,167500,841066
20/04/17,4,179000,4.99,175500,180000,173500,900031
20/04/20,0,180000,0.56,181000,182000,179000,663723
20/04/21,1,178500,-0.83,180500,181500,173500,759150
20/04/22,2,182000,1.96,175000,182500,173000,611589
20/04/23,3,190000,4.40,190000,196000,186500,1521478
20/04/24,4,192500,1.32,189000,197500,189000,928695
20/04/27,0,197500,2.60,193000,200000,192500,927347
20/04/28,1,198000,0.25,197500,198000,194500,433549
20/04/29,2,197500,-0.25,199500,200000,196500,676743
20/05/04,0,199000,0.76,198500,203000,193500,1104027
20/05/06,2,212000,6.53,201500,212500,200500,992225
20/05/07,3,215500,1.65,211500,220000,210500,984024
20/05/08,4,214000,-0.70,216000,218500,212000,732394
20/05/11,0,214500,0.23,214500,221000,214000,599328
20/05/12,1,219500,2.33,218000,226500,215000,1056584
20/05/13,2,218500,-0.46,217500,222500,213500,1014692
20/05/14,3,219000,0.23,214500,222000,214500,866427
20/05/15,4,213000,-2.74,219000,219500,209500,1050469
20/05/18,0,215000,0.94,215000,218000,211500,638906
20/05/19,1,213500,-0.70,215000,216500,210500,917603
20/05/20,2,222000,3.98,215500,225500,215000,977544
20/05/21,3,225000,1.35,227500,233500,222500,1004395
20/05/22,4,230500,2.44,227000,232500,222500,1108281
20/05/25,0,241000,4.56,234500,241000,234000,1015069
20/05/26,1,239000,-0.83,244000,246000,230000,1568016
20/05/27,2,228500,-4.39,231000,234500,226500,1351505
20/05/28,3,240500,5.25,226000,241000,222000,1625154
20/05/29,4,226000,-6.03,240000,243000,226000,3114298
20/06/01,0,237000,4.87,233500,237000,230000,1140644
20/06/02,1,234000,-1.27,235000,236000,232000,689584
20/06/03,2,225500,-3.63,235000,235500,225000,1476614
20/06/04,3,232500,3.10,228000,235000,227000,1052789
20/06/05,4,231000,-0.65,229000,231000,225000,1061922
20/06/08,0,240500,4.11,234500,242000,231000,1624752
20/06/09,1,237500,-1.25,240000,243000,235500,934440
20/06/10,2,244000,2.74,241000,247500,240000,1431071
20/06/11,3,240500,-1.43,244000,249000,239000,1423978
20/06/12,4,242000,0.62,229000,242500,228500,1318334
20/06/15,0,231500,-4.34,240000,244500,230500,1311773
20/06/16,1,243500,5.18,239000,243500,236000,1155474
20/06/17,2,251000,3.08,244000,252000,243500,1357900
20/06/18,3,247500,-1.39,251500,254000,247000,744330
20/06/19,4,249500,0.81,250000,250000,244000,919945
20/06/22,0,270000,8.22,249500,271500,247500,1841479
20/06/23,1,276000,2.22,272000,289000,270500,2104075
20/06/24,2,279000,1.09,273500,279500,270500,995065
20/06/25,3,269500,-3.41,273500,276500,269500,1196267
20/06/26,4,269000,-0.19,274500,275000,263000,937593
20/06/29,0,264000,-1.86,265000,270500,261000,814814
20/06/30,1,267000,1.14,268000,270500,263000,862860
20/07/01,2,269000,0.75,270000,275000,266000,655711
20/07/02,3,277000,2.97,274000,277000,271000,1015829
20/07/03,4,277500,0.18,276500,280500,274500,971940
20/07/06,0,281500,1.44,278000,287500,278000,1211636
20/07/07,1,279500,-0.71,285000,289500,279000,1365047
20/07/08,2,282500,1.07,280000,284500,274000,1353345
20/07/09,3,287500,1.77,286500,296500,284500,2006662
20/07/10,4,299000,4.00,291500,308500,290000,2120904
20/07/13,0,297000,-0.67,303500,303500,288000,1254800
20/07/14,1,287000,-3.37,290000,291000,285000,1360849
20/07/15,2,286500,-0.17,290500,293000,280500,1276196
20/07/16,3,273000,-4.71,283000,285000,272000,1338814
20/07/17,4,276000,1.10,270000,279500,266000,926932
20/07/20,0,263000,-4.71,276500,278000,260500,1556415
20/07/21,1,270000,2.66,273000,273500,269000,1179638
20/07/22,2,270000,0.00,264000,272500,261500,905784
20/07/23,3,284000,5.19,272000,284000,271000,1396607
20/07/24,4,281000,-1.06,281000,290500,278500,1233584
20/07/27,0,284500,1.25,281000,287500,276500,691075
20/07/28,1,288000,1.23,289500,292000,284000,978238
20/07/29,2,292000,1.39,286000,292000,283000,964066
20/07/30,3,294000,0.68,296000,297500,291000,1150474
20/07/31,4,301000,2.38,299000,303000,296500,1567503
20/08/03,0,314500,4.49,301500,314500,299000,1341104
20/08/04,1,311000,-1.11,317500,322000,307500,1330818
20/08/05,2,313500,0.80,312000,314500,306500,809939
20/08/06,3,322000,2.71,313000,322000,310500,1032045
20/08/07,4,314000,-2.48,324500,325500,312000,1063254
20/08/10,0,313500,-0.16,308500,314500,303500,968592
20/08/11,1,311500,-0.64,311000,314500,307500,665863
20/08/12,2,305000,-2.09,308000,311000,303500,856711
20/08/13,3,307000,0.66,310000,311500,304000,1406370
20/08/14,4,305000,-0.65,305000,308500,303000,608156
20/08/18,1,307500,0.82,307500,317500,305000,1494966
20/08/19,2,315000,2.44,311500,316000,305500,941038
20/08/20,3,305500,-3.02,315000,319000,302500,1186809
20/08/21,4,312500,2.29,311500,314500,308000,781961
20/08/24,0,320000,2.40,313000,320000,310000,783392
20/08/25,1,325000,1.56,323000,325000,317000,897649
20/08/26,2,334000,2.77,321500,338500,321000,1155853
20/08/27,3,337000,0.90,337000,347000,336500,1232239
20/08/28,4,333000,-1.19,337000,338500,329500,969408
20/08/31,0,322500,-3.15,336500,340000,322000,1528978
20/09/01,1,324500,0.62,322500,329500,322000,691864
20/09/02,2,332500,2.47,332500,335500,327000,808064
20/09/03,3,339000,1.95,333500,339500,329500,776547
20/09/04,4,328500,-3.10,322500,335000,322000,1174337
20/09/07,0,314500,-4.26,325500,325500,313500,1308247
20/09/08,1,311000,-1.11,316000,318000,305500,989171
20/09/09,2,304500,-2.09,303000,307000,300000,925825
20/09/10,3,307500,0.99,309000,311000,305000,834946
20/09/11,4,306000,-0.49,302500,307000,301000,517023
20/09/14,0,303000,-0.98,307500,308000,300000,608816
20/09/15,1,312000,2.97,304000,314000,303000,797985
20/09/16,2,307000,-1.60,311500,312000,306000,696219
20/09/17,3,300500,-2.12,302500,304000,299000,823516
20/09/18,4,298000,-0.83,299500,302000,296000,750488
20/09/21,0,292000,-2.01,297000,301500,292000,656024
20/09/22,1,284500,-2.57,290500,295000,282000,864846
20/09/23,2,296500,4.22,290000,298000,285500,984136
20/09/24,3,294000,-0.84,291500,295500,287000,848971
20/09/25,4,295000,0.34,296000,297500,289500,648182
20/09/28,0,298500,1.19,297000,302000,296000,724465
20/09/29,1,296500,-0.67,303000,303000,294000,765489
20/10/05,0,298500,0.67,297500,299000,289500,906516
20/10/06,1,305000,2.18,299500,307500,296500,868540
20/10/07,2,305000,0.00,302000,305000,299500,534644
20/10/08,3,301000,-1.31,307500,307500,300000,756735
20/10/12,0,292000,-2.99,303000,303000,291500,914860
20/10/13,1,295000,1.03,292000,298000,292000,636487
20/10/14,2,298500,1.19,295000,301000,293000,759464
20/10/15,3,292500,-2.01,300500,300500,291000,624097
20/10/16,4,293500,0.34,292500,297500,291500,446832
20/10/19,0,286000,-2.56,293500,296500,286000,434420
20/10/20,1,290000,1.40,286500,291000,281000,535870
20/10/21,2,297500,2.59,292500,301000,291000,640501
20/10/22,3,293000,-1.51,295000,296000,292000,416425
20/10/23,4,286500,-2.22,295500,295500,286000,451654
20/10/26,0,281500,-1.75,286500,289000,281500,349163
20/10/27,1,283500,0.71,281500,288500,280500,2071432
20/10/28,2,298500,5.29,282000,298500,281500,698195
20/10/29,3,298500,0.00,297000,301000,294500,785050
20/10/30,4,290000,-2.85,299000,300000,290000,939833
20/11/02,0,285500,-1.55,292000,293000,285500,503831
20/11/03,1,283000,-0.88,284000,287000,280000,1066923
20/11/04,2,298500,5.48,282500,300500,282000,1623712
20/11/05,3,299000,0.17,295000,302000,291500,1082388
20/11/06,4,301000,0.67,303000,307000,299000,968971
20/11/09,0,298000,-1.00,304000,304500,298000,678531
20/11/10,1,283000,-5.03,287000,288000,282000,1728995
20/11/11,2,280000,-1.06,281000,283000,277500,1183499
20/11/12,3,279000,-0.36,283000,285500,279000,1016673
20/11/13,4,281000,0.72,277500,282000,277500,710865
20/11/16,0,278000,-1.07,282500,283000,277500,887878
20/11/17,1,275000,-1.08,277500,278000,273500,816320
20/11/18,2,281000,2.18,274500,283500,274000,912899
20/11/19,3,280500,-0.18,282500,284000,279500,520114
20/11/20,4,281000,0.18,281500,283500,278500,439077
20/11/23,0,281500,0.18,282000,282500,278500,565213
20/11/24,1,282500,0.36,281500,287000,280000,809745
20/11/25,2,278500,-1.42,287000,287000,278500,909937
20/11/26,3,285500,2.51,280000,285500,280000,797094
20/11/27,4,284500,-0.35,287000,287500,283000,417510
20/11/30,0,277500,-2.46,286000,286500,277500,1176272
20/12/01,1,285500,2.88,282000,286000,280000,709278
20/12/02,2,283500,-0.70,287000,287000,282000,601596
20/12/03,3,287000,1.23,285000,287000,283500,740985
20/12/04,4,294000,2.44,287500,295500,284500,1174932
20/12/07,0,289500,-1.53,300000,300500,288000,821860
20/12/08,1,285000,-1.55,291500,291500,285000,566981
20/12/09,2,288000,1.05,285500,289000,285000,533304
20/12/10,3,286000,-0.69,288000,290000,284500,959427
20/12/11,4,290000,1.40,288000,291500,287500,503588
20/12/14,0,286000,-1.38,292500,294000,286000,555272
20/12/15,1,283000,-1.05,286500,287500,282500,491995
20/12/16,2,285500,0.88,286500,287000,283000,381896
20/12/17,3,285000,-0.18,286000,287000,282000,522344
20/12/18,4,282500,-0.88,284000,285500,282000,487305
20/12/21,0,284000,0.53,284000,285500,280000,473545
20/12/22,1,284000,0.00,285000,293500,284000,750095
20/12/23,2,284000,0.00,288500,289000,283000,508019
20/12/24,3,282000,-0.70,284500,284500,280000,453095
20/12/28,0,281000,-0.35,282000,282500,280000,537848
20/12/29,1,283000,0.71,281500,285000,280500,506090
20/12/30,2,292500,3.36,285000,293000,284000,1190327
21/01/04,0,293000,0.17,291500,294000,285500,947178
21/01/05,1,292500,-0.17,291500,292000,286500,912657
21/01/06,2,290000,-0.85,292500,300500,289500,1375856
21/01/07,3,289500,-0.17,288500,292000,286500,1155734
21/01/08,4,312000,7.77,293500,312000,290000,3175396
21/01/11,0,309000,-0.96,320000,323500,301000,2765169
21/01/12,1,304000,-1.62,305000,308500,292500,1573299
21/01/13,2,314000,3.29,306000,317500,304000,1894304
21/01/14,3,318000,1.27,318500,326000,314000,1548585
21/01/15,4,306000,-3.77,320500,323000,305500,1106810
21/01/18,0,300500,-1.80,304500,308500,300000,864969
21/01/19,1,308000,2.50,303500,310500,299500,880238
21/01/20,2,308000,0.00,313500,313500,302000,885472
21/01/21,3,322500,4.71,316500,326000,316000,1941446
21/01/22,4,343500,6.51,332000,350000,326000,3303950
21/01/25,0,349000,1.60,349000,353000,340000,1593848
21/01/26,1,342000,-2.01,350500,351000,338000,1247284
21/01/27,2,341500,-0.15,347000,352000,339500,1149246
21/01/28,3,355000,3.95,336000,366000,335000,2285696
21/01/29,4,343000,-3.38,362000,362000,340500,1607894
21/02/01,0,348000,1.46,346500,352500,341500,988630
21/02/02,1,362500,4.17,358000,373000,353000,1951062
21/02/03,2,370500,2.21,366500,371000,361000,1197680
21/02/04,3,358000,-3.37,368000,368500,356000,1160116
21/02/05,4,362500,1.26,363500,371500,356500,982325
21/02/08,0,357500,-1.38,361500,364500,357000,712484
21/02/09,1,358500,0.28,359500,362000,355000,667655
21/02/10,2,366500,2.23,365000,368500,359000,1147417
21/02/15,0,385500,5.18,383500,388000,378000,1172475
21/02/16,1,394000,2.20,391500,405000,390000,1567108
21/02/17,2,392000,-0.51,396500,396500,386000,1161595
21/02/18,3,388000,-1.02,391500,400000,386500,1020222
21/02/19,4,398000,2.58,387000,398500,385500,1047043
21/02/22,0,386500,-2.89,400000,405500,384500,1289395
21/02/23,1,390500,1.03,379000,394500,378500,1017577
21/02/24,2,374000,-4.23,389500,391500,374000,1078485
21/02/25,3,383000,2.41,380500,384500,374500,757476
21/02/26,4,375000,-2.09,372000,378500,368500,1170208
21/03/02,1,377500,0.67,389000,390000,375500,1240322
21/03/03,2,399500,5.83,379000,399500,377500,1287551
21/03/04,3,391500,-2.00,392000,401000,389000,1585134
21/03/05,4,377500,-3.58,386000,386500,371000,1594386
21/03/08,0,368500,-2.38,382000,386000,366500,1031748
21/03/09,1,361500,-1.90,366500,371500,350000,1313900
21/03/10,2,372000,2.90,373000,378000,368000,946917
21/03/11,3,373500,0.40,372500,377500,366000,1024741
21/03/12,4,380500,1.87,396000,396000,378500,969276
21/03/15,0,383000,0.66,382000,385500,377500,609496
21/03/16,1,385500,0.65,384500,389500,384000,574082
21/03/17,2,383500,-0.52,388000,391500,380500,1200355
21/03/18,3,403500,5.22,388500,410000,386500,1818409
21/03/19,4,402000,-0.37,397000,407500,395000,1258199
21/03/22,0,396500,-1.37,402500,405500,393000,911358
21/03/23,1,386000,-2.65,397000,399000,384000,1167110
21/03/24,2,387000,0.26,380000,387000,376000,763754
21/03/25,3,380000,-1.81,381500,384000,378000,672585
21/03/26,4,383000,0.79,380000,383000,377000,691786
21/03/29,0,372000,-2.87,383500,384000,372000,878014
21/03/30,1,376500,1.21,373500,381000,373500,623997
21/03/31,2,377000,0.13,379500,383000,377000,568103
21/04/01,3,378500,0.40,375500,379000,372000,547402
21/04/02,4,379500,0.26,381500,382500,378000,476668
21/04/05,0,377000,-0.66,379500,380000,374500,421508
21/04/06,1,388500,3.05,378500,391000,378000,997518
21/04/07,2,384500,-1.03,390500,391000,381500,578490
21/04/08,3,381500,-0.78,384500,387000,380000,626575
21/04/09,4,383500,0.52,382000,385000,381500,469100
21/04/12,0,385500,0.52,384500,393000,383000,680329
21/04/13,1,388500,0.78,384000,389000,382000,586643
21/04/14,2,391500,0.77,391500,398000,390000,757969
21/04/15,3,391000,-0.13,391500,398500,386500,889538
21/04/16,4,391500,0.13,394500,395000,391000,423962
21/04/19,0,390000,-0.38,391500,393500,388500,449064
21/04/20,1,391000,0.26,389000,391500,387500,417892
21/04/21,2,380500,-2.69,389000,389000,380500,835828
21/04/22,3,380500,0.00,382000,384500,380000,394350
21/04/23,4,378000,-0.66,377500,379500,374000,505140
21/04/26,0,377500,-0.13,376500,379000,374500,484369
21/04/27,1,380000,0.66,378000,381500,376000,392509
21/04/28,2,373500,-1.71,381500,382000,373000,485971
21/04/29,3,366500,-1.87,373500,377500,366000,743106
21/04/30,4,359500,-1.91,366000,366000,353500,1028215
21/05/03,0,363000,0.97,366000,370500,360500,507361
21/05/04,1,364500,0.41,366000,367000,360500,398383
21/05/06,3,361500,-0.82,360500,364500,359500,632873
21/05/07,4,361000,-0.14,360500,364000,360000,446152
21/05/10,0,362000,0.28,362500,364000,360000,572111
21/05/11,1,349000,-3.59,356500,358000,347500,2373361
21/05/12,2,343000,-1.72,349500,350500,340500,1120816
21/05/13,3,337500,-1.60,337500,341500,334500,992326
21/05/14,4,342500,1.48,338000,344500,337500,460390
21/05/17,0,344000,0.44,345500,349000,341000,453316
21/05/18,1,349500,1.60,347000,349500,345000,445015
21/05/20,3,351000,0.43,351500,355000,348500,561151
21/05/21,4,360000,2.56,355000,360000,353500,618431
21/05/24,0,355500,-1.25,356500,358500,353000,361765
21/05/25,1,358000,0.70,355500,358000,352500,433413
21/05/26,2,363000,1.40,359500,366500,359500,543316
21/05/27,3,358000,-1.38,363000,363500,353500,963669
21/05/28,4,358000,0.00,361500,361500,355500,439112
21/05/31,0,362500,1.26,359500,364000,357000,397118
21/06/01,1,367000,1.24,362500,368500,362500,404110
21/06/02,2,363000,-1.09,367000,369000,362000,397044
21/06/03,3,362000,-0.28,362500,365000,361000,292257
21/06/04,4,357000,-1.38,360500,360500,355000,433146
21/06/07,0,362500,1.54,358500,364000,357000,393697
21/06/08,1,362500,0.00,361500,365500,361500,370929
21/06/09,2,358500,-1.10,360500,363500,358500,361808
21/06/10,3,373500,4.18,365000,377000,361500,1502316
21/06/11,4,372500,-0.27,378000,378500,367500,658403
21/06/14,0,387000,3.89,377500,388000,375500,1208589
21/06/15,1,387000,0.00,387000,389000,381500,625594
21/06/16,2,391000,1.03,384500,395000,383000,836281
21/06/17,3,389500,-0.38,389500,394500,385000,670522
21/06/18,4,398000,2.18,391500,400500,391000,1268656
21/06/21,0,397000,-0.25,398000,402000,392000,809114
21/06/22,1,391000,-1.51,400000,400500,391000,702840
21/06/23,2,423500,8.31,393000,427000,392500,2721355
21/06/24,3,419500,-0.94,430000,436000,413000,2143286
21/06/25,4,410000,-2.26,420000,420000,405000,1382051
21/06/28,0,408000,-0.49,406000,413000,403000,623480
21/06/29,1,411500,0.86,409500,411500,406000,572319
21/06/30,2,417500,1.46,415000,425000,409000,955297
21/07/01,3,413000,-1.08,418000,423500,410500,592869
21/07/02,4,414000,0.24,412500,418500,407000,517934
21/07/05,0,410000,-0.97,415500,418000,408500,492899
