date,weekdate,LGE_end,LGE_dpp,LGE_start,LGE_high,LGE_low,LGE_abount
17/01/02,0,51600,0.00,51800,52300,51600,431474
17/01/03,1,54300,5.23,51800,54400,51800,1715000
17/01/04,2,53800,-0.92,54200,54500,53100,1262418
17/01/05,3,53600,-0.37,54000,55700,53400,1428250
17/01/06,4,52600,-1.87,53800,54000,52400,1382362
17/01/09,0,53600,1.90,52300,53600,51200,1555889
17/01/10,1,51800,-3.36,53100,53200,51800,956045
17/01/11,2,52000,0.39,51700,52300,51200,979211
17/01/12,3,53300,2.50,52100,53400,52100,795012
17/01/13,4,52900,-0.75,53100,53500,52500,555164
17/01/16,0,52800,-0.19,52900,53300,51900,681671
17/01/17,1,52400,-0.76,52300,53000,52300,451998
17/01/18,2,53700,2.48,52800,53900,52500,938989
17/01/19,3,54500,1.49,53700,54700,53300,1070070
17/01/20,4,54100,-0.73,54400,54500,54000,432160
17/01/23,0,53400,-1.29,54100,54500,53300,345819
17/01/24,1,54100,1.31,53300,54200,53300,450680
17/01/25,2,54200,0.18,54300,55400,53500,1121403
17/01/26,3,53200,-1.85,55000,55500,53200,1226161
17/01/31,1,55400,4.14,53500,55700,53400,1376669
17/02/01,2,57900,4.51,55800,58000,55800,2286272
17/02/02,3,58300,0.69,58500,59400,57300,1824780
17/02/03,4,58200,-0.17,58700,59100,57400,780014
17/02/06,0,58600,0.69,58800,59100,57700,852582
17/02/07,1,58800,0.34,58900,59300,58200,754879
17/02/08,2,60400,2.72,59000,60400,58600,1795800
17/02/09,3,61500,1.82,60400,61900,60100,1352533
17/02/10,4,61300,-0.33,61800,61900,61200,740823
17/02/13,0,60700,-0.98,61600,62000,59600,1012067
17/02/14,1,61600,1.48,61000,61600,60600,720671
17/02/15,2,62200,0.97,61700,62900,61700,899514
17/02/16,3,62700,0.80,62300,62600,61300,727097
17/02/17,4,61400,-2.07,62600,62700,61200,795235
17/02/20,0,62000,0.98,61100,62100,60700,481297
17/02/21,1,62100,0.16,62100,62800,61900,443630
17/02/22,2,62900,1.29,62700,63000,62300,703290
17/02/23,3,63100,0.32,62900,63300,62200,773393
17/02/24,4,62700,-0.63,63200,63600,62200,825344
17/02/27,0,59000,-5.90,63200,63200,58800,2350933
17/02/28,1,59800,1.36,58700,60000,58200,1519971
17/03/02,3,61600,3.01,60700,62200,60600,1329490
17/03/03,4,62200,0.97,61300,62400,60600,1001078
17/03/06,0,60300,-3.05,61500,62000,59900,959701
17/03/07,1,63300,4.98,61600,63300,61500,1734620
17/03/08,2,64900,2.53,63400,65400,63300,1777042
17/03/09,3,64800,-0.15,65500,65800,64100,1196256
17/03/10,4,64100,-1.08,64200,64800,63800,940025
17/03/13,0,65300,1.87,65000,65700,64500,733138
17/03/14,1,67100,2.76,66700,67400,66600,1602346
17/03/15,2,67800,1.04,67300,67900,66800,891284
17/03/16,3,68100,0.44,68400,68500,67000,916464
17/03/17,4,68900,1.17,67900,69700,67700,1175426
17/03/20,0,67200,-2.47,68500,68600,66700,1130043
17/03/21,1,66900,-0.45,67900,67900,66500,1356321
17/03/22,2,69200,3.44,67300,69600,67300,1353787
17/03/23,3,72000,4.05,70200,72200,70100,2098932
17/03/24,4,72200,0.28,73000,73900,71600,1365959
17/03/27,0,71300,-1.25,72600,72600,70400,868109
17/03/28,1,70700,-0.84,72000,72100,69800,932883
17/03/29,2,70100,-0.85,70400,71000,69200,1062889
17/03/30,3,68100,-2.85,70100,70200,66500,2225859
17/03/31,4,67900,-0.29,68300,68700,66900,1201094
17/04/03,0,68700,1.18,68400,69900,68300,964628
17/04/04,1,68300,-0.58,69200,69200,68000,583153
17/04/05,2,67200,-1.61,68300,69000,66500,1116475
17/04/06,3,70600,5.06,66900,70700,66300,1571616
17/04/07,4,70900,0.42,71200,72200,69800,1754356
17/04/10,0,67900,-4.23,70700,70900,67900,1306155
17/04/11,1,69500,2.36,68100,69800,68100,1032197
17/04/12,2,69100,-0.58,70000,70100,68900,555051
17/04/13,3,69500,0.58,69300,70300,69200,550004
17/04/14,4,68300,-1.73,69000,69000,67800,492819
17/04/17,0,69600,1.90,68700,70200,68700,558900
17/04/18,1,70000,0.57,70000,70300,68900,544965
17/04/19,2,70700,1.00,70700,71500,70100,947412
17/04/20,3,71100,0.57,71300,71400,70400,718589
17/04/21,4,71000,-0.14,71100,71300,70400,581937
17/04/24,0,71700,0.99,71400,72200,71300,551940
17/04/25,1,72200,0.70,72000,72200,71500,545785
17/04/26,2,72700,0.69,72800,72900,72300,640000
17/04/27,3,72300,-0.55,72700,73400,72000,608575
17/04/28,4,69100,-4.43,72000,72100,68700,2295287
17/05/02,1,70400,1.88,69600,71000,69200,1301950
17/05/04,3,71700,1.85,71800,72400,71200,799566
17/05/08,0,77000,7.39,72900,77000,72900,2624129
17/05/10,2,76300,-0.91,77100,78800,75900,1904728
17/05/11,3,79800,4.59,77000,79800,76900,1876649
17/05/12,4,81200,1.75,80200,81300,79300,1589519
17/05/15,0,81000,-0.25,81800,81800,79200,1261164
17/05/16,1,79000,-2.47,81400,82000,78600,1357416
17/05/17,2,80000,1.27,79500,80900,79400,857014
17/05/18,3,79100,-1.13,78800,79700,78500,716864
17/05/19,4,81400,2.91,79600,81400,79400,1094715
17/05/22,0,81600,0.25,82200,82300,81100,585488
17/05/23,1,81100,-0.61,82200,82200,81000,573284
17/05/24,2,82300,1.48,81200,82400,80900,538991
17/05/25,3,82300,0.00,82800,82800,81700,513491
17/05/26,4,81900,-0.49,82300,82400,81300,665382
17/05/29,0,83500,1.95,81700,84300,81700,823722
17/05/30,1,83500,0.00,83700,84100,82300,525707
17/05/31,2,82500,-1.20,83500,83600,82100,714803
17/06/01,3,81300,-1.45,82700,82900,81300,628909
17/06/02,4,86600,6.52,82100,86900,82100,1869364
17/06/05,0,87300,0.81,87700,88900,86900,998730
17/06/07,2,85300,-2.29,86700,87100,84900,1346470
17/06/08,3,86800,1.76,85800,87800,85000,1330511
17/06/09,4,88300,1.73,87500,88800,87300,896973
17/06/12,0,85600,-3.06,86800,87000,85200,1341050
17/06/13,1,85800,0.23,85000,86100,83800,1213895
17/06/14,2,85900,0.12,86400,88000,85400,987899
17/06/15,3,87300,1.63,85900,87700,85300,877550
17/06/16,4,86100,-1.37,87200,87500,85800,737508
17/06/19,0,86200,0.12,86100,86900,84800,662054
17/06/20,1,86000,-0.23,87300,87500,85700,628514
17/06/21,2,85900,-0.12,86000,86300,84100,722785
17/06/22,3,81900,-4.66,85300,86100,81300,2179462
17/06/23,4,84100,2.69,82500,84100,81800,1151493
17/06/26,0,85100,1.19,84600,85500,83600,734655
17/06/27,1,82300,-3.29,84300,84800,82200,1431967
17/06/28,2,79300,-3.65,81900,82000,78500,1989102
17/06/29,3,79700,0.50,80300,81200,79500,1018774
17/06/30,4,80200,0.63,78500,80700,78100,999093
17/07/03,0,80900,0.87,80400,82300,80300,928999
17/07/04,1,79900,-1.24,80500,80800,79600,566386
17/07/05,2,79900,0.00,79900,81300,79400,648725
17/07/06,3,77100,-3.50,80500,80600,76600,1965678
17/07/07,4,73900,-4.15,76400,76400,73800,2330893
17/07/10,0,70800,-4.19,72700,72800,70700,3056226
17/07/11,1,71500,0.99,71300,72000,70000,1546488
17/07/12,2,70800,-0.98,72000,73000,70800,1208011
17/07/13,3,71200,0.56,71300,72500,71000,1363044
17/07/14,4,69500,-2.39,71900,72200,69000,1764528
17/07/17,0,70100,0.86,69900,70400,69700,741053
17/07/18,1,70000,-0.14,70300,70700,69600,660135
17/07/19,2,70500,0.71,70200,71400,70200,1017542
17/07/20,3,69400,-1.56,70900,71200,69200,956192
17/07/21,4,68200,-1.73,69800,70100,68200,1015026
17/07/24,0,67500,-1.03,68200,68400,66700,1417600
17/07/25,1,67500,0.00,67500,68200,67300,838858
17/07/26,2,67900,0.59,67900,68700,67300,1066820
17/07/27,3,66500,-2.06,68200,68300,66300,1371488
17/07/28,4,66700,0.30,66800,67800,66300,1282188
17/07/31,0,67100,0.60,67000,67600,66500,659263
17/08/01,1,68300,1.79,68000,69600,67800,1485811
17/08/02,2,68400,0.15,69200,69500,67300,838130
17/08/03,3,68400,0.00,68900,69200,68100,838838
17/08/04,4,71800,4.97,69000,72100,68800,1976833
17/08/07,0,71600,-0.28,72300,72700,71500,947809
17/08/08,1,71600,0.00,72100,72200,70300,713434
17/08/09,2,71400,-0.28,70700,71500,70500,690037
17/08/10,3,73700,3.22,71400,74100,71400,1796419
17/08/11,4,73400,-0.41,72600,74700,71600,1581856
17/08/14,0,73700,0.41,74200,74700,73000,798565
17/08/16,2,74000,0.41,74000,74500,73100,769023
17/08/17,3,73600,-0.54,74000,74200,73000,662603
17/08/18,4,73000,-0.82,72600,73300,72000,751321
17/08/21,0,75800,3.84,72800,75900,72800,1159623
17/08/22,1,75700,-0.13,76000,76400,75300,697166
17/08/23,2,77500,2.38,76200,78500,76100,1309345
17/08/24,3,77400,-0.13,77800,78000,76600,811372
17/08/25,4,77700,0.39,77800,77900,76800,442385
17/08/28,0,76300,-1.80,77500,77600,75900,553675
17/08/29,1,74400,-2.49,75500,75500,73400,1540731
17/08/30,2,82300,10.62,75500,82400,75200,3932544
17/08/31,3,81500,-0.97,82700,82800,80200,1889427
17/09/01,4,83600,2.58,82900,84300,81000,1944745
17/09/04,0,82700,-1.08,81700,84100,81600,1508080
17/09/05,1,86500,4.59,83300,87000,83300,2612281
17/09/06,2,85300,-1.39,87000,87400,85300,1564911
17/09/07,3,85300,0.00,85900,87100,85000,1268664
17/09/08,4,82500,-3.28,85700,85800,82200,1944947
17/09/11,0,83100,0.73,83300,83600,81500,1501501
17/09/12,1,83000,-0.12,83800,83900,82400,937921
17/09/13,2,87400,5.30,83800,88500,83700,2808612
17/09/14,3,87900,0.57,87700,88300,86600,1709823
17/09/15,4,89500,1.82,87400,91500,87300,2655625
17/09/18,0,91000,1.68,90800,92300,89800,1506118
17/09/19,1,89000,-2.20,91000,91000,88400,1473897
17/09/20,2,86600,-2.70,89300,89300,86500,1666502
17/09/21,3,86400,-0.23,86600,88400,84700,1397736
17/09/22,4,87400,1.16,86500,88800,85500,1254640
17/09/25,0,84300,-3.55,86800,88000,83800,1536892
17/09/26,1,81800,-2.97,83500,83700,80700,1607876
17/09/27,2,81200,-0.73,82000,83400,81000,973194
17/09/28,3,80100,-1.35,81300,81400,78900,1379732
17/09/29,4,82400,2.87,80400,82500,80200,909359
17/10/10,1,80800,-1.94,79700,81500,78900,2417240
17/10/11,2,87400,8.17,82100,88000,81800,3091409
17/10/12,3,87900,0.57,87600,91700,87500,2679580
17/10/13,4,88500,0.68,89300,90500,88000,1148910
17/10/16,0,89300,0.90,89400,91700,88800,1370439
17/10/17,1,89800,0.56,88800,90900,87700,1201400
17/10/18,2,90400,0.67,90500,91700,89700,1235889
17/10/19,3,96500,6.75,91500,97500,90600,4384919
17/10/20,4,95300,-1.24,96500,96800,94300,1516859
17/10/23,0,97200,1.99,95600,98500,94800,1696409
17/10/24,1,93400,-3.91,96900,98200,93400,1526327
17/10/25,2,93900,0.54,94600,95900,92900,1127777
17/10/26,3,92700,-1.28,94200,94900,92500,1028083
17/10/27,4,92800,0.11,93500,95500,92100,1312328
17/10/30,0,94800,2.16,93500,95700,92600,1146628
17/10/31,1,91000,-4.01,95300,96100,90800,2091668
17/11/01,2,92300,1.43,91100,93400,90600,1413470
17/11/02,3,91600,-0.76,92500,94200,90500,1238258
17/11/03,4,92000,0.44,91800,93000,91000,865372
17/11/06,0,93200,1.30,91700,94500,91700,1470396
17/11/07,1,91300,-2.04,92900,93500,91000,1081425
17/11/08,2,92400,1.20,91000,92500,90700,740499
17/11/09,3,96000,3.90,92800,97000,92700,2106195
17/11/10,4,94400,-1.67,96000,96400,93900,1074369
17/11/13,0,93000,-1.48,94400,95200,92400,877548
17/11/14,1,91500,-1.61,92500,93000,90300,1235545
17/11/15,2,91300,-0.22,92100,92200,90600,850027
17/11/16,3,92200,0.99,91300,92900,90100,884980
17/11/17,4,92600,0.43,93100,93800,92200,750975
17/11/20,0,92200,-0.43,93000,93700,92200,617288
17/11/21,1,92900,0.76,92300,93000,90900,705381
17/11/22,2,95900,3.23,92500,96800,92500,1671226
17/11/23,3,94100,-1.88,96000,96700,94100,745586
17/11/24,4,93400,-0.74,93600,94400,93000,404062
17/11/27,0,92200,-1.28,93500,94400,92100,663809
17/11/28,1,91800,-0.43,92500,93300,91200,608339
17/11/29,2,91400,-0.44,92500,92800,90600,679015
17/11/30,3,90000,-1.53,91300,92000,89500,898094
17/12/01,4,93500,3.89,90600,93900,90500,840847
17/12/04,0,94400,0.96,93600,94400,92500,551331
17/12/05,1,94300,-0.11,93900,94800,93200,458094
17/12/06,2,93600,-0.74,94100,96500,93600,862910
17/12/07,3,96200,2.78,94500,96500,94000,1287867
17/12/08,4,94500,-1.77,96000,97200,94200,794868
17/12/11,0,96700,2.33,95900,96800,94800,786713
17/12/12,1,98000,1.34,96000,98700,96000,1318613
17/12/13,2,97900,-0.10,98000,98300,96900,723184
17/12/14,3,101500,3.68,97900,104000,97900,2495201
17/12/15,4,105500,3.94,103000,106000,102500,1496469
17/12/18,0,104000,-1.42,106500,106500,103000,716415
17/12/19,1,103500,-0.48,104500,106000,102500,825856
17/12/20,2,103000,-0.48,104000,104500,101500,587992
17/12/21,3,99300,-3.59,102500,103000,98400,1115976
17/12/22,4,100000,0.70,100500,101500,99400,591818
17/12/26,1,99200,-0.80,101500,102500,99200,934572
17/12/27,2,107000,7.86,101500,107000,101000,1187463
17/12/28,3,106000,-0.93,107000,109500,105000,822274
18/01/02,1,109500,3.30,106500,111000,105500,948226
18/01/03,2,109500,0.00,109500,110500,107500,627983
18/01/04,3,106000,-3.20,110500,111000,105000,977691
18/01/05,4,111000,4.72,106000,111500,106000,883832
18/01/08,0,105000,-5.41,113500,114000,103500,2480029
18/01/09,1,109000,3.81,105000,110000,105000,1387659
18/01/10,2,109000,0.00,109000,111500,107500,909012
18/01/11,3,110500,1.38,110000,111000,108500,791790
18/01/12,4,109500,-0.90,110500,111500,107000,823474
18/01/15,0,107000,-2.28,109500,110000,106000,695438
18/01/16,1,108000,0.93,106500,108500,105000,555065
18/01/17,2,110500,2.31,108500,113000,108000,815085
18/01/18,3,107500,-2.71,112000,112000,107500,503773
18/01/19,4,107500,0.00,107000,109500,106500,533503
18/01/22,0,109000,1.40,108500,109000,106500,469543
18/01/23,1,109500,0.46,107500,110000,103500,1166939
18/01/24,2,102500,-6.39,107500,108500,102000,1406328
18/01/25,3,103500,0.98,102500,104500,101000,899675
18/01/26,4,103000,-0.48,104500,105500,102500,777285
18/01/29,0,102000,-0.97,103000,104000,101000,1031365
18/01/30,1,101000,-0.98,101500,103000,100500,735284
18/01/31,2,102500,1.49,100500,103000,100000,804156
18/02/01,3,103500,0.98,103000,104000,101000,860002
18/02/02,4,101000,-2.42,103000,103500,99900,975164
18/02/05,0,97700,-3.27,99400,99600,97200,745562
18/02/06,1,96100,-1.64,94900,96700,93400,1094871
18/02/07,2,96500,0.42,98000,100500,96000,1082264
18/02/08,3,99300,2.90,97200,99700,97100,813467
18/02/09,4,96300,-3.02,96500,98200,96200,645790
18/02/12,0,96700,0.42,97300,98300,96400,390757
18/02/13,1,99200,2.59,97400,101000,96500,782907
18/02/14,2,97200,-2.02,100000,101000,96900,570366
18/02/19,0,102500,5.45,99400,103000,98900,893618
18/02/20,1,104000,1.46,102500,104500,101500,632252
18/02/21,2,101000,-2.88,103500,104000,100000,895703
18/02/22,3,99800,-1.19,101500,103000,99200,572286
18/02/23,4,102000,2.20,100000,102000,99000,502137
18/02/26,0,102000,0.00,103000,103000,100500,480011
18/02/27,1,100500,-1.47,103000,103500,100500,386397
18/02/28,2,99900,-0.60,100000,102500,99900,508365
18/03/02,4,101000,1.10,99400,101500,98000,499607
18/03/05,0,103500,2.48,101500,104500,101500,866063
18/03/06,1,106000,2.42,105000,106000,102500,813711
18/03/07,2,107000,0.94,106500,109000,105000,1125599
18/03/08,3,107000,0.00,108500,109000,105500,911403
18/03/09,4,109000,1.87,109000,110500,108000,830465
18/03/12,0,109500,0.46,110500,111000,108500,573289
18/03/13,1,113500,3.65,110500,114000,109500,1151725
18/03/14,2,113000,-0.44,112500,114000,111000,754011
18/03/15,3,111000,-1.77,113500,113500,109000,753489
18/03/16,4,110500,-0.45,111000,111500,109000,639540
18/03/19,0,111000,0.45,110500,112500,110000,302806
18/03/20,1,110000,-0.90,110000,111000,109000,488409
18/03/21,2,112500,2.27,109500,112500,109500,575722
18/03/22,3,111500,-0.89,112500,114500,111000,608489
18/03/23,4,106500,-4.48,108500,110000,106000,696815
18/03/26,0,109000,2.35,106500,110500,106500,730771
18/03/27,1,111500,2.29,111500,113000,111000,904837
18/03/28,2,109000,-2.24,111000,111000,108500,590380
18/03/29,3,109000,0.00,109500,110000,107500,561254
18/03/30,4,109500,0.46,110500,111000,109500,433535
18/04/02,0,110500,0.91,110000,112500,110000,340315
18/04/03,1,110500,0.00,109500,112000,109000,377188
18/04/04,2,104500,-5.43,110500,111000,104500,909945
18/04/05,3,105000,0.48,106000,107500,104500,644490
18/04/06,4,111000,5.71,105500,111500,105000,1519548
18/04/09,0,109500,-1.35,111500,112500,108500,727354
18/04/10,1,107000,-2.28,109000,109000,105500,958899
18/04/11,2,107000,0.00,107500,108000,105500,533827
18/04/12,3,106500,-0.47,106500,108000,105500,861133
18/04/13,4,106500,0.00,108000,108500,106000,517401
18/04/16,0,104500,-1.88,106500,107000,104000,519056
18/04/17,1,105000,0.48,105000,107000,104000,473722
18/04/18,2,104000,-0.95,106500,107000,104000,561642
18/04/19,3,106000,1.92,105000,107000,104500,726517
18/04/20,4,109000,2.83,105500,111000,105500,1238083
18/04/23,0,104500,-4.13,110500,111000,103500,1135766
18/04/24,1,102000,-2.39,105000,105500,101000,868864
18/04/25,2,100000,-1.96,101500,101500,99100,932572
18/04/26,3,101000,1.00,101000,103500,99900,835327
18/04/27,4,101500,0.50,103500,104500,101000,721921
18/04/30,0,102000,0.49,102500,103500,102000,575630
18/05/02,2,101500,-0.49,102500,103000,100000,767053
18/05/03,3,103000,1.48,102000,103000,101000,625844
18/05/04,4,99000,-3.88,103000,103000,98700,972728
18/05/08,1,94900,-4.14,100000,101000,94700,1398768
18/05/09,2,95300,0.42,95100,95800,93500,863912
18/05/10,3,95200,-0.10,95000,97500,94700,751327
18/05/11,4,97700,2.63,95600,98600,95600,758454
18/05/14,0,97500,-0.20,99500,100500,97200,829383
18/05/15,1,96600,-0.92,97100,97500,95200,814411
18/05/16,2,96900,0.31,96300,97500,96100,430070
18/05/17,3,98000,1.14,97200,98900,97000,602962
18/05/18,4,98000,0.00,98100,98700,97000,473681
18/05/21,0,98700,0.71,98000,98800,96900,556964
18/05/23,2,98700,0.00,98200,99300,98100,615723
18/05/24,3,98000,-0.71,98800,100500,97300,652598
18/05/25,4,96700,-1.33,97900,98700,96600,523804
18/05/28,0,95500,-1.24,96500,97600,95300,519213
18/05/29,1,96100,0.63,96200,96700,95500,403665
18/05/30,2,96100,0.00,96200,98300,95800,733711
18/05/31,3,92600,-3.64,97600,97600,92000,1461934
18/06/01,4,88200,-4.75,92500,92500,87800,2401034
18/06/04,0,89000,0.91,88600,89700,88300,795419
18/06/05,1,90400,1.57,89400,90800,89200,736301
18/06/07,3,90600,0.22,91000,91800,89600,706966
18/06/08,4,89900,-0.77,90300,91300,89700,488599
18/06/11,0,89000,-1.00,90100,90300,88600,705279
18/06/12,1,90000,1.12,89200,91400,89200,602030
18/06/14,3,93600,4.00,91400,94100,91000,1444370
18/06/15,4,90900,-2.88,94500,94500,90800,990542
18/06/18,0,89200,-1.87,91000,92400,88500,767776
18/06/19,1,85200,-4.48,88200,89900,85100,1012856
18/06/20,2,86200,1.17,85100,87400,85000,645081
18/06/21,3,82000,-4.87,86300,87200,82000,1395643
18/06/22,4,82300,0.37,81300,83100,81100,751430
18/06/25,0,85000,3.28,82300,85000,81800,636705
18/06/26,1,83900,-1.29,84300,84700,82500,537279
18/06/27,2,83700,-0.24,84000,85300,83300,507804
18/06/28,3,80900,-3.35,82900,83300,80800,715235
18/06/29,4,83000,2.60,81200,83100,80800,621098
18/07/02,0,79700,-3.98,83100,83100,79500,682443
18/07/03,1,79900,0.25,80200,80900,79100,530738
18/07/04,2,77700,-2.75,79500,80300,77400,587475
18/07/05,3,77800,0.13,77000,78800,76000,706939
18/07/06,4,75700,-2.70,77100,78300,73500,1722781
18/07/09,0,77700,2.64,75100,78100,75100,799335
18/07/10,1,78200,0.64,77700,79300,77400,712585
18/07/11,2,76600,-2.05,78400,78400,75800,759985
18/07/12,3,75200,-1.83,76400,76400,75100,946355
18/07/13,4,77600,3.19,75900,77800,75900,935008
18/07/16,0,76400,-1.55,77600,78200,76400,553500
18/07/17,1,78800,3.14,76100,79700,75200,1323914
18/07/18,2,80700,2.41,78600,82200,78600,1191864
18/07/19,3,82300,1.98,81000,83100,80000,1164716
18/07/20,4,81000,-1.58,82100,83100,81000,829497
18/07/23,0,78400,-3.21,80900,81200,78100,739344
18/07/24,1,81000,3.32,78200,81700,76800,991504
18/07/25,2,80800,-0.25,80500,82400,79800,772980
18/07/26,3,81800,1.24,81400,82200,80300,725896
18/07/27,4,76000,-7.09,80300,80400,75800,2544391
18/07/30,0,75200,-1.05,76300,76400,74800,997710
18/07/31,1,74800,-0.53,75400,75600,74800,725430
18/08/01,2,75300,0.67,75500,76200,75000,761449
18/08/02,3,75100,-0.27,75100,76100,74800,616998
18/08/03,4,75200,0.13,75400,75700,74400,582491
18/08/06,0,74400,-1.06,75400,75900,74200,685629
18/08/07,1,75100,0.94,75000,75500,74100,723231
18/08/08,2,75900,1.07,75400,77300,75400,1286104
18/08/09,3,80400,5.93,76400,80500,76000,2132947
18/08/10,4,79000,-1.74,80000,80700,78700,961866
18/08/13,0,76300,-3.42,78200,78400,75800,840750
18/08/14,1,73600,-3.54,76100,76200,70900,2397515
18/08/16,3,73300,-0.41,72500,73900,71300,920959
18/08/17,4,72400,-1.23,74100,74100,72400,849229
18/08/20,0,72200,-0.28,72800,73500,71900,670001
18/08/21,1,73400,1.66,72300,73500,70800,1404794
18/08/22,2,73200,-0.27,73800,75600,73200,1110406
18/08/23,3,74600,1.91,73600,74600,72700,879090
18/08/24,4,74700,0.13,74100,75200,73400,815946
18/08/27,0,74300,-0.54,74400,75200,73700,863531
18/08/28,1,73700,-0.81,75100,75800,73600,903687
18/08/29,2,77200,4.75,74200,77500,73600,1417794
18/08/30,3,76400,-1.04,77300,77400,75800,1006172
18/08/31,4,76800,0.52,75800,77100,75300,762868
18/09/03,0,76700,-0.13,76800,78800,76600,924434
18/09/04,1,78100,1.83,77200,79200,77100,922362
18/09/05,2,76200,-2.43,77800,78500,76100,873220
18/09/06,3,74400,-2.36,75900,76200,74000,1144654
18/09/07,4,74300,-0.13,74200,75100,73400,670262
18/09/10,0,73100,-1.62,74200,74300,73000,858482
18/09/11,1,72800,-0.41,73000,74300,72500,712081
18/09/12,2,72100,-0.96,73200,73500,71900,852910
18/09/13,3,71500,-0.83,72400,72800,71100,971252
18/09/14,4,72100,0.84,72100,72800,71700,809166
18/09/17,0,71900,-0.28,72400,73200,71800,521629
18/09/18,1,69000,-4.03,71200,71500,68400,2606048
18/09/19,2,68200,-1.16,69400,69400,67900,1494446
18/09/20,3,69000,1.17,68300,70000,68200,1194328
18/09/21,4,69500,0.72,69600,70100,69100,760994
18/09/27,3,69600,0.14,69100,70100,68500,897762
18/09/28,4,71000,2.01,70000,71900,69900,1255496
18/10/01,0,71100,0.14,71000,71500,70200,558633
18/10/02,1,69900,-1.69,70700,71300,69900,600630
18/10/04,3,69000,-1.29,69700,70200,68400,681480
18/10/05,4,70500,2.17,68600,71200,68000,952571
18/10/08,0,67800,-3.83,69600,69700,67800,922338
18/10/10,2,65200,-3.83,67200,67300,65200,1103556
18/10/11,3,62300,-4.45,62400,63900,61600,1441637
18/10/12,4,64400,3.37,62100,65100,62100,1114941
18/10/15,0,64300,-0.16,64400,65500,63800,434965
18/10/16,1,63500,-1.24,64300,65000,63400,508133
18/10/17,2,64600,1.73,64500,65800,64000,676861
18/10/18,3,64900,0.46,64700,66000,64400,499578
18/10/19,4,65700,1.23,64400,66000,63200,581306
18/10/22,0,65700,0.00,64600,66300,64600,354570
18/10/23,1,63600,-3.20,65200,65300,63100,597221
18/10/24,2,64500,1.42,64200,64700,63500,543722
18/10/25,3,62700,-2.79,62700,63400,61700,661062
18/10/26,4,61100,-2.55,63100,63900,60500,920580
18/10/29,0,59400,-2.78,60900,61900,59100,683052
18/10/30,1,61200,3.03,58800,61700,58800,811009
18/10/31,2,63300,3.43,61500,63800,61000,819823
18/11/01,3,66000,4.27,63700,66500,63400,1056023
18/11/02,4,67200,1.82,66600,67700,66200,792881
18/11/05,0,67600,0.60,67000,68000,66200,503725
18/11/06,1,68000,0.59,67600,68800,67100,497920
18/11/07,2,67300,-1.03,68400,69200,66600,738870
18/11/08,3,69900,3.86,68800,70700,68300,1080894
18/11/09,4,71400,2.15,70000,72300,69700,1129981
18/11/12,0,71200,-0.28,71000,72200,70000,631830
18/11/13,1,70200,-1.40,70200,71400,68800,680494
18/11/14,2,69500,-1.00,69600,71000,68700,527813
18/11/15,3,70300,1.15,69600,70400,68900,459559
18/11/16,4,71800,2.13,70900,72200,70300,690404
18/11/19,0,71600,-0.28,72200,73100,71200,637905
18/11/20,1,70500,-1.54,70800,71000,69600,563066
18/11/21,2,69700,-1.13,69900,70300,69200,483426
18/11/22,3,69200,-0.72,70500,70600,68200,561708
18/11/23,4,69400,0.29,69500,70100,68900,290959
18/11/26,0,71200,2.59,69500,71600,69400,658708
18/11/27,1,71800,0.84,71700,72300,71500,478157
18/11/28,2,72400,0.84,72100,72700,71800,479308
18/11/29,3,73800,1.93,73500,74600,73400,923966
18/11/30,4,72500,-1.76,73800,74400,72000,768135
18/12/03,0,74400,2.62,74000,74500,73000,671484
18/12/04,1,73200,-1.61,74200,74700,73100,514998
18/12/05,2,71700,-2.05,72100,72600,71200,499091
18/12/06,3,68600,-4.32,71300,71300,68000,1054851
18/12/07,4,66900,-2.48,69400,69900,66700,1100511
18/12/10,0,65300,-2.39,66300,67400,64800,806527
18/12/11,1,66700,2.14,65600,67100,65500,626998
18/12/12,2,67900,1.80,66600,68200,65600,681318
18/12/13,3,68200,0.44,68000,68800,67100,816888
18/12/14,4,67700,-0.73,68300,68500,66300,517004
18/12/17,0,69100,2.07,67700,69200,66900,442744
18/12/18,1,66900,-3.18,68200,68800,66800,627414
18/12/19,2,65300,-2.39,66900,67500,65100,885616
18/12/20,3,62600,-4.13,64500,64500,61800,1670644
18/12/21,4,62400,-0.32,62000,62900,61800,829833
18/12/24,0,61800,-0.96,62000,62400,61200,513348
18/12/26,2,61300,-0.81,61000,61900,60600,453037
18/12/27,3,61900,0.98,62500,63300,61700,562848
18/12/28,4,62300,0.65,62300,63500,62100,464747
19/01/02,2,62800,0.80,63300,64200,62700,568844
19/01/03,3,62900,0.16,63100,64100,62100,604561
19/01/04,4,62200,-1.11,63000,63400,61100,602100
19/01/07,0,64200,3.22,63100,64700,62700,660173
19/01/08,1,61900,-3.58,63700,63700,61200,1338626
19/01/09,2,63200,2.10,61700,63700,61600,950285
19/01/10,3,65600,3.80,63100,66000,62700,1065551
19/01/11,4,66000,0.61,65700,66500,65200,601380
19/01/14,0,65900,-0.15,66000,66400,65000,401456
19/01/15,1,65800,-0.15,65600,66500,65300,560337
19/01/16,2,66500,1.06,66000,67600,66000,565004
19/01/17,3,66100,-0.60,66800,67600,66000,467844
19/01/18,4,67000,1.36,66800,67300,66300,488762
19/01/21,0,66400,-0.90,67700,68100,65800,614764
