date,weekdate,NAVER_RU,NAVER_U,NAVER_UC,NAVER_D,NAVER_RD,NAVER_end,NAVER_start,NAVER_high,NAVER_low,NAVER_abount
21/03/19,4,402000,0,0,1,0,0,397000,407500,395000,1258199
21/03/22,0,396500,0,0,0,1,0,402500,405500,393000,911358
21/03/23,1,386000,0,0,0,1,0,397000,399000,384000,1167110
21/03/24,2,387000,0,0,1,0,0,380000,387000,376000,763754
21/03/25,3,380000,0,0,0,1,0,381500,384000,378000,672585
21/03/26,4,383000,0,0,1,0,0,380000,383000,377000,691786
21/03/29,0,372000,0,0,0,1,0,383500,384000,372000,878014
21/03/30,1,376500,0,1,0,0,0,373500,381000,373500,623997
21/03/31,2,377000,0,0,1,0,0,379500,383000,377000,568103
21/04/01,3,378500,0,0,1,0,0,375500,379000,372000,547402
21/04/02,4,379500,0,0,1,0,0,381500,382500,378000,476668
21/04/05,0,377000,0,0,1,0,0,379500,380000,374500,421508
21/04/06,1,388500,0,1,0,0,0,378500,391000,378000,997518
21/04/07,2,384500,0,0,0,1,0,390500,391000,381500,578490
21/04/08,3,381500,0,0,1,0,0,384500,387000,380000,626575
21/04/09,4,383500,0,0,1,0,0,382000,385000,381500,469100
21/04/12,0,385500,0,0,1,0,0,384500,393000,383000,680329
21/04/13,1,388500,0,0,1,0,0,384000,389000,382000,586643
21/04/14,2,391500,0,0,1,0,0,391500,398000,390000,757969
21/04/15,3,391000,0,0,1,0,0,391500,398500,386500,889538
21/04/16,4,391500,0,0,1,0,0,394500,395000,391000,423962
21/04/19,0,390000,0,0,1,0,0,391500,393500,388500,449064
21/04/20,1,391000,0,0,1,0,0,389000,391500,387500,417892
21/04/21,2,380500,0,0,0,1,0,389000,389000,380500,835828
21/04/22,3,380500,0,0,1,0,0,382000,384500,380000,394350
21/04/23,4,378000,0,0,1,0,0,377500,379500,374000,505140
21/04/26,0,377500,0,0,1,0,0,376500,379000,374500,484369
21/04/27,1,380000,0,0,1,0,0,378000,381500,376000,392509
21/04/28,2,373500,0,0,0,1,0,381500,382000,373000,485971
21/04/29,3,366500,0,0,0,1,0,373500,377500,366000,743106
21/04/30,4,359500,0,0,0,1,0,366000,366000,353500,1028215
21/05/03,0,363000,0,0,1,0,0,366000,370500,360500,507361
21/05/04,1,364500,0,0,1,0,0,366000,367000,360500,398383
21/05/06,3,361500,0,0,1,0,0,360500,364500,359500,632873
21/05/07,4,361000,0,0,1,0,0,360500,364000,360000,446152
21/05/10,0,362000,0,0,1,0,0,362500,364000,360000,572111
21/05/11,1,349000,0,0,0,1,0,356500,358000,347500,2373361
21/05/12,2,343000,0,0,0,1,0,349500,350500,340500,1120816
21/05/13,3,337500,0,0,0,1,0,337500,341500,334500,992326
21/05/14,4,342500,0,1,0,0,0,338000,344500,337500,460390
21/05/17,0,344000,0,0,1,0,0,345500,349000,341000,453316
21/05/18,1,349500,0,1,0,0,0,347000,349500,345000,445015
21/05/20,3,351000,0,0,1,0,0,351500,355000,348500,561151
21/05/21,4,360000,0,1,0,0,0,355000,360000,353500,618431
21/05/24,0,355500,0,0,0,1,0,356500,358500,353000,361765
21/05/25,1,358000,0,0,1,0,0,355500,358000,352500,433413
21/05/26,2,363000,0,1,0,0,0,359500,366500,359500,543316
21/05/27,3,358000,0,0,0,1,0,363000,363500,353500,963669
21/05/28,4,358000,0,0,1,0,0,361500,361500,355500,439112
21/05/31,0,362500,0,1,0,0,0,359500,364000,357000,397118
21/06/01,1,367000,0,1,0,0,0,362500,368500,362500,404110
21/06/02,2,363000,0,0,0,1,0,367000,369000,362000,397044
21/06/03,3,362000,0,0,1,0,0,362500,365000,361000,292257
21/06/04,4,357000,0,0,0,1,0,360500,360500,355000,433146
21/06/07,0,362500,0,1,0,0,0,358500,364000,357000,393697
21/06/08,1,362500,0,0,1,0,0,361500,365500,361500,370929
21/06/09,2,358500,0,0,0,1,0,360500,363500,358500,361808
21/06/10,3,373500,0,1,0,0,0,365000,377000,361500,1502316
21/06/11,4,372500,0,0,1,0,0,378000,378500,367500,658403
21/06/14,0,387000,0,1,0,0,0,377500,388000,375500,1208589
21/06/15,1,387000,0,0,1,0,0,387000,389000,381500,625594
21/06/16,2,391000,0,1,0,0,0,384500,395000,383000,836281
21/06/17,3,389500,0,0,1,0,0,389500,394500,385000,670522
21/06/18,4,398000,0,1,0,0,0,391500,400500,391000,1268656
21/06/21,0,397000,0,0,1,0,0,398000,402000,392000,809114
21/06/22,1,391000,0,0,0,1,0,400000,400500,391000,702840
21/06/23,2,423500,1,0,0,0,0,393000,427000,392500,2721355
21/06/24,3,419500,0,0,1,0,0,430000,436000,413000,2143286
21/06/25,4,410000,0,0,0,1,0,420000,420000,405000,1382051
21/06/28,0,408000,0,0,1,0,0,406000,413000,403000,623480
21/06/29,1,411500,0,0,1,0,0,409500,411500,406000,572319
21/06/30,2,417500,0,1,0,0,0,415000,425000,409000,955297
21/07/01,3,413000,0,0,0,1,0,418000,423500,410500,592869
21/07/02,4,414000,0,0,1,0,0,412500,418500,407000,517934
21/07/05,0,410000,0,0,1,0,0,415500,418000,408500,492899
21/07/06,1,409500,0,0,1,0,0,411500,412500,408000,342771
21/07/07,2,417500,0,1,0,0,0,411000,419000,410500,663260
21/07/08,3,422000,0,1,0,0,0,419000,431500,418500,1142267
21/07/09,4,415500,0,0,0,1,0,420000,424000,408000,1090218
21/07/12,0,418500,0,0,1,0,0,418500,421500,413000,475697
21/07/13,1,441000,1,0,0,0,0,421000,442000,419000,1498546
21/07/14,2,444000,0,0,1,0,0,436000,444500,436000,931990
21/07/15,3,449000,0,1,0,0,0,446500,452500,439500,950460
21/07/16,4,447000,0,0,1,0,0,448000,461000,443000,1246425
21/07/19,0,443000,0,0,1,0,0,443000,449500,438500,704307
21/07/20,1,439000,0,0,1,0,0,438500,441500,431000,789090
21/07/21,2,428000,0,0,0,1,0,443000,446000,428000,885519
21/07/22,3,440000,0,1,0,0,0,433000,445000,429000,1035882
21/07/23,4,452000,0,1,0,0,0,443500,454500,441000,1094026
21/07/26,0,452000,0,0,1,0,0,460000,465000,447500,855277
21/07/27,1,452000,0,0,1,0,0,457500,463000,452000,757638
21/07/28,2,442000,0,0,0,1,0,446000,447000,440000,913055
21/07/29,3,439500,0,0,1,0,0,444000,445000,438500,556532
21/07/30,4,433500,0,0,0,1,0,438000,440500,433000,628812
21/08/02,0,433500,0,0,1,0,0,429000,437000,428500,551937
21/08/03,1,428000,0,0,0,1,0,439000,439000,422000,830841
21/08/04,2,433000,0,1,0,0,0,425000,434500,423000,545873
21/08/05,3,442500,0,1,0,0,0,442000,451500,438500,744924
21/08/06,4,444500,0,0,1,0,0,443000,447500,440500,416829
21/08/09,0,447500,0,0,1,0,0,438000,449000,435000,528032
21/08/10,1,446500,0,0,1,0,0,446000,453500,442500,461940
21/08/11,2,445000,0,0,1,0,0,445000,449000,442000,446275
21/08/12,3,440500,0,0,0,1,0,448000,448500,438000,671083
21/08/13,4,436500,0,0,1,0,0,445000,446000,433000,515855
21/08/17,1,428500,0,0,0,1,0,435500,437500,420000,763564
21/08/18,2,429000,0,0,1,0,0,429500,433500,421500,496576
21/08/19,3,424500,0,0,0,1,0,431000,434000,424500,504352
21/08/20,4,422500,0,0,1,0,0,425000,432000,421000,587940
21/08/23,0,429500,0,1,0,0,0,428000,436000,423500,515679
21/08/24,1,437500,0,1,0,0,0,435000,439000,431500,546884
21/08/25,2,430500,0,0,0,1,0,434000,439000,427000,677224
21/08/26,3,423500,0,0,0,1,0,427500,430500,420000,645901
21/08/27,4,420000,0,0,1,0,0,422000,423500,416500,567004
21/08/30,0,428000,0,1,0,0,0,425500,429000,423000,399336
21/08/31,1,439000,0,1,0,0,0,430000,439500,427000,768823
21/09/01,2,445000,0,1,0,0,0,442000,448500,436500,655075
21/09/02,3,442500,0,0,1,0,0,445500,448500,439500,431529
21/09/03,4,452500,0,1,0,0,0,442500,452500,441000,646199
21/09/06,0,454000,0,0,1,0,0,452500,454500,445500,368743
21/09/07,1,444500,0,0,0,1,0,450500,453000,444000,356293
21/09/08,2,409500,0,0,0,0,1,437500,439000,408000,2470864
21/09/09,3,399000,0,0,0,1,0,400500,406000,396000,1972500
21/09/10,4,410000,0,1,0,0,0,398000,416500,398000,1326870
21/09/13,0,408000,0,0,1,0,0,405000,414000,402500,771749
21/09/14,1,402500,0,0,0,1,0,403500,406500,393500,1636660
21/09/15,2,400500,0,0,1,0,0,403000,409500,400000,730616
21/09/16,3,402000,0,0,1,0,0,405000,410000,401000,614987
21/09/17,4,403000,0,0,1,0,0,404500,405000,397500,558566
21/09/23,3,400000,0,0,1,0,0,400500,401500,397500,615295
21/09/24,4,405500,0,1,0,0,0,398500,406000,398000,574341
21/09/27,0,403000,0,0,1,0,0,406000,407500,401000,455667
21/09/28,1,392500,0,0,0,1,0,399500,400000,391000,857556
21/09/29,2,387000,0,0,0,1,0,380500,390000,380000,664216
21/09/30,3,388000,0,0,1,0,0,383000,390000,381000,611128
21/10/01,4,382000,0,0,0,1,0,388500,389500,381500,402239
21/10/05,1,370500,0,0,0,1,0,378500,380000,370000,828794
21/10/06,2,373000,0,0,1,0,0,373000,383500,371500,826716
21/10/07,3,393500,1,0,0,0,0,380500,394000,378000,832068
21/10/08,4,388500,0,0,0,1,0,397500,397500,388000,542514
21/10/12,1,372000,0,0,0,1,0,384500,387000,372000,817135
21/10/13,2,382000,0,1,0,0,0,372500,383000,372000,612239
21/10/14,3,395000,0,1,0,0,0,387500,396000,385500,689827
21/10/15,4,393500,0,0,1,0,0,400000,400000,392000,444506
21/10/18,0,396500,0,0,1,0,0,395000,399500,389000,448726
21/10/19,1,407500,0,1,0,0,0,400000,408000,398500,560257
21/10/20,2,407500,0,0,1,0,0,411500,417000,407000,591636
21/10/21,3,410500,0,0,1,0,0,407500,412000,404000,482389
21/10/22,4,407500,0,0,1,0,0,411500,411500,402500,395564
21/10/25,0,402500,0,0,0,1,0,408500,413000,401500,461889
21/10/26,1,412500,0,1,0,0,0,402500,413500,402500,471083
21/10/27,2,414500,0,0,1,0,0,415000,419000,411500,497113
21/10/28,3,413000,0,0,1,0,0,419000,419500,411500,494766
21/10/29,4,407000,0,0,0,1,0,413000,414500,405500,472080
21/11/01,0,408500,0,0,1,0,0,407000,411500,404000,337049
21/11/02,1,410000,0,0,1,0,0,409500,414500,409000,352579
21/11/03,2,402500,0,0,0,1,0,410000,411000,400000,366530
21/11/04,3,411500,0,1,0,0,0,409500,415500,406500,537599
21/11/05,4,410500,0,0,1,0,0,411500,415000,405000,309468
21/11/08,0,408000,0,0,1,0,0,414500,415500,405500,365376
21/11/09,1,417500,0,1,0,0,0,409500,419000,408500,542759
21/11/10,2,414500,0,0,1,0,0,415500,419000,411000,414599
21/11/11,3,407000,0,0,0,1,0,411000,413000,405000,566739
21/11/12,4,409000,0,0,1,0,0,407500,412500,403500,412100
21/11/15,0,411000,0,0,1,0,0,409000,412500,408000,331770
21/11/16,1,405500,0,0,0,1,0,410000,412500,405000,490783
21/11/17,2,401000,0,0,0,1,0,406000,406500,399000,540444
21/11/18,3,407000,0,1,0,0,0,403500,413000,402000,729079
21/11/19,4,404000,0,0,1,0,0,407000,410000,404000,415847
21/11/22,0,410000,0,1,0,0,0,403000,411500,400500,555854
21/11/23,1,400000,0,0,0,1,0,401000,405000,399500,682033
21/11/24,2,395000,0,0,0,1,0,399000,401000,392000,554151
21/11/25,3,397000,0,0,1,0,0,400000,401000,395500,323058
21/11/26,4,389500,0,0,0,1,0,394000,395500,388000,473540
21/11/29,0,386500,0,0,1,0,0,386500,391500,382500,457264
21/11/30,1,381000,0,0,0,1,0,391000,392500,381000,1103481
21/12/01,2,390000,0,1,0,0,0,385000,392500,382000,548840
21/12/02,3,398500,0,1,0,0,0,382500,399000,382000,613006
21/12/03,4,402000,0,0,1,0,0,397500,402000,394500,501099
21/12/06,0,392000,0,0,0,1,0,400500,400500,389500,456773
21/12/07,1,391000,0,0,1,0,0,390500,392500,388500,384366
21/12/08,2,395000,0,1,0,0,0,395000,399500,394000,534080
21/12/09,3,399500,0,1,0,0,0,397000,399500,394000,748143
21/12/10,4,395000,0,0,0,1,0,394000,396500,393500,224452
21/12/13,0,390500,0,0,0,1,0,398000,398000,390000,346330
21/12/14,1,392000,0,0,1,0,0,388500,392500,387000,322068
21/12/15,2,387500,0,0,0,1,0,387000,390000,387000,290339
21/12/16,3,387500,0,0,1,0,0,389500,395500,384500,543865
21/12/17,4,384500,0,0,1,0,0,387000,387500,383500,505284
21/12/20,0,373000,0,0,0,1,0,381500,383000,373000,630690
21/12/21,1,375000,0,0,1,0,0,370000,379000,370000,480367
21/12/22,2,378500,0,0,1,0,0,376000,380000,375500,263513
21/12/23,3,378000,0,0,1,0,0,379500,380500,374500,354342
21/12/24,4,384000,0,1,0,0,0,378000,388000,378000,412695
21/12/27,0,380500,0,0,1,0,0,384500,384500,380000,226757
21/12/28,1,384500,0,1,0,0,0,380000,385500,378000,551228
21/12/29,2,382000,0,0,1,0,0,389000,389000,382000,352409
21/12/30,3,378500,0,0,1,0,0,381000,382000,376000,369314
