date,weekdate,SamsungE_RU,SamsungE_U,SamsungE_UC,SamsungE_D,SamsungE_RD,SamsungE_end,SamsungE_start,SamsungE_high,SamsungE_low,SamsungE_abount
21/04/20,1,83900,0,0.5,0.5,0,0,83300,84000,83100,15521965
21/04/21,2,82600,0,0,0,1,0,83300,83500,82500,21636079
21/04/22,3,82400,0,0,1,0,0,82900,83000,82400,13934746
21/04/23,4,82800,0,0,1,0,0,81900,82900,81600,17805080
21/04/26,0,83500,0,0.5,0.5,0,0,82900,83300,82600,15489938
21/04/27,1,82900,0,0,0.5,0.5,0,83200,83300,82500,12941533
21/04/28,2,82100,0,0,0.5,0.5,0,83200,83200,82100,15596759
21/04/29,3,81700,0,0,1,0,0,82400,82500,81500,20000973
21/04/30,4,81500,0,0,1,0,0,81900,82100,81500,18673197
21/05/03,0,81700,0,0,1,0,0,81000,82400,81000,15710336
21/05/04,1,82600,0,1,0,0,0,81900,82600,81800,12532550
21/05/06,3,82300,0,0,1,0,0,81700,82300,81700,17047511
21/05/07,4,81900,0,0,1,0,0,81800,82100,81500,14154882
21/05/10,0,83200,0,1,0,0,0,82300,83500,81800,19385027
21/05/11,1,81200,0,0,0,1,0,82500,82600,81100,28996680
21/05/12,2,80000,0,0,0,1,0,80800,81200,79800,35812268
21/05/13,3,78500,0,0,0,1,0,78900,79600,78400,31490096
21/05/14,4,80100,0,1,0,0,0,79000,80300,78900,16450920
21/05/17,0,79600,0,0,0.5,0.5,0,80800,80900,79200,17740855
21/05/18,1,79600,0,0,1,0,0,79600,80000,79100,17494407
21/05/20,3,79500,0,0,1,0,0,79400,79700,79100,16541828
21/05/21,4,80100,0,0.5,0.5,0,0,80100,81500,79800,20961714
21/05/24,0,79700,0,0,0.5,0.5,0,80100,80400,79500,13398666
21/05/25,1,79900,0,0,1,0,0,80000,80400,79800,13628942
21/05/26,2,79800,0,0,1,0,0,80400,80500,79700,11984359
21/05/27,3,79600,0,0,1,0,0,80000,80000,79100,23198510
21/05/28,4,80100,0,0.5,0.5,0,0,79800,80400,79400,12360199
21/05/31,0,80500,0,0,1,0,0,80300,80600,79600,13321324
21/06/01,1,80600,0,0,1,0,0,80500,81300,80100,14058401
21/06/02,2,80800,0,0,1,0,0,80400,81400,80300,16414644
21/06/03,3,82800,0,1,0,0,0,81300,83000,81100,29546007
21/06/04,4,82200,0,0,0.5,0.5,0,82700,82700,81500,18112259
21/06/07,0,81900,0,0,1,0,0,82700,82800,81600,16496197
21/06/08,1,81900,0,0,1,0,0,82300,82600,81800,12781226
21/06/09,2,81100,0,0,0.5,0.5,0,81500,82000,81100,14908823
21/06/10,3,81000,0,0,1,0,0,81300,81400,80900,17586995
21/06/11,4,81000,0,0,1,0,0,81200,81700,80700,14087962
21/06/14,0,80500,0,0,0.5,0.5,0,80800,80900,80500,10550078
21/06/15,1,80900,0,0,1,0,0,80900,81200,80600,10075685
21/06/16,2,81800,0,1,0,0,0,81500,81900,81100,14999855
21/06/17,3,80900,0,0,0,1,0,81100,81300,80700,14007385
21/06/18,4,80500,0,0,1,0,0,81100,81100,80500,14916721
21/06/21,0,79900,0,0,0.5,0.5,0,79700,80000,79600,16063340
21/06/22,1,80000,0,0,1,0,0,80200,80300,79900,11773365
21/06/23,2,80100,0,0,1,0,0,80500,80600,79900,13856548
21/06/24,3,81200,0,1,0,0,0,80400,81400,80100,18771080
21/06/25,4,81600,0,0,1,0,0,81500,81900,81200,13481405
21/06/28,0,81900,0,0,1,0,0,81700,82000,81600,11578529
21/06/29,1,81000,0,0,0,1,0,81900,82100,80800,15744317
21/06/30,2,80700,0,0,1,0,0,81100,81400,80700,13288643
21/07/01,3,80100,0,0,0.5,0.5,0,80500,80600,80000,13382882
21/07/02,4,80000,0,0,1,0,0,80000,80400,79900,8753097
21/07/05,0,80400,0,0,1,0,0,80100,80800,80000,8330969
21/07/06,1,81200,0,0.5,0.5,0,0,80600,81200,80500,12131651
21/07/07,2,80800,0,0,1,0,0,81200,81300,80300,15992202
21/07/08,3,79900,0,0,0,1,0,81100,81200,79900,16660998
21/07/09,4,79400,0,0,0.5,0.5,0,79600,79800,79000,22720577
21/07/12,0,79700,0,0,1,0,0,79900,80000,79500,9768108
21/07/13,1,79800,0,0,1,0,0,80000,80200,79800,9863450
21/07/14,2,79500,0,0,1,0,0,79400,79600,79100,11575636
21/07/15,3,80600,0,1,0,0,0,79800,80600,79500,13766279
21/07/16,4,79800,0,0,0.5,0.5,0,80100,80100,79500,10859399
21/07/19,0,79000,0,0,0,1,0,79100,79200,78800,13155414
21/07/20,1,79000,0,0,1,0,0,78500,79000,78400,12456646
21/07/21,2,78500,0,0,0.5,0.5,0,79000,79100,78500,12355296
21/07/22,3,79700,0,1,0,0,0,79000,79800,78900,12618790
21/07/23,4,79300,0,0,0.5,0.5,0,79700,79900,79200,9098910
21/07/26,0,78800,0,0,0.5,0.5,0,79400,79500,78800,10040975
21/07/27,1,78500,0,0,1,0,0,79200,79400,78500,11427693
21/07/28,2,79200,0,0.5,0.5,0,0,78300,79200,78100,12743417
21/07/29,3,79000,0,0,1,0,0,78800,79400,78800,14360453
21/07/30,4,78500,0,0,0.5,0.5,0,78900,78900,78500,13823411
21/08/02,0,79300,0,1,0,0,0,79200,79500,78700,11739124
21/08/03,1,81400,0,1,0,0,0,79400,81400,79300,24339360
21/08/04,2,82900,0,1,0,0,0,82200,83100,81800,25642368
21/08/05,3,82100,0,0,0.5,0.5,0,83300,83300,82000,18485469
21/08/06,4,81500,0,0,0.5,0.5,0,81900,82500,81300,13342623
21/08/09,0,81500,0,0,1,0,0,81500,82300,80900,15522581
21/08/10,1,80200,0,0,0,1,0,82300,82400,80100,20362639
21/08/11,2,78500,0,0,0,1,0,79600,79800,78500,30241137
21/08/12,3,77000,0,0,0,1,0,77100,78200,76900,42365223
21/08/13,4,74400,0,0,0,0.5,0.5,75800,76000,74100,61270643
21/08/17,1,74200,0,0,1,0,0,74000,75100,74000,30944847
21/08/18,2,73900,0,0,1,0,0,73900,74600,73100,29192631
21/08/19,3,73100,0,0,0,1,0,73500,74400,73100,22166298
21/08/20,4,72700,0,0,0.5,0.5,0,73500,73900,72500,22364803
21/08/23,0,73300,0,0.5,0.5,0,0,73300,74000,73000,19384648
21/08/24,1,75600,0.5,0.5,0,0,0,73900,75700,73900,21016913
21/08/25,2,75700,0,0,1,0,0,76200,76600,74900,22319664
21/08/26,3,74600,0,0,0,1,0,76100,76200,74700,16671494
21/08/27,4,74300,0,0,1,0,0,74300,75000,73800,15172748
21/08/30,0,74600,0,0,1,0,0,75400,75500,74200,12686999
21/08/31,1,76700,0,1,0,0,0,74900,76700,74300,24630370
21/09/01,2,76800,0,0,1,0,0,76700,77100,75900,16114775
21/09/02,3,76000,0,0,0,1,0,76800,76800,75700,15347486
21/09/03,4,76600,0,0.5,0.5,0,0,76400,76700,76000,12096419
21/09/06,0,77300,0,0.5,0.5,0,0,76800,77600,76600,12861180
21/09/07,1,76100,0,0,0,1,0,77100,77100,75900,13239401
21/09/08,2,76300,0,0,1,0,0,76000,76400,75600,11798147
21/09/09,3,75300,0,0,0,1,0,76400,76600,75000,17600770
21/09/10,4,75300,0,0,1,0,0,75300,75600,74800,10103212
21/09/13,0,76300,0,1,0,0,0,75200,76300,75100,11397775
21/09/14,1,76600,0,0,1,0,0,77100,77700,76600,18167057
21/09/15,2,77000,0,0.5,0.5,0,0,77400,77400,76400,12829128
21/09/16,3,76100,0,0,0,1,0,77300,77400,76100,13067622
21/09/17,4,77200,0,1,0,0,0,76300,77200,75900,16289502
21/09/23,3,77400,0,0,1,0,0,77500,77600,76800,17055590
21/09/24,4,77300,0,0,1,0,0,77600,77700,77100,12247274
21/09/27,0,77700,0,0.5,0.5,0,0,77300,77700,77000,11699798
21/09/28,1,76300,0,0,0,1,0,77700,77800,76200,15406382
21/09/29,2,74100,0,0,0,1,0,74800,75300,73800,23992458
21/09/30,3,74100,0,0,1,0,0,74300,74800,73700,19919361
21/10/01,4,73200,0,0,0,1,0,73900,74000,72900,15803395
21/10/05,1,72200,0,0,0,1,0,73000,73000,71400,24013921
21/10/06,2,71300,0,0,0,1,0,72600,72800,71200,18956962
21/10/07,3,71600,0,0,1,0,0,71600,72100,71300,13683532
21/10/08,4,71500,0,0,1,0,0,72300,72400,71500,14043287
21/10/12,1,69000,0,0,0,0.5,0.5,70700,70900,68700,31001484
21/10/13,2,68800,0,0,1,0,0,68700,69600,68300,24172015
21/10/14,3,69400,0,0.5,0.5,0,0,69000,69800,68800,19520641
21/10/15,4,70100,0,1,0,0,0,70200,71000,70000,18051612
21/10/18,0,70200,0,0,1,0,0,70200,70300,69200,13486391
21/10/19,1,70600,0,0.5,0.5,0,0,70800,71000,70400,9507991
21/10/20,2,70300,0,0,1,0,0,70700,71000,70200,10151638
21/10/21,3,70200,0,0,1,0,0,70300,70600,70000,10891094
21/10/22,4,70400,0,0,1,0,0,70000,70700,70000,8395448
21/10/25,0,70200,0,0,1,0,0,69900,70600,69500,10029621
21/10/26,1,71100,0,1,0,0,0,70600,71500,70400,10528252
21/10/27,2,70100,0,0,0,1,0,71000,71000,70000,10295316
21/10/28,3,70700,0,0.5,0.5,0,0,69500,72200,69500,20644902
21/10/29,4,69800,0,0,0,1,0,71200,71600,69700,17016151
21/11/01,0,69900,0,0,1,0,0,70200,70600,69900,11503729
21/11/02,1,71500,0,1,0,0,0,70800,72200,70700,16812570
21/11/03,2,70400,0,0,0,1,0,71700,71700,70100,12770428
21/11/04,3,70600,0,0,1,0,0,71200,71600,70500,11818987
21/11/05,4,70200,0,0,0.5,0.5,0,71600,71600,70200,12667743
21/11/08,0,70600,0,0.5,0.5,0,0,70400,70600,69800,11121981
21/11/09,1,70500,0,0,1,0,0,70300,71000,70100,11159589
21/11/10,2,70200,0,0,1,0,0,70300,70900,70200,9422009
21/11/11,3,69900,0,0,1,0,0,69900,70000,69600,11489122
21/11/12,4,70600,0,0.5,0.5,0,0,70200,70900,69900,10087450
21/11/15,0,71400,0,1,0,0,0,71700,71900,70900,12420710
21/11/16,1,71300,0,0,1,0,0,71500,72000,71300,10919239
21/11/17,2,70700,0,0,0.5,0.5,0,71300,71600,70600,11027606
21/11/18,3,70200,0,0,0.5,0.5,0,70700,71000,70200,10144957
21/11/19,4,71200,0,1,0,0,0,70400,71400,70100,11954728
21/11/22,0,74900,1,0,0,0,0,73300,75200,73000,27506623
21/11/23,1,75300,0,0.5,0.5,0,0,76000,76000,74500,22029195
21/11/24,2,74800,0,0,0.5,0.5,0,76000,76200,74100,15652305
21/11/25,3,73700,0,0,0,1,0,75100,75100,73600,12559258
21/11/26,4,72300,0,0,0,1,0,73500,74100,72000,13002242
21/11/29,0,72300,0,0,1,0,0,71700,73000,71400,16682559
21/11/30,1,71300,0,0,0,1,0,73200,73900,70500,30364841
21/12/01,2,74400,0.5,0.5,0,0,0,72000,74800,71600,21954856
21/12/02,3,75800,0,1,0,0,0,73900,75800,73800,23652940
21/12/03,4,75600,0,0,1,0,0,75600,76000,74100,18330240
21/12/06,0,76300,0,0.5,0.5,0,0,75100,76700,74900,16391250
21/12/07,1,77400,0,1,0,0,0,76100,77700,75600,19232453
21/12/08,2,77400,0,0,1,0,0,78300,78600,77100,21558340
21/12/09,3,78200,0,1,0,0,0,77400,78200,77000,21604528
21/12/10,4,76900,0,0,0,1,0,77400,77600,76800,9155219
21/12/13,0,76800,0,0,1,0,0,77200,78300,76500,15038750
21/12/14,1,77000,0,0,1,0,0,76500,77200,76200,10976660
21/12/15,2,77600,0,0.5,0.5,0,0,76400,77500,76300,9584939
21/12/16,3,77800,0,0,1,0,0,78500,78500,77400,11996128
21/12/17,4,78000,0,0,1,0,0,76800,78000,76800,13108479
21/12/20,0,77100,0,0,0,1,0,77600,77800,76800,11264375
21/12/21,1,78100,0,1,0,0,0,77900,78300,77500,14245298
21/12/22,2,79400,0,1,0,0,0,78900,79400,78800,17105892
21/12/23,3,79900,0,0.5,0.5,0,0,79800,80000,79300,13577498
21/12/24,4,80500,0,0.5,0.5,0,0,80200,80800,80200,12086380
21/12/27,0,80200,0,0,1,0,0,80600,80600,79800,10783368
21/12/28,1,80300,0,0,1,0,0,80200,80400,79700,18226325
21/12/29,2,78800,0,0,0,1,0,80200,80200,78500,19794795
21/12/30,3,78300,0,0,0.5,0.5,0,78900,79500,78100,14236700
