date,weekdate,SamsungE_RU,SamsungE_U,SamsungE_UC,SamsungE_D,SamsungE_RD,SamsungE_end,SamsungE_start,SamsungE_high,SamsungE_low,SamsungE_abount
17/01/02,0,1805000,0,0,1,0,0,1799000,1812000,1794000,93012
17/01/03,1,1824000,0,1,0,0,0,1814000,1831000,1801000,147153
17/01/04,2,1808000,0,0,0.5,0.5,0,1825000,1826000,1805000,159435
17/01/05,3,1778000,0,0,0,1,0,1803000,1803000,1777000,219349
17/01/06,4,1810000,0,1,0,0,0,1809000,1822000,1802000,177619
17/01/09,0,1861000,0,1,0,0,0,1830000,1875000,1828000,263898
17/01/10,1,1862000,0,0,1,0,0,1864000,1870000,1854000,181996
17/01/11,2,1914000,0,1,0,0,0,1876000,1928000,1871000,240363
17/01/12,3,1940000,0,1,0,0,0,1900000,1940000,1899000,233383
17/01/13,4,1873000,0,0,0,0.5,0.5,1905000,1916000,1873000,319089
17/01/16,0,1833000,0,0,0,1,0,1843000,1891000,1816000,332230
17/01/17,1,1848000,0,0.5,0.5,0,0,1829000,1873000,1829000,163014
17/01/18,2,1847000,0,0,1,0,0,1852000,1875000,1831000,177508
17/01/19,3,1874000,0,1,0,0,0,1886000,1896000,1851000,188378
17/01/20,4,1860000,0,0,0.5,0.5,0,1856000,1871000,1844000,183700
17/01/23,0,1903000,0,1,0,0,0,1860000,1903000,1850000,176208
17/01/24,1,1908000,0,0,1,0,0,1906000,1929000,1894000,220975
17/01/25,2,1970000,0.5,0.5,0,0,0,1917000,1970000,1916000,268677
17/01/26,3,1995000,0,1,0,0,0,1971000,2000000,1971000,304290
17/01/31,1,1973000,0,0,0,1,0,1995000,1995000,1973000,359844
17/02/01,2,1956000,0,0,0.5,0.5,0,1977000,1983000,1952000,283008
17/02/02,3,1968000,0,0.5,0.5,0,0,1980000,1983000,1960000,300586
17/02/03,4,1973000,0,0,1,0,0,1970000,1975000,1959000,207727
17/02/06,0,1978000,0,0,1,0,0,1979000,1983000,1957000,177214
17/02/07,1,1941000,0,0,0,1,0,1978000,1979000,1938000,280836
17/02/08,2,1920000,0,0,0,1,0,1937000,1939000,1910000,341859
17/02/09,3,1920000,0,0,1,0,0,1939000,1942000,1911000,273883
17/02/10,4,1918000,0,0,1,0,0,1920000,1938000,1915000,220415
17/02/13,0,1898000,0,0,0,1,0,1887000,1903000,1886000,222041
17/02/14,1,1879000,0,0,0,1,0,1898000,1913000,1866000,262483
17/02/15,2,1886000,0,0,1,0,0,1854000,1898000,1854000,283831
17/02/16,3,1901000,0,0.5,0.5,0,0,1890000,1918000,1889000,204527
17/02/17,4,1893000,0,0,1,0,0,1878000,1902000,1864000,307549
17/02/20,0,1933000,0,1,0,0,0,1911000,1939000,1908000,149716
17/02/21,1,1947000,0,0.5,0.5,0,0,1927000,1978000,1921000,211252
17/02/22,2,1965000,0,0.5,0.5,0,0,1950000,1967000,1949000,170789
17/02/23,3,1959000,0,0,1,0,0,1951000,1972000,1951000,204346
17/02/24,4,1911000,0,0,0,1,0,1948000,1955000,1903000,185937
17/02/27,0,1903000,0,0,1,0,0,1901000,1907000,1885000,180674
17/02/28,1,1922000,0,0.5,0.5,0,0,1903000,1938000,1898000,301774
17/03/02,3,1986000,0.5,0.5,0,0,0,1921000,1993000,1921000,424996
17/03/03,4,1981000,0,0,1,0,0,1967000,1986000,1958000,254174
17/03/06,0,2004000,0,1,0,0,0,1961000,2011000,1961000,244697
17/03/07,1,2010000,0,0,1,0,0,1990000,2016000,1990000,211065
17/03/08,2,2010000,0,0,1,0,0,2010000,2031000,2007000,242819
17/03/09,3,2010000,0,0,1,0,0,2010000,2015000,2001000,287445
17/03/10,4,2009000,0,0,1,0,0,1998000,2021000,1993000,204556
17/03/13,0,2030000,0,1,0,0,0,2002000,2049000,2002000,148482
17/03/14,1,2068000,0,1,0,0,0,2031000,2077000,2025000,226501
17/03/15,2,2070000,0,0,1,0,0,2040000,2072000,2040000,191757
17/03/16,3,2092000,0,1,0,0,0,2090000,2109000,2077000,198663
17/03/17,4,2120000,0,1,0,0,0,2090000,2125000,2086000,252046
17/03/20,0,2095000,0,0,0,1,0,2100000,2106000,2087000,205001
17/03/21,1,2128000,0,1,0,0,0,2089000,2134000,2088000,284403
17/03/22,2,2123000,0,0,1,0,0,2080000,2123000,2079000,328545
17/03/23,3,2090000,0,0,0,1,0,2110000,2118000,2085000,307942
17/03/24,4,2075000,0,0,0.5,0.5,0,2080000,2099000,2054000,256163
17/03/27,0,2060000,0,0,0.5,0.5,0,2060000,2094000,2059000,243553
17/03/28,1,2074000,0,0.5,0.5,0,0,2078000,2092000,2069000,164325
17/03/29,2,2089000,0,0.5,0.5,0,0,2087000,2098000,2079000,201865
17/03/30,3,2099000,0,0,1,0,0,2094000,2122000,2094000,164080
17/03/31,4,2060000,0,0,0,1,0,2091000,2101000,2060000,210006
17/04/03,0,2072000,0,0.5,0.5,0,0,2070000,2086000,2065000,191588
17/04/04,1,2104000,0,1,0,0,0,2080000,2109000,2076000,245110
17/04/05,2,2107000,0,0,1,0,0,2095000,2112000,2085000,213994
17/04/06,3,2092000,0,0,0.5,0.5,0,2100000,2104000,2080000,193668
17/04/07,4,2080000,0,0,0.5,0.5,0,2090000,2091000,2058000,200420
17/04/10,0,2097000,0,0.5,0.5,0,0,2097000,2097000,2075000,142827
17/04/11,1,2080000,0,0,0.5,0.5,0,2097000,2097000,2079000,143458
17/04/12,2,2095000,0,0.5,0.5,0,0,2093000,2097000,2085000,165498
17/04/13,3,2121000,0,1,0,0,0,2083000,2123000,2083000,180816
17/04/14,4,2101000,0,0,0.5,0.5,0,2108000,2113000,2088000,109257
17/04/17,0,2078000,0,0,0,1,0,2100000,2104000,2076000,104495
17/04/18,1,2075000,0,0,1,0,0,2084000,2091000,2064000,137213
17/04/19,2,2045000,0,0,0,1,0,2065000,2071000,2045000,235258
17/04/20,3,2014000,0,0,0,1,0,2029000,2040000,2004000,422977
17/04/21,4,2038000,0,1,0,0,0,2024000,2070000,2024000,302610
17/04/24,0,2062000,0,1,0,0,0,2063000,2063000,2046000,179803
17/04/25,1,2135000,0.5,0.5,0,0,0,2073000,2137000,2066000,385992
17/04/26,2,2140000,0,0,1,0,0,2135000,2140000,2126000,295896
17/04/27,3,2192000,0,1,0,0,0,2135000,2226000,2098000,460645
17/04/28,4,2231000,0,1,0,0,0,2289000,2290000,2226000,453714
17/05/02,1,2245000,0,0.5,0.5,0,0,2275000,2275000,2238000,281366
17/05/04,3,2276000,0,1,0,0,0,2285000,2285000,2243000,273802
17/05/08,0,2351000,0.5,0.5,0,0,0,2276000,2351000,2267000,391651
17/05/10,2,2280000,0,0,0,0.5,0.5,2308000,2361000,2280000,468219
17/05/11,3,2275000,0,0,1,0,0,2271000,2309000,2261000,425557
17/05/12,4,2291000,0,0.5,0.5,0,0,2288000,2308000,2283000,188458
17/05/15,0,2305000,0,0.5,0.5,0,0,2281000,2314000,2281000,160028
17/05/16,1,2319000,0,0.5,0.5,0,0,2333000,2340000,2305000,176075
17/05/17,2,2317000,0,0,1,0,0,2306000,2332000,2305000,148489
17/05/18,3,2297000,0,0,0.5,0.5,0,2287000,2300000,2277000,223207
17/05/19,4,2236000,0,0,0,1,0,2282000,2289000,2236000,315247
17/05/22,0,2255000,0,0.5,0.5,0,0,2252000,2269000,2238000,352871
17/05/23,1,2246000,0,0,1,0,0,2270000,2279000,2245000,252141
17/05/24,2,2244000,0,0,1,0,0,2243000,2265000,2240000,173508
17/05/25,3,2284000,0,1,0,0,0,2258000,2284000,2240000,260896
17/05/26,4,2304000,0,0.5,0.5,0,0,2280000,2323000,2277000,272273
17/05/29,0,2281000,0,0,0,1,0,2311000,2320000,2269000,174791
17/05/30,1,2232000,0,0,0,1,0,2276000,2283000,2224000,248672
17/05/31,2,2235000,0,0,1,0,0,2229000,2251000,2220000,373382
17/06/01,3,2234000,0,0,1,0,0,2243000,2245000,2220000,195070
17/06/02,4,2298000,0,1,0,0,0,2253000,2298000,2250000,249775
17/06/05,0,2297000,0,0,1,0,0,2302000,2318000,2286000,151988
17/06/07,2,2265000,0,0,0,1,0,2325000,2325000,2262000,274588
17/06/08,3,2258000,0,0,1,0,0,2250000,2279000,2250000,279575
17/06/09,4,2305000,0,1,0,0,0,2284000,2322000,2280000,234657
17/06/12,0,2269000,0,0,0,1,0,2271000,2280000,2257000,219086
17/06/13,1,2270000,0,0,1,0,0,2257000,2281000,2257000,172498
17/06/14,2,2268000,0,0,1,0,0,2290000,2303000,2262000,203334
17/06/15,3,2284000,0,0.5,0.5,0,0,2284000,2296000,2259000,193140
17/06/16,4,2279000,0,0,1,0,0,2275000,2297000,2273000,348069
17/06/19,0,2328000,0,1,0,0,0,2279000,2328000,2278000,226078
17/06/20,1,2407000,0.5,0.5,0,0,0,2362000,2407000,2361000,300900
17/06/21,2,2374000,0,0,0,1,0,2387000,2406000,2374000,199473
17/06/22,3,2398000,0,1,0,0,0,2398000,2404000,2386000,229116
17/06/23,4,2381000,0,0,0.5,0.5,0,2380000,2389000,2371000,190302
17/06/26,0,2414000,0,1,0,0,0,2376000,2418000,2376000,171056
17/06/27,1,2415000,0,0,1,0,0,2411000,2420000,2395000,192335
17/06/28,2,2385000,0,0,0,1,0,2380000,2400000,2378000,191450
17/06/29,3,2397000,0,0,1,0,0,2402000,2416000,2397000,166131
17/06/30,4,2377000,0,0,0.5,0.5,0,2375000,2381000,2355000,237551
17/07/03,0,2361000,0,0,0.5,0.5,0,2375000,2389000,2356000,136111
17/07/04,1,2350000,0,0,1,0,0,2358000,2370000,2345000,159220
17/07/05,2,2379000,0,1,0,0,0,2341000,2384000,2339000,212805
17/07/06,3,2403000,0,1,0,0,0,2400000,2405000,2386000,218461
17/07/07,4,2393000,0,0,1,0,0,2387000,2406000,2381000,162638
17/07/10,0,2433000,0,1,0,0,0,2425000,2445000,2416000,215855
17/07/11,1,2450000,0,0.5,0.5,0,0,2432000,2450000,2414000,194356
17/07/12,2,2494000,0,1,0,0,0,2450000,2500000,2442000,189723
17/07/13,3,2528000,0,1,0,0,0,2504000,2547000,2502000,320683
17/07/14,4,2524000,0,0,1,0,0,2550000,2554000,2521000,164780
17/07/17,0,2532000,0,0,1,0,0,2545000,2551000,2526000,179522
17/07/18,1,2542000,0,0,1,0,0,2521000,2544000,2518000,141689
17/07/19,2,2537000,0,0,1,0,0,2531000,2541000,2500000,223150
17/07/20,3,2560000,0,0.5,0.5,0,0,2538000,2566000,2528000,167352
17/07/21,4,2554000,0,0,1,0,0,2543000,2558000,2526000,168981
17/07/24,0,2543000,0,0,1,0,0,2535000,2550000,2531000,141995
17/07/25,1,2500000,0,0,0,1,0,2525000,2538000,2497000,216212
17/07/26,2,2492000,0,0,1,0,0,2480000,2501000,2465000,224496
17/07/27,3,2490000,0,0,1,0,0,2500000,2532000,2478000,228990
17/07/28,4,2388000,0,0,0,0.5,0.5,2490000,2490000,2369000,523366
17/07/31,0,2410000,0,0.5,0.5,0,0,2371000,2412000,2346000,254028
17/08/01,1,2430000,0,0.5,0.5,0,0,2400000,2442000,2377000,227390
17/08/02,2,2450000,0,0.5,0.5,0,0,2460000,2467000,2430000,155549
17/08/03,3,2389000,0,0,0,1,0,2450000,2450000,2356000,310816
17/08/04,4,2385000,0,0,1,0,0,2408000,2409000,2375000,167184
17/08/07,0,2379000,0,0,1,0,0,2375000,2404000,2372000,144365
17/08/08,1,2386000,0,0,1,0,0,2399000,2413000,2374000,159592
17/08/09,2,2314000,0,0,0,0.5,0.5,2370000,2370000,2312000,291108
17/08/10,3,2295000,0,0,0.5,0.5,0,2310000,2316000,2273000,459723
17/08/11,4,2231000,0,0,0,1,0,2256000,2265000,2211000,508146
17/08/14,0,2250000,0,0.5,0.5,0,0,2256000,2270000,2236000,383712
17/08/16,2,2310000,0,1,0,0,0,2311000,2319000,2300000,438273
17/08/17,3,2352000,0,1,0,0,0,2348000,2365000,2337000,248317
17/08/18,4,2345000,0,0,1,0,0,2338000,2362000,2312000,209559
17/08/21,0,2342000,0,0,1,0,0,2362000,2362000,2329000,102069
17/08/22,1,2350000,0,0,1,0,0,2341000,2358000,2335000,147635
17/08/23,2,2374000,0,1,0,0,0,2389000,2389000,2359000,187694
17/08/24,3,2376000,0,0,1,0,0,2376000,2383000,2367000,173149
17/08/25,4,2351000,0,0,0,1,0,2394000,2394000,2336000,224871
17/08/28,0,2305000,0,0,0,1,0,2351000,2362000,2298000,199242
17/08/29,1,2304000,0,0,1,0,0,2282000,2304000,2258000,252473
17/08/30,2,2310000,0,0,1,0,0,2319000,2320000,2298000,150260
17/08/31,3,2316000,0,0,1,0,0,2311000,2332000,2300000,220234
17/09/01,4,2324000,0,0,1,0,0,2323000,2332000,2315000,212834
17/09/04,0,2302000,0,0,0.5,0.5,0,2289000,2318000,2275000,158870
17/09/05,1,2338000,0,1,0,0,0,2312000,2345000,2298000,234322
17/09/06,2,2350000,0,0.5,0.5,0,0,2338000,2359000,2335000,216221
17/09/07,3,2406000,0,1,0,0,0,2350000,2411000,2350000,193530
17/09/08,4,2454000,0,1,0,0,0,2435000,2459000,2429000,217860
17/09/11,0,2490000,0,1,0,0,0,2485000,2509000,2475000,207495
17/09/12,1,2480000,0,0,1,0,0,2510000,2511000,2457000,240595
17/09/13,2,2481000,0,0,1,0,0,2491000,2520000,2472000,187140
17/09/14,3,2515000,0,1,0,0,0,2503000,2516000,2488000,284095
17/09/15,4,2520000,0,0,1,0,0,2515000,2528000,2493000,215146
17/09/18,0,2624000,0.5,0.5,0,0,0,2527000,2624000,2526000,230499
17/09/19,1,2606000,0,0,0.5,0.5,0,2625000,2632000,2589000,197008
17/09/20,2,2611000,0,0,1,0,0,2606000,2625000,2592000,185855
17/09/21,3,2640000,0,1,0,0,0,2611000,2648000,2611000,176796
17/09/22,4,2650000,0,0,1,0,0,2648000,2680000,2623000,278448
17/09/25,0,2681000,0,1,0,0,0,2650000,2684000,2650000,186062
17/09/26,1,2583000,0,0,0,0.5,0.5,2651000,2656000,2578000,341144
17/09/27,2,2584000,0,0,1,0,0,2600000,2610000,2575000,215940
17/09/28,3,2563000,0,0,0.5,0.5,0,2613000,2623000,2563000,240509
17/09/29,4,2564000,0,0,1,0,0,2559000,2581000,2542000,258188
17/10/10,1,2640000,0,1,0,0,0,2668000,2682000,2640000,410396
17/10/11,2,2732000,0.5,0.5,0,0,0,2680000,2738000,2667000,273043
17/10/12,3,2740000,0,0,1,0,0,2742000,2758000,2705000,277814
17/10/13,4,2700000,0,0,0,1,0,2727000,2742000,2689000,252033
17/10/16,0,2696000,0,0,1,0,0,2699000,2743000,2688000,195399
17/10/17,1,2740000,0,1,0,0,0,2701000,2769000,2700000,212156
17/10/18,2,2738000,0,0,1,0,0,2741000,2762000,2702000,202215
17/10/19,3,2649000,0,0,0,0.5,0.5,2735000,2735000,2651000,242174
17/10/20,4,2692000,0,1,0,0,0,2640000,2705000,2640000,160541
17/10/23,0,2715000,0,0.5,0.5,0,0,2730000,2732000,2700000,166221
17/10/24,1,2702000,0,0,1,0,0,2735000,2739000,2702000,116121
17/10/25,2,2695000,0,0,1,0,0,2702000,2721000,2685000,117657
17/10/26,3,2620000,0,0,0,1,0,2686000,2695000,2620000,195531
17/10/27,4,2654000,0,1,0,0,0,2620000,2666000,2607000,147850
17/10/30,0,2702000,0,1,0,0,0,2689000,2716000,2685000,163923
17/10/31,1,2754000,0,1,0,0,0,2703000,2772000,2675000,267631
17/11/01,2,2861000,0.5,0.5,0,0,0,2875000,2875000,2809000,290205
17/11/02,3,2853000,0,0,1,0,0,2875000,2876000,2838000,214421
17/11/03,4,2819000,0,0,0,1,0,2853000,2857000,2793000,198716
17/11/06,0,2819000,0,0,1,0,0,2819000,2825000,2767000,180019
17/11/07,1,2805000,0,0,0.5,0.5,0,2819000,2846000,2793000,149291
17/11/08,2,2838000,0,1,0,0,0,2805000,2853000,2793000,170404
17/11/09,3,2817000,0,0,0.5,0.5,0,2846000,2846000,2795000,239881
17/11/10,4,2820000,0,0,1,0,0,2790000,2827000,2789000,134976
17/11/13,0,2819000,0,0,1,0,0,2820000,2840000,2805000,176133
17/11/14,1,2796000,0,0,0.5,0.5,0,2819000,2837000,2796000,134500
17/11/15,2,2767000,0,0,0,1,0,2796000,2816000,2766000,176339
17/11/16,3,2789000,0,0.5,0.5,0,0,2772000,2800000,2770000,152814
17/11/17,4,2791000,0,0,1,0,0,2820000,2844000,2791000,214663
17/11/20,0,2760000,0,0,0,1,0,2795000,2799000,2760000,189455
17/11/21,1,2764000,0,0,1,0,0,2770000,2792000,2764000,206494
17/11/22,2,2798000,0,1,0,0,0,2799000,2810000,2781000,159059
17/11/23,3,2765000,0,0,0,1,0,2798000,2799000,2751000,125458
17/11/24,4,2773000,0,0,1,0,0,2765000,2775000,2759000,90724
17/11/27,0,2632000,0,0,0,0,1,2768000,2768000,2632000,362578
17/11/28,1,2664000,0,1,0,0,0,2635000,2664000,2586000,269988
17/11/29,2,2630000,0,0,0,1,0,2660000,2662000,2625000,191805
17/11/30,3,2540000,0,0,0,0.5,0.5,2540000,2593000,2510000,592683
17/12/01,4,2542000,0,0,1,0,0,2540000,2589000,2540000,257372
17/12/04,0,2567000,0,0.5,0.5,0,0,2542000,2567000,2501000,297301
17/12/05,1,2563000,0,0,1,0,0,2530000,2565000,2514000,186531
17/12/06,2,2501000,0,0,0,1,0,2563000,2578000,2501000,217784
17/12/07,3,2537000,0,1,0,0,0,2502000,2549000,2501000,221312
17/12/08,4,2600000,0,1,0,0,0,2568000,2600000,2552000,225809
17/12/11,0,2589000,0,0,1,0,0,2600000,2602000,2575000,162517
17/12/12,1,2605000,0,0.5,0.5,0,0,2591000,2605000,2583000,175301
17/12/13,2,2566000,0,0,0,1,0,2605000,2605000,2555000,226674
17/12/14,3,2553000,0,0,0.5,0.5,0,2566000,2614000,2553000,406208
17/12/15,4,2531000,0,0,0.5,0.5,0,2562000,2574000,2526000,298571
17/12/18,0,2560000,0,1,0,0,0,2531000,2562000,2531000,147005
17/12/19,1,2578000,0,0.5,0.5,0,0,2577000,2604000,2576000,239572
17/12/20,2,2544000,0,0,0,1,0,2575000,2588000,2541000,201611
17/12/21,3,2457000,0,0,0,0.5,0.5,2550000,2553000,2455000,312486
17/12/22,4,2485000,0,1,0,0,0,2470000,2498000,2462000,223993
17/12/26,1,2410000,0,0,0,0.5,0.5,2488000,2505000,2410000,320797
17/12/27,2,2468000,0,1,0,0,0,2448000,2478000,2423000,214872
17/12/28,3,2548000,0.5,0.5,0,0,0,2478000,2548000,2475000,179709
18/01/02,1,2551000,0,0,1,0,0,2569000,2570000,2539000,169485
18/01/03,2,2581000,0,1,0,0,0,2627000,2628000,2571000,200270
18/01/04,3,2554000,0,0,0,1,0,2606000,2609000,2532000,233909
18/01/05,4,2606000,0,1,0,0,0,2565000,2606000,2560000,189623
18/01/08,0,2601000,0,0,1,0,0,2620000,2626000,2575000,167673
18/01/09,1,2520000,0,0,0,0.5,0.5,2573000,2586000,2499000,360272
18/01/10,2,2442000,0,0,0,0.5,0.5,2525000,2526000,2432000,371336
18/01/11,3,2412000,0,0,0,1,0,2410000,2463000,2401000,502476
18/01/12,4,2410000,0,0,1,0,0,2412000,2424000,2338000,545409
18/01/15,0,2427000,0,0.5,0.5,0,0,2440000,2449000,2396000,201920
18/01/16,1,2500000,0.5,0.5,0,0,0,2438000,2507000,2431000,407793
18/01/17,2,2481000,0,0,0.5,0.5,0,2501000,2501000,2453000,221061
18/01/18,3,2495000,0,0.5,0.5,0,0,2501000,2532000,2491000,296977
18/01/19,4,2466000,0,0,0,1,0,2519000,2519000,2452000,184399
18/01/22,0,2412000,0,0,0,1,0,2432000,2434000,2398000,250418
18/01/23,1,2458000,0,1,0,0,0,2433000,2458000,2415000,270654
18/01/24,2,2467000,0,0,1,0,0,2443000,2485000,2428000,191010
18/01/25,3,2513000,0,1,0,0,0,2461000,2518000,2458000,223207
18/01/26,4,2539000,0,1,0,0,0,2525000,2539000,2492000,207002
18/01/29,0,2561000,0,0.5,0.5,0,0,2560000,2574000,2545000,236776
18/01/30,1,2490000,0,0,0,1,0,2522000,2532000,2489000,245691
18/01/31,2,2495000,0,0,1,0,0,2501000,2707000,2480000,1293626
18/02/01,3,2491000,0,0,1,0,0,2531000,2548000,2486000,552189
18/02/02,4,2385000,0,0,0,0.5,0.5,2469000,2470000,2386000,585207
18/02/05,0,2396000,0,0,1,0,0,2325000,2416000,2300000,567158
18/02/06,1,2371000,0,0,0,1,0,2330000,2396000,2329000,388129
18/02/07,2,2290000,0,0,0,0.5,0.5,2412000,2413000,2290000,468961
18/02/08,3,2300000,0,0,1,0,0,2306000,2331000,2299000,465021
18/02/09,4,2235000,0,0,0,1,0,2222000,2259000,2221000,349300
18/02/12,0,2286000,0,1,0,0,0,2255000,2316000,2252000,315099
18/02/13,1,2377000,0.5,0.5,0,0,0,2310000,2403000,2310000,378465
18/02/14,2,2450000,0.5,0.5,0,0,0,2404000,2455000,2397000,378118
18/02/19,0,2419000,0,0,0,1,0,2490000,2490000,2393000,307069
18/02/20,1,2370000,0,0,0,1,0,2402000,2408000,2361000,202452
18/02/21,2,2364000,0,0,1,0,0,2364000,2379000,2342000,257604
18/02/22,3,2338000,0,0,0,1,0,2363000,2363000,2338000,177399
18/02/23,4,2361000,0,0.5,0.5,0,0,2338000,2390000,2338000,248466
18/02/26,0,2369000,0,0,1,0,0,2364000,2378000,2354000,191213
18/02/27,1,2369000,0,0,1,0,0,2418000,2419000,2369000,196611
18/02/28,2,2353000,0,0,0.5,0.5,0,2369000,2405000,2350000,303247
18/03/02,4,2301000,0,0,0,1,0,2329000,2340000,2300000,265310
18/03/05,0,2260000,0,0,0,1,0,2291000,2308000,2254000,282019
18/03/06,1,2351000,0.5,0.5,0,0,0,2296000,2355000,2291000,308467
18/03/07,2,2431000,0.5,0.5,0,0,0,2410000,2445000,2361000,428541
18/03/08,3,2460000,0,1,0,0,0,2460000,2474000,2404000,389273
18/03/09,4,2487000,0,1,0,0,0,2472000,2527000,2462000,286088
18/03/12,0,2487000,0,0,1,0,0,2528000,2539000,2479000,173779
18/03/13,1,2583000,0.5,0.5,0,0,0,2538000,2583000,2518000,401974
18/03/14,2,2588000,0,0,1,0,0,2551000,2600000,2550000,254265
18/03/15,3,2577000,0,0,1,0,0,2600000,2601000,2551000,177649
18/03/16,4,2557000,0,0,0.5,0.5,0,2561000,2571000,2512000,243698
18/03/19,0,2537000,0,0,0.5,0.5,0,2531000,2567000,2522000,164377
18/03/20,1,2560000,0,0.5,0.5,0,0,2535000,2560000,2505000,163865
18/03/21,2,2553000,0,0,1,0,0,2589000,2589000,2553000,178104
18/03/22,3,2589000,0,1,0,0,0,2553000,2589000,2552000,169082
18/03/23,4,2486000,0,0,0,0.5,0.5,2517000,2536000,2480000,297099
18/03/26,0,2514000,0,1,0,0,0,2471000,2510000,2452000,201155
18/03/27,1,2499000,0,0,0.5,0.5,0,2516000,2523000,2454000,237480
18/03/28,2,2435000,0,0,0,1,0,2455000,2455000,2417000,303189
18/03/29,3,2452000,0,0.5,0.5,0,0,2435000,2478000,2416000,201340
18/03/30,4,2461000,0,0,1,0,0,2454000,2495000,2454000,155542
18/04/02,0,2427000,0,0,0,1,0,2450000,2461000,2425000,142313
18/04/03,1,2406000,0,0,0.5,0.5,0,2394000,2407000,2364000,255365
18/04/04,2,2346000,0,0,0,1,0,2408000,2413000,2346000,247684
18/04/05,3,2437000,0.5,0.5,0,0,0,2370000,2469000,2367000,264912
18/04/06,4,2420000,0,0,0.5,0.5,0,2400000,2429000,2370000,250654
18/04/09,0,2460000,0,1,0,0,0,2413000,2472000,2410000,199008
18/04/10,1,2444000,0,0,0.5,0.5,0,2427000,2461000,2402000,219687
18/04/11,2,2443000,0,0,1,0,0,2495000,2495000,2430000,201022
18/04/12,3,2450000,0,0,1,0,0,2472000,2472000,2444000,249325
18/04/13,4,2490000,0,1,0,0,0,2480000,2509000,2470000,205566
18/04/16,0,2517000,0,1,0,0,0,2516000,2530000,2493000,157549
18/04/17,1,2499000,0,0,0.5,0.5,0,2512000,2527000,2491000,155440
18/04/18,2,2568000,0,1,0,0,0,2550000,2568000,2529000,269252
18/04/19,3,2639000,0,1,0,0,0,2600000,2649000,2577000,343811
18/04/20,4,2581000,0,0,0,1,0,2590000,2613000,2571000,235220
18/04/23,0,2595000,0,0.5,0.5,0,0,2550000,2604000,2550000,232380
18/04/24,1,2523000,0,0,0,1,0,2592000,2593000,2504000,315406
18/04/25,2,2520000,0,0,1,0,0,2461000,2525000,2461000,332292
18/04/26,3,2607000,0.5,0.5,0,0,0,2521000,2608000,2520000,360931
18/04/27,4,2650000,0,1,0,0,0,2669000,2682000,2622000,606216
18/04/30,0,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/02,2,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/03,3,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/04,4,51900,0,0,0,1,0,53000,53900,51800,39565391
18/05/08,1,52600,0,1,0,0,0,52600,53200,51900,23104720
18/05/09,2,50900,0,0,0,0.5,0.5,52600,52800,50900,16128305
18/05/10,3,51600,0,1,0,0,0,51700,51700,50600,13905263
18/05/11,4,51300,0,0,0.5,0.5,0,52000,52200,51200,10314997
18/05/14,0,50100,0,0,0,1,0,51000,51100,49900,14909272
18/05/15,1,49200,0,0,0,1,0,50200,50400,49100,18709146
18/05/16,2,49850,0,1,0,0,0,49200,50200,49150,15918683
18/05/17,3,49400,0,0,0.5,0.5,0,50300,50500,49400,10365440
18/05/18,4,49500,0,0,1,0,0,49900,49900,49350,6706570
18/05/21,0,50000,0,1,0,0,0,49650,50200,49100,9020998
18/05/23,2,51800,0.5,0.5,0,0,0,50600,52000,50400,17095490
18/05/24,3,51400,0,0,0.5,0.5,0,52000,52000,51100,8289275
18/05/25,4,52700,0,1,0,0,0,51000,52800,50800,15207266
18/05/28,0,52300,0,0,0.5,0.5,0,52500,53000,52000,9787820
18/05/29,1,51300,0,0,0,1,0,52200,52500,51300,8480437
18/05/30,2,49500,0,0,0,0.5,0.5,51300,51500,49100,20498098
18/05/31,3,50700,0,1,0,0,0,50400,50800,49850,63491109
18/06/01,4,51300,0,1,0,0,0,50500,51700,49950,13038499
18/06/04,0,51100,0,0,1,0,0,50800,51200,50700,9767171
18/06/05,1,51300,0,0,1,0,0,51100,51400,50400,9144100
18/06/07,3,50600,0,0,0,1,0,51800,51800,50500,13590016
18/06/08,4,49650,0,0,0,1,0,50200,50400,49600,16951706
18/06/11,0,49900,0,0,1,0,0,49750,50300,49350,10571312
18/06/12,1,49400,0,0,0,1,0,49700,49800,49250,12110569
18/06/14,3,48200,0,0,0,1,0,49000,49000,48200,20971729
18/06/15,4,47650,0,0,0,1,0,48500,48700,47650,17080892
18/06/18,0,46600,0,0,0,1,0,47600,47650,46200,16661870
18/06/19,1,47000,0,0.5,0.5,0,0,47200,47350,46500,15217971
18/06/20,2,47000,0,0,1,0,0,47450,47600,46850,12959316
18/06/21,3,47050,0,0,1,0,0,47900,47900,47050,10015541
18/06/22,4,47250,0,0,1,0,0,47000,47250,46200,10298006
18/06/25,0,46650,0,0,0,1,0,47050,47050,46150,10587711
18/06/26,1,47000,0,0.5,0.5,0,0,45900,47300,45900,11223166
18/06/27,2,47950,0,1,0,0,0,47450,48500,47000,15274752
18/06/28,3,46800,0,0,0,1,0,46850,47150,46600,12784800
18/06/29,4,46650,0,0,1,0,0,46250,47150,46200,14099635
18/07/02,0,45550,0,0,0,1,0,46500,47150,45500,13112253
18/07/03,1,46150,0,1,0,0,0,45750,46450,45750,10959655
18/07/04,2,46250,0,0,1,0,0,46700,47050,46050,8776763
